location,date,zika_bool
Colombia-Cesar-Gamarra,2016-01-23,1
Colombia-Cesar-Gonzalez,2016-02-27,1
Colombia-Cesar-La_Gloria,2016-01-09,1
Colombia-Cesar-La_Jagua_De_Ibirico,2016-01-23,1
Colombia-Cesar-La_Paz,2016-01-23,1
Colombia-Cesar-Manaure,2016-01-30,1
Colombia-Cesar-Pailitas,2016-01-23,1
Colombia-Cesar-Pelaya,2016-01-16,1
Colombia-Cesar-Pueblo_Bello,2016-01-23,1
Colombia-Cesar-Rio_De_Oro,2016-01-09,1
Colombia-Cesar-San_Alberto,2016-01-09,1
Colombia-Cesar-San_Diego,2016-01-16,1
Colombia-Cesar-San_Martin,2016-01-30,1
Colombia-Cesar-Tamalameque,2016-01-09,1
Colombia-Cesar-Unknown,2016-01-09,1
Colombia-Cesar-Valledupar,2016-01-09,1
Colombia-Choco-Acandi,2016-02-06,1
Colombia-Choco-Alto_Baudo,2016-01-09,0
Colombia-Choco-Atrato,2016-03-26,1
Colombia-Choco-Bagado,2016-01-09,0
Colombia-Choco-Bahia_Solano,2016-05-21,1
Colombia-Choco-Bajo_Baudo,2016-02-20,1
Colombia-Choco-Belen_De_Bajira,2016-01-09,0
Colombia-Choco-Bojaya,2016-01-09,0
Colombia-Choco-Carmen_Del_Darien,2016-01-09,0
Colombia-Choco-Certegui,2016-02-06,1
Colombia-Choco-Condoto,2016-02-06,1
Colombia-Choco-El_Canton_Del_San_Pablo,2016-01-09,0
Colombia-Choco-El_Carmen_De_Atrato,2016-01-09,0
Colombia-Choco-El_Litoral_Del_San_Juan,2016-01-09,0
Colombia-Choco-Istmina,2016-02-13,1
Colombia-Choco-Jurado,2016-01-09,0
Colombia-Choco-Lloro,2016-01-09,1
Colombia-Choco-Medio_Atrato,2016-01-09,0
Colombia-Choco-Medio_Baudo,2016-03-19,1
Colombia-Choco-Medio_San_Juan,2016-01-09,0
Colombia-Choco-Novita,2016-01-09,0
Colombia-Choco-Nuqui,2016-01-09,0
Colombia-Choco-Quibdo,2016-01-30,1
Colombia-Choco-Rio_Iro,2016-01-09,0
Colombia-Choco-Rio_Quito,2016-01-09,0
Colombia-Choco-Riosucio,2016-01-09,0
Colombia-Choco-San_Jose_Del_Palmar,2016-01-09,0
Colombia-Choco-Sipi,2016-01-09,0
Colombia-Choco-Tado,2016-02-27,1
Colombia-Choco-Unguia,2016-01-30,1
Colombia-Choco-Union_Panamericana,2016-01-09,0
Colombia-Choco-Unknown,2016-01-23,1
Colombia-Cordoba-Ayapel,2016-01-16,1
Colombia-Cordoba-Buenavista,2016-01-23,1
Colombia-Cordoba-Canalete,2016-01-09,1
Colombia-Cordoba-Cerete,2016-01-09,1
Colombia-Cordoba-Chima,2016-01-30,1
Colombia-Cordoba-Chinu,2016-01-09,1
Colombia-Cordoba-Cienaga_De_Oro,2016-01-09,1
Colombia-Cordoba-Cotorra,2016-02-13,1
Colombia-Cordoba-La_Apartada,2016-01-16,1
Colombia-Cordoba-Lorica,2016-01-09,1
Colombia-Cordoba-Los_Cordobas,2016-02-06,1
Colombia-Cordoba-Momil,2016-01-09,1
Colombia-Cordoba-Monitos,2016-02-06,1
Colombia-Cordoba-Montelibano,2016-01-09,1
Colombia-Cordoba-Monteria,2016-01-09,1
Colombia-Cordoba-Planeta_Rica,2016-01-09,1
Colombia-Cordoba-Pueblo_Nuevo,2016-01-30,1
Colombia-Cordoba-Puerto_Escondido,2016-01-09,1
Colombia-Cordoba-Puerto_Libertador,2016-01-30,1
Colombia-Cordoba-Purisima,2016-01-09,1
Colombia-Cordoba-Sahagun,2016-01-09,1
Colombia-Cordoba-San_Andres_Sotavento,2016-01-09,1
Colombia-Cordoba-San_Antero,2016-01-09,1
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-01-09,1
Colombia-Cordoba-San_Carlos,2016-01-09,1
Colombia-Cordoba-San_Jose_De_Ure,2016-01-16,1
Colombia-Cordoba-San_Pelayo,2016-01-09,1
Colombia-Cordoba-Tierralta,2016-01-09,1
Colombia-Cordoba-Tuchin,2016-01-09,1
Colombia-Cordoba-Unknown,2016-01-09,1
Colombia-Cordoba-Valencia,2016-01-09,1
Colombia-Cundinamarca-Agua_De_Dios,2016-01-09,1
Colombia-Cundinamarca-Alban,2016-01-09,0
Colombia-Cundinamarca-Anapoima,2016-01-09,1
Colombia-Cundinamarca-Anolaima,2016-01-09,1
Colombia-Cundinamarca-Apulo,2016-01-09,1
Colombia-Cundinamarca-Arbelaez,2016-02-20,1
Colombia-Cundinamarca-Beltran,2016-01-09,1
Colombia-Cundinamarca-Bituima,2016-04-30,1
Colombia-Cundinamarca-Bojaca,2016-01-09,0
Colombia-Cundinamarca-Cabrera,2016-04-23,1
Colombia-Cundinamarca-Cachipay,2016-01-16,1
Colombia-Cundinamarca-Cajica,2016-01-09,0
Colombia-Cundinamarca-Caparrapi,2016-01-23,1
Colombia-Cundinamarca-Caqueza,2016-01-09,1
Colombia-Cundinamarca-Carmen_De_Carupa,2016-01-09,0
Colombia-Cundinamarca-Chaguani,2016-02-13,1
Colombia-Cundinamarca-Chia,2016-01-23,1
Colombia-Cundinamarca-Chipaque,2016-03-26,1
Colombia-Cundinamarca-Choachi,2016-04-09,1
Colombia-Cundinamarca-Choconta,2016-01-09,0
Colombia-Cundinamarca-Cogua,2016-01-09,0
Colombia-Cundinamarca-Cota,2016-03-12,1
Colombia-Cundinamarca-Cucunuba,2016-01-09,0
Colombia-Cundinamarca-El_Colegio,2016-01-09,1
Colombia-Cundinamarca-El_Penon,2016-01-09,1
Colombia-Cundinamarca-El_Rosal,2016-01-09,0
Colombia-Cundinamarca-Facatativa,2016-01-30,1
Colombia-Cundinamarca-Fomeque,2016-01-09,0
Colombia-Cundinamarca-Fosca,2016-01-09,0
Colombia-Cundinamarca-Funza,2016-05-14,1
Colombia-Cundinamarca-Fuquene,2016-01-09,0
Colombia-Cundinamarca-Fusagasuga,2016-01-09,1
Colombia-Cundinamarca-Gachala,2016-01-23,1
Colombia-Cundinamarca-Gachancipa,2016-01-09,0
Colombia-Cundinamarca-Gacheta,2016-05-14,1
Colombia-Cundinamarca-Gama,2016-01-09,0
Colombia-Cundinamarca-Girardot,2016-01-09,1
Colombia-Cundinamarca-Granada,2016-01-23,1
Colombia-Cundinamarca-Guacheta,2016-02-06,1
Colombia-Cundinamarca-Guaduas,2016-01-09,1
Colombia-Cundinamarca-Guasca,2016-01-09,0
Colombia-Cundinamarca-Guataqui,2016-01-09,1
Colombia-Cundinamarca-Guatavita,2016-01-09,0
Colombia-Cundinamarca-Guayabal_De_Siquima,2016-02-06,1
Colombia-Cundinamarca-Guayabetal,2016-03-12,1
Colombia-Cundinamarca-Gutierrez,2016-01-09,0
Colombia-Cundinamarca-Jerusalen,2016-01-09,1
Colombia-Cundinamarca-Junin,2016-01-09,0
Colombia-Cundinamarca-La_Calera,2016-02-20,1
Colombia-Cundinamarca-La_Mesa,2016-01-09,1
Colombia-Cundinamarca-La_Palma,2016-01-09,1
Colombia-Cundinamarca-La_Pena,2016-01-09,1
Colombia-Cundinamarca-La_Vega,2016-01-09,1
Colombia-Cundinamarca-Lenguazaque,2016-01-09,0
Colombia-Cundinamarca-Macheta,2016-03-05,1
Colombia-Cundinamarca-Madrid,2016-02-13,1
Colombia-Cundinamarca-Manta,2016-01-09,0
Colombia-Cundinamarca-Medina,2016-03-05,1
Colombia-Cundinamarca-Mosquera,2016-01-23,1
Colombia-Cundinamarca-Narino,2016-01-09,1
Colombia-Cundinamarca-Nemocon,2016-01-09,0
Colombia-Cundinamarca-Nilo,2016-01-09,1
Colombia-Cundinamarca-Nimaima,2016-01-16,1
Colombia-Cundinamarca-Nocaima,2016-01-09,1
Colombia-Cundinamarca-Pacho,2016-01-09,1
Colombia-Cundinamarca-Paime,2016-01-16,1
Colombia-Cundinamarca-Pandi,2016-01-09,1
Colombia-Cundinamarca-Paratebueno,2016-01-30,1
Colombia-Cundinamarca-Pasca,2016-01-09,0
Colombia-Cundinamarca-Puerto_Salgar,2016-01-09,1
Colombia-Cundinamarca-Puli,2016-01-23,1
Colombia-Cundinamarca-Quebradanegra,2016-02-13,1
Colombia-Cundinamarca-Quetame,2016-02-06,1
Colombia-Cundinamarca-Quipile,2016-01-09,1
Colombia-Cundinamarca-Ricaurte,2016-01-09,1
Colombia-Cundinamarca-San_Antonio_Del_Tequendama,2016-01-23,1
Colombia-Cundinamarca-San_Bernardo,2016-01-16,1
Colombia-Cundinamarca-San_Cayetano,2016-01-09,0
Colombia-Cundinamarca-San_Francisco,2016-01-09,1
Colombia-Cundinamarca-San_Juan_De_Rio_Seco,2016-01-30,1
Colombia-Cundinamarca-Sasaima,2016-01-09,1
Colombia-Cundinamarca-Sesquile,2016-03-05,1
Colombia-Cundinamarca-Sibate,2016-01-09,0
Colombia-Cundinamarca-Silvania,2016-01-09,1
Colombia-Cundinamarca-Simijaca,2016-01-09,0
Colombia-Cundinamarca-Soacha,2016-01-23,1
Colombia-Cundinamarca-Sopo,2016-01-09,0
Colombia-Cundinamarca-Subachoque,2016-01-09,0
Colombia-Cundinamarca-Suesca,2016-01-09,0
Colombia-Cundinamarca-Supata,2016-01-09,0
Colombia-Cundinamarca-Susa,2016-01-09,0
Colombia-Cundinamarca-Sutatausa,2016-01-09,0
Colombia-Cundinamarca-Tabio,2016-01-09,1
Colombia-Cundinamarca-Tausa,2016-01-09,0
Colombia-Cundinamarca-Tena,2016-01-09,1
Colombia-Cundinamarca-Tenjo,2016-01-09,0
Colombia-Cundinamarca-Tibacuy,2016-01-23,1
Colombia-Cundinamarca-Tibirita,2016-01-09,0
Colombia-Cundinamarca-Tocaima,2016-01-09,1
Colombia-Cundinamarca-Tocancipa,2016-01-09,0
Colombia-Cundinamarca-Topaipi,2016-01-09,1
Colombia-Cundinamarca-Ubala,2016-01-16,1
Colombia-Cundinamarca-Ubaque,2016-01-09,0
Colombia-Cundinamarca-Une,2016-06-11,1
Colombia-Cundinamarca-Unknown,2016-01-09,1
Colombia-Cundinamarca-Utica,2016-01-09,1
Colombia-Cundinamarca-Venecia,2016-06-18,1
Colombia-Cundinamarca-Vergara,2016-02-13,1
Colombia-Cundinamarca-Viani,2016-01-09,1
Colombia-Cundinamarca-Villa_De_San_Diego_De_Ubate,2016-01-16,1
Colombia-Cundinamarca-Villagomez,2016-02-06,1
Colombia-Cundinamarca-Villapinzon,2016-01-30,1
Colombia-Cundinamarca-Villeta,2016-01-09,1
Colombia-Cundinamarca-Viota,2016-01-09,1
Colombia-Cundinamarca-Yacopi,2016-02-13,1
Colombia-Cundinamarca-Zipacon,2016-01-09,0
Colombia-Cundinamarca-Zipaquira,2016-01-09,1
Colombia-Desconocido-Desconocido,2016-01-30,1
Colombia-Guainia-Barranco_Minas,2016-01-09,0
Colombia-Guainia-Cacahual,2016-01-09,0
Colombia-Guainia-Inirida,2016-01-09,1
Colombia-Guainia-La_Guadalupe,2016-01-09,0
Colombia-Guainia-Mapiripana,2016-01-09,0
Colombia-Guainia-Morichal,2016-01-09,0
Colombia-Guainia-Pana_Pana,2016-01-09,0
Colombia-Guainia-Puerto_Colombia,2016-01-09,0
Colombia-Guainia-San_Felipe,2016-01-09,0
Colombia-Guainia-Unknown,2016-03-12,1
Colombia-Guajira-Albania,2016-01-09,1
Colombia-Guajira-Barrancas,2016-01-09,1
Colombia-Guajira-Dibulla,2016-01-16,1
Colombia-Guajira-Distraccion,2016-01-09,1
Colombia-Guajira-El_Molino,2016-01-09,1
Colombia-Guajira-Fonseca,2016-01-09,1
Colombia-Guajira-Hatonuevo,2016-02-13,1
Colombia-Guajira-La_Jagua_Del_Pilar,2016-01-09,0
Colombia-Guajira-Maicao,2016-01-09,1
Colombia-Guajira-Manaure,2016-01-09,1
Colombia-Guajira-Riohacha,2016-01-09,1
Colombia-Guajira-San_Juan_Del_Cesar,2016-01-09,1
Colombia-Guajira-Unknown,2016-01-09,1
Colombia-Guajira-Uribia,2016-01-09,1
Colombia-Guajira-Urumita,2016-01-16,1
Colombia-Guajira-Villanueva,2016-01-09,1
Colombia-Guaviare-Calamar,2016-03-19,1
Colombia-Guaviare-El_Retorno,2016-01-09,1
Colombia-Guaviare-Miraflores,2016-04-02,1
Colombia-Guaviare-San_Jose_Del_Guaviare,2016-01-09,1
Colombia-Guaviare-Unknown,2016-03-19,1
Colombia-Huila-Acevedo,2016-01-23,1
Colombia-Huila-Agrado,2016-01-23,1
Colombia-Huila-Aipe,2016-01-09,1
Colombia-Huila-Algeciras,2016-01-09,1
Colombia-Huila-Altamira,2016-02-06,1
Colombia-Huila-Baraya,2016-01-09,1
Colombia-Huila-Campoalegre,2016-01-09,1
Colombia-Huila-Colombia,2016-01-09,1
Colombia-Huila-Elias,2016-02-13,1
Colombia-Huila-Garzon,2016-01-09,1
Colombia-Huila-Gigante,2016-01-09,1
Colombia-Huila-Guadalupe,2016-01-09,1
Colombia-Huila-Hobo,2016-01-09,1
Colombia-Huila-Iquira,2016-01-09,1
Colombia-Huila-Isnos,2016-01-09,1
Colombia-Huila-La_Argentina,2016-02-20,1
Colombia-Huila-La_Plata,2016-01-09,1
Colombia-Huila-Nataga,2016-01-23,1
Colombia-Huila-Neiva,2016-01-09,1
Colombia-Huila-Oporapa,2016-02-20,1
Colombia-Huila-Paicol,2016-02-06,1
Colombia-Huila-Palermo,2016-01-09,1
Colombia-Huila-Palestina,2016-01-30,1
Colombia-Huila-Pital,2016-01-16,1
Colombia-Huila-Pitalito,2016-01-09,1
Colombia-Huila-Rivera,2016-01-09,1
Colombia-Huila-Saladoblanco,2016-01-09,0
Colombia-Huila-San_Agustin,2016-02-06,1
Colombia-Huila-Santa_Maria,2016-01-23,1
Colombia-Huila-Suaza,2016-01-23,1
Colombia-Huila-Tarqui,2016-01-09,1
Colombia-Huila-Tello,2016-01-09,1
Colombia-Huila-Teruel,2016-01-30,1
Colombia-Huila-Tesalia,2016-01-23,1
Colombia-Huila-Timana,2016-01-23,1
Colombia-Huila-Unknown,2016-01-09,1
Colombia-Huila-Villavieja,2016-01-09,1
Colombia-Huila-Yaguara,2016-01-09,1
Colombia-Magdalena-Algarrobo,2016-01-30,1
Colombia-Magdalena-Aracataca,2016-01-09,1
Colombia-Magdalena-Ariguani,2016-01-30,1
Colombia-Magdalena-Cerro_San_Antonio,2016-05-28,1
Colombia-Magdalena-Chibolo,2016-01-09,1
Colombia-Magdalena-Cienaga,2016-01-09,1
Colombia-Magdalena-Concordia,2016-02-20,1
Colombia-Magdalena-El_Banco,2016-01-09,1
Colombia-Magdalena-El_Pinon,2016-01-09,1
Colombia-Magdalena-El_Reten,2016-01-30,1
Colombia-Magdalena-Fundacion,2016-01-09,1
Colombia-Magdalena-Guamal,2016-01-09,1
Colombia-Magdalena-Nueva_Granada,2016-01-09,1
Colombia-Magdalena-Pedraza,2016-01-09,0
Colombia-Magdalena-Pijino_Del_Carmen,2016-01-30,1
Colombia-Magdalena-Pivijay,2016-01-09,1
Colombia-Magdalena-Plato,2016-01-09,1
Colombia-Magdalena-Puebloviejo,2016-01-09,1
Colombia-Magdalena-Remolino,2016-01-09,0
Colombia-Magdalena-Sabanas_De_San_Angel,2016-01-09,1
Colombia-Magdalena-Salamina,2016-01-23,1
Colombia-Magdalena-San_Sebastian_De_Buenavista,2016-01-30,1
Colombia-Magdalena-San_Zenon,2016-01-09,1
Colombia-Magdalena-Santa_Ana,2016-01-09,1
Colombia-Magdalena-Santa_Barbara_De_Pinto,2016-01-09,1
Colombia-Magdalena-Sitionuevo,2016-01-09,1
Colombia-Magdalena-Tenerife,2016-01-09,1
Colombia-Magdalena-Unknown,2016-01-09,1
Colombia-Magdalena-Zapayan,2016-01-09,1
Colombia-Magdalena-Zona_Bananera,2016-01-09,1
Colombia-Meta-Acacias,2016-01-09,1
Colombia-Meta-Barranca_De_Upia,2016-02-20,1
Colombia-Meta-Cabuyaro,2016-01-16,1
Colombia-Meta-Castilla_La_Nueva,2016-01-30,1
Colombia-Meta-Cubarral,2016-01-30,1
Colombia-Meta-Cumaral,2016-01-16,1
Colombia-Meta-El_Calvario,2016-01-09,0
Colombia-Meta-El_Castillo,2016-02-06,1
Colombia-Meta-El_Dorado,2016-02-20,1
Colombia-Meta-Fuente_De_Oro,2016-01-23,1
Colombia-Meta-Granada,2016-01-16,1
Colombia-Meta-Guamal,2016-01-09,1
Colombia-Meta-La_Macarena,2016-02-20,1
Colombia-Meta-Lejanias,2016-03-19,1
Colombia-Meta-Mapiripan,2016-02-13,1
Colombia-Meta-Mesetas,2016-02-13,1
Colombia-Meta-Puerto_Concordia,2016-04-16,1
Colombia-Meta-Puerto_Gaitan,2016-01-09,1
Colombia-Meta-Puerto_Lleras,2016-01-30,1
Colombia-Meta-Puerto_Lopez,2016-02-13,1
Colombia-Meta-Puerto_Rico,2016-02-06,1
Colombia-Meta-Restrepo,2016-01-09,1
Colombia-Meta-San_Carlos_De_Guaroa,2016-02-06,1
Colombia-Meta-San_Juan_De_Arama,2016-01-23,1
Colombia-Meta-San_Juanito,2016-05-14,1
Colombia-Meta-San_Martin,2016-01-23,1
Colombia-Meta-Unknown,2016-01-09,1
Colombia-Meta-Uribe,2016-04-02,1
Colombia-Meta-Villavicencio,2016-01-09,1
Colombia-Meta-Vistahermosa,2016-01-23,1
Colombia-Narino-Alban,2016-06-11,1
Colombia-Narino-Aldana,2016-01-09,0
Colombia-Narino-Ancuya,2016-01-09,0
Colombia-Narino-Arboleda,2016-01-09,0
Colombia-Narino-Barbacoas,2016-01-23,1
Colombia-Narino-Belen,2016-01-09,0
Colombia-Narino-Buesaco,2016-02-06,1
Colombia-Narino-Chachagui,2016-01-09,0
Colombia-Narino-Colon,2016-01-09,0
Colombia-Narino-Consaca,2016-01-09,0
Colombia-Narino-Contadero,2016-01-09,0
Colombia-Narino-Cordoba,2016-01-09,0
Colombia-Narino-Cuaspud,2016-01-09,0
Colombia-Narino-Cumbal,2016-01-09,0
Colombia-Narino-Cumbitara,2016-01-09,0
Colombia-Narino-El_Charco,2016-03-12,1
Colombia-Narino-El_Penol,2016-01-09,0
Colombia-Narino-El_Rosario,2016-06-04,1
Colombia-Narino-El_Tablon_De_Gomez,2016-01-09,0
Colombia-Narino-El_Tambo,2016-01-09,0
Colombia-Narino-Francisco_Pizarro,2016-02-13,1
Colombia-Narino-Funes,2016-01-09,0
Colombia-Narino-Guachucal,2016-01-09,0
Colombia-Narino-Guaitarilla,2016-05-28,1
Colombia-Narino-Gualmatan,2016-01-09,0
Colombia-Narino-Iles,2016-01-09,0
Colombia-Narino-Imues,2016-01-09,0
Colombia-Narino-Ipiales,2016-01-23,1
Colombia-Narino-La_Cruz,2016-01-09,0
Colombia-Narino-La_Florida,2016-01-09,0
Colombia-Narino-La_Llanada,2016-01-09,0
Colombia-Narino-La_Tola,2016-05-14,1
Colombia-Narino-La_Union,2016-01-09,0
Colombia-Narino-Leiva,2016-01-09,0
Colombia-Narino-Linares,2016-01-09,0
Colombia-Narino-Los_Andes,2016-01-09,0
Colombia-Narino-Magsi,2016-01-09,0
Colombia-Narino-Mallama,2016-01-09,0
Colombia-Narino-Mosquera,2016-01-09,0
Colombia-Narino-Narino,2016-02-06,1
Colombia-Narino-Olaya_Herrera,2016-01-09,0
Colombia-Narino-Ospina,2016-01-09,0
Colombia-Narino-Pasto,2016-02-13,1
Colombia-Narino-Policarpa,2016-03-19,1
Colombia-Narino-Potosi,2016-01-09,0
Colombia-Narino-Providencia,2016-02-06,1
Colombia-Narino-Puerres,2016-03-26,1
Colombia-Narino-Pupiales,2016-01-09,0
Colombia-Narino-Ricaurte,2016-01-09,0
Colombia-Narino-Roberto_Payan,2016-01-09,0
Colombia-Narino-Samaniego,2016-01-09,0
Colombia-Narino-San_Andres_De_Tumaco,2016-01-09,1
Colombia-Narino-San_Bernardo,2016-01-09,0
Colombia-Narino-San_Lorenzo,2016-03-19,1
Colombia-Narino-San_Pablo,2016-04-30,1
Colombia-Narino-San_Pedro_De_Cartago,2016-04-02,1
Colombia-Narino-Sandona,2016-02-13,1
Colombia-Narino-Santa_Barbara,2016-01-09,1
Colombia-Narino-Santacruz,2016-01-09,0
Colombia-Narino-Sapuyes,2016-01-09,0
Colombia-Narino-Taminango,2016-01-09,1
Colombia-Narino-Tangua,2016-01-09,0
Colombia-Narino-Tuquerres,2016-01-09,0
Colombia-Narino-Unknown,2016-03-26,1
Colombia-Narino-Yacuanquer,2016-02-06,1
Colombia-Norte_Santander-Abrego,2016-01-09,1
Colombia-Norte_Santander-Arboledas,2016-01-09,1
Colombia-Norte_Santander-Bochalema,2016-01-09,1
Colombia-Norte_Santander-Bucarasica,2016-01-09,1
Colombia-Norte_Santander-Cachira,2016-01-09,1
Colombia-Norte_Santander-Cacota,2016-01-09,0
Colombia-Norte_Santander-Chinacota,2016-01-09,1
Colombia-Norte_Santander-Chitaga,2016-01-09,1
Colombia-Norte_Santander-Convencion,2016-01-30,1
Colombia-Norte_Santander-Cucuta,2016-01-09,1
Colombia-Norte_Santander-Cucutilla,2016-02-06,1
Colombia-Norte_Santander-Durania,2016-01-09,1
Colombia-Norte_Santander-El_Carmen,2016-01-30,1
Colombia-Norte_Santander-El_Tarra,2016-01-09,1
Colombia-Norte_Santander-El_Zulia,2016-01-09,1
Colombia-Norte_Santander-Gramalote,2016-01-09,1
Colombia-Norte_Santander-Hacari,2016-01-09,1
Colombia-Norte_Santander-Herran,2016-02-27,1
Colombia-Norte_Santander-La_Esperanza,2016-01-23,1
Colombia-Norte_Santander-La_Playa,2016-02-13,1
Colombia-Norte_Santander-Labateca,2016-01-09,1
Colombia-Norte_Santander-Los_Patios,2016-01-09,1
Colombia-Norte_Santander-Lourdes,2016-02-06,1
Colombia-Norte_Santander-Mutiscua,2016-02-27,1
Colombia-Norte_Santander-Ocana,2016-01-09,1
Colombia-Norte_Santander-Pamplona,2016-01-09,1
Colombia-Norte_Santander-Pamplonita,2016-01-23,1
Colombia-Norte_Santander-Puerto_Santander,2016-01-09,1
Colombia-Norte_Santander-Ragonvalia,2016-01-09,1
Colombia-Norte_Santander-Salazar,2016-01-09,1
Colombia-Norte_Santander-San_Calixto,2016-01-09,1
Colombia-Norte_Santander-San_Cayetano,2016-01-09,1
Colombia-Norte_Santander-Santiago,2016-01-09,1
Colombia-Norte_Santander-Sardinata,2016-01-09,1
Colombia-Norte_Santander-Silos,2016-01-09,0
Colombia-Norte_Santander-Teorama,2016-01-09,1
Colombia-Norte_Santander-Tibu,2016-01-09,1
Colombia-Norte_Santander-Toledo,2016-01-23,1
Colombia-Norte_Santander-Unknown,2016-01-09,1
Colombia-Norte_Santander-Villa_Caro,2016-02-06,1
Colombia-Norte_Santander-Villa_Del_Rosario,2016-01-09,1
Colombia-Putumayo-Colon,2016-06-18,1
Colombia-Putumayo-Leguizamo,2016-02-06,1
Colombia-Putumayo-Mocoa,2016-01-09,1
Colombia-Putumayo-Orito,2016-01-09,1
Colombia-Putumayo-Puerto_Asis,2016-01-09,1
Colombia-Putumayo-Puerto_Caicedo,2016-01-09,1
Colombia-Putumayo-Puerto_Guzman,2016-01-09,1
Colombia-Putumayo-San_Francisco,2016-06-18,1
Colombia-Putumayo-San_Miguel,2016-01-09,1
Colombia-Putumayo-Santiago,2016-06-18,1
Colombia-Putumayo-Sibundoy,2016-01-09,0
Colombia-Putumayo-Unknown,2016-01-09,1
Colombia-Putumayo-Valle_Del_Guamuez,2016-01-09,1
Colombia-Putumayo-Villagarzon,2016-01-09,1
Colombia-Quindio-Armenia,2016-01-09,1
Colombia-Quindio-Buenavista,2016-03-19,1
Colombia-Quindio-Calarca,2016-02-27,1
Colombia-Quindio-Circasia,2016-01-30,1
Colombia-Quindio-Cordoba,2016-01-16,1
Colombia-Quindio-Filandia,2016-02-06,1
Colombia-Quindio-Genova,2016-01-09,0
Colombia-Quindio-La_Tebaida,2016-01-23,1
Colombia-Quindio-Montenegro,2016-01-16,1
Colombia-Quindio-Pijao,2016-01-09,0
Colombia-Quindio-Quimbaya,2016-01-16,1
Colombia-Quindio-Salento,2016-01-09,0
Colombia-Quindio-Unknown,2016-01-23,1
Colombia-Risaralda-Apia,2016-04-02,1
Colombia-Risaralda-Balboa,2016-01-09,1
Colombia-Risaralda-Belen_De_Umbria,2016-01-09,1
Colombia-Risaralda-Dosquebradas,2016-01-09,1
Colombia-Risaralda-Guatica,2016-01-09,0
Colombia-Risaralda-La_Celia,2016-01-09,1
Colombia-Risaralda-La_Virginia,2016-01-09,1
Colombia-Risaralda-Marsella,2016-01-09,1
Colombia-Risaralda-Mistrato,2016-01-09,1
Colombia-Risaralda-Pereira,2016-01-09,1
Colombia-Risaralda-Pueblo_Rico,2016-01-09,1
Colombia-Risaralda-Quinchia,2016-02-20,1
Colombia-Risaralda-Santa_Rosa_De_Cabal,2016-01-09,1
Colombia-Risaralda-Santuario,2016-01-09,1
Colombia-Risaralda-Unknown,2016-05-21,1
Colombia-San_Andres-Providencia,2016-01-09,1
Colombia-San_Andres-San_Andres,2016-01-09,1
Colombia-San_Andres-Unknown,2016-01-09,1
Colombia-Santander-Aguada,2016-01-09,0
Colombia-Santander-Albania,2016-01-09,0
Colombia-Santander-Aratoca,2016-04-02,1
Colombia-Santander-Barbosa,2016-01-09,1
Colombia-Santander-Barichara,2016-01-30,1
Colombia-Santander-Barrancabermeja,2016-01-09,1
Colombia-Santander-Betulia,2016-03-12,1
Colombia-Santander-Bolivar,2016-01-09,0
Colombia-Santander-Bucaramanga,2016-01-09,1
Colombia-Santander-Cabrera,2016-01-09,0
Colombia-Santander-California,2016-01-09,0
Colombia-Santander-Capitanejo,2016-01-09,1
Colombia-Santander-Carcasi,2016-01-09,0
Colombia-Santander-Cepita,2016-04-16,1
Colombia-Santander-Cerrito,2016-04-09,1
Colombia-Santander-Charala,2016-02-06,1
Colombia-Santander-Charta,2016-05-28,1
Colombia-Santander-Chima,2016-01-09,0
Colombia-Santander-Chipata,2016-01-09,0
Colombia-Santander-Cimitarra,2016-01-09,1
Colombia-Santander-Concepcion,2016-01-30,1
Colombia-Santander-Confines,2016-01-09,0
Colombia-Santander-Contratacion,2016-01-30,1
Colombia-Santander-Coromoro,2016-05-21,1
Colombia-Santander-Curiti,2016-02-06,1
Colombia-Santander-El_Carmen_De_Chucuri,2016-03-26,1
Colombia-Santander-El_Guacamayo,2016-01-09,0
Colombia-Santander-El_Penon,2016-01-09,0
Colombia-Santander-El_Playon,2016-01-30,1
Colombia-Santander-Encino,2016-01-09,0
Colombia-Santander-Enciso,2016-01-09,0
Colombia-Santander-Florian,2016-01-09,0
Colombia-Santander-Floridablanca,2016-01-09,1
Colombia-Santander-Galan,2016-03-26,1
Colombia-Santander-Gambita,2016-05-07,1
Colombia-Santander-Giron,2016-01-23,1
Colombia-Santander-Gsepsa,2016-02-06,1
Colombia-Santander-Guaca,2016-03-05,1
Colombia-Santander-Guadalupe,2016-02-20,1
Colombia-Santander-Guapota,2016-01-09,0
Colombia-Santander-Guavata,2016-03-19,1
Colombia-Santander-Hato,2016-01-09,0
Colombia-Santander-Jesus_Maria,2016-02-06,1
Colombia-Santander-Jordan,2016-06-25,1
Colombia-Santander-La_Belleza,2016-02-06,1
Colombia-Santander-La_Paz,2016-02-27,1
Colombia-Santander-Landazuri,2016-01-09,0
Colombia-Santander-Lebrija,2016-01-09,1
Colombia-Santander-Los_Santos,2016-02-06,1
Colombia-Santander-Macaravita,2016-01-09,0
Colombia-Santander-Malaga,2016-02-20,1
Colombia-Santander-Matanza,2016-02-13,1
Colombia-Santander-Mogotes,2016-01-09,0
Colombia-Santander-Molagavita,2016-04-09,1
Colombia-Santander-Ocamonte,2016-01-09,0
Colombia-Santander-Oiba,2016-01-23,1
