location,location_type,country,province,county,city,latitude,longitude
Colombia-Tolima-Guamo,city,Colombia,Tolima,Guamo,Guamo,4.02926,-74.974795
Colombia-Tolima-Herveo,city,Colombia,Tolima,Herveo,Herveo,5.0801299,-75.17573
Colombia-Tolima-Honda,city,Colombia,Tolima,Honda,Honda,5.205118,-74.737081
Colombia-Tolima-Icononzo,city,Colombia,Tolima,Icononzo,Icononzo,4.17645,-74.531723
Colombia-Tolima-Lerida,city,Colombia,Tolima,Lerida,Lerida,4.860823,-74.912667
Colombia-Tolima-Libano,city,Colombia,Tolima,Libano,Libano,4.920955999999999,-75.063129
Colombia-Tolima-Mariquita,city,Colombia,Tolima,Mariquita,Mariquita,5.199504999999999,-74.88683499999999
Colombia-Tolima-Melgar,city,Colombia,Tolima,Melgar,Melgar,4.203571999999999,-74.643383
Colombia-Tolima-Murillo,city,Colombia,Tolima,Murillo,Murillo,3.80419,-74.94281
Colombia-Tolima-Natagaima,city,Colombia,Tolima,Natagaima,Natagaima,3.625529,-75.093183
Colombia-Tolima-Ortega,city,Colombia,Tolima,Ortega,Ortega,3.935841,-75.220606
Colombia-Tolima-Palocabildo,city,Colombia,Tolima,Palocabildo,Palocabildo,5.119358,-75.023736
Colombia-Tolima-Piedras,city,Colombia,Tolima,Piedras,Piedras,4.54304,-74.878165
Colombia-Tolima-Planadas,city,Colombia,Tolima,Planadas,Planadas,3.197241,-75.64381700000001
Colombia-Tolima-Prado,city,Colombia,Tolima,Prado,Prado,3.74973,-74.92773199999999
Colombia-Tolima-Purificacion,city,Colombia,Tolima,Purificacion,Purificacion,3.856684,-74.931367
Colombia-Tolima-Rioblanco,city,Colombia,Tolima,Rioblanco,Rioblanco,3.5309,-75.68052999999999
Colombia-Tolima-Roncesvalles,city,Colombia,Tolima,Roncesvalles,Roncesvalles,4.0103171,-75.6048047
Colombia-Tolima-Rovira,city,Colombia,Tolima,Rovira,Rovira,4.239304,-75.239679
Colombia-Tolima-Saldana,city,Colombia,Tolima,Saldana,Saldana,3.929018,-75.017821
Colombia-Tolima-San_Antonio,city,Colombia,Tolima,San Antonio,San Antonio,3.914098999999999,-75.479861
Colombia-Tolima-San_Luis,city,Colombia,Tolima,San Luis,San Luis,6.042453999999999,-74.995071
Colombia-Tolima-Santa_Isabel,city,Colombia,Tolima,Santa Isabel,Santa Isabel,4.7135239,-75.09772699999999
Colombia-Tolima-Suarez,city,Colombia,Tolima,Suarez,Suarez,2.9543832,-76.69540889999999
Colombia-Tolima-Valle_De_San_Juan,city,Colombia,Tolima,Valle De San Juan,Valle De San Juan,4.197954999999999,-75.1164469
Colombia-Tolima-Venadillo,city,Colombia,Tolima,Venadillo,Venadillo,4.714815,-74.931161
Colombia-Tolima-Villahermosa,city,Colombia,Tolima,Villahermosa,Villahermosa,5.030400999999999,-75.1180399
Colombia-Tolima-Villarrica,city,Colombia,Tolima,Villarrica,Villarrica,3.936661,-74.60081699999999
Colombia-Valle_Del_Cauca-Cali,city,Colombia,Valle Del Cauca,Cali,Cali,3.4516467,-76.5319854
Colombia-Valle_Del_Cauca-Alcala,city,Colombia,Valle Del Cauca,Alcala,Alcala,4.673496999999999,-75.779167
Colombia-Valle_Del_Cauca-Andalucia,city,Colombia,Valle Del Cauca,Andalucia,Andalucia,4.168711,-76.16737499999999
Colombia-Valle_Del_Cauca-Ansermanuevo,city,Colombia,Valle Del Cauca,Ansermanuevo,Ansermanuevo,4.793953,-75.991513
Colombia-Valle_Del_Cauca-Argelia,city,Colombia,Valle Del Cauca,Argelia,Argelia,5.730859,-75.142186
Colombia-Valle_Del_Cauca-Bolivar,city,Colombia,Valle Del Cauca,Bolivar,Bolivar,8.6704382,-74.0300122
Colombia-Valle_Del_Cauca-Buenaventura,city,Colombia,Valle Del Cauca,Buenaventura,Buenaventura,3.8830471,-77.01972119999999
Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,city,Colombia,Valle Del Cauca,Guadalajara De Buga,Guadalajara De Buga,3.9005079,-76.30218889999999
Colombia-Valle_Del_Cauca-Bugalagrande,city,Colombia,Valle Del Cauca,Bugalagrande,Bugalagrande,4.210851000000001,-76.155749
Colombia-Valle_Del_Cauca-Caicedonia,city,Colombia,Valle Del Cauca,Caicedonia,Caicedonia,4.3329129,-75.827107
Colombia-Valle_Del_Cauca-Calima,city,Colombia,Valle Del Cauca,Calima,Calima,3.919267,-76.5950555
Colombia-Valle_Del_Cauca-Candelaria,city,Colombia,Valle Del Cauca,Candelaria,Candelaria,4.597014,-74.0728759
Colombia-Valle_Del_Cauca-Cartago,city,Colombia,Valle Del Cauca,Cartago,Cartago,4.747221199999999,-75.91162890000001
Colombia-Valle_Del_Cauca-Dagua,city,Colombia,Valle Del Cauca,Dagua,Dagua,3.658519,-76.6908459
Colombia-Valle_Del_Cauca-El_Aguila,city,Colombia,Valle Del Cauca,El Aguila,El Aguila,4.9091699,-76.04299
Colombia-Valle_Del_Cauca-El_Cairo,city,Colombia,Valle Del Cauca,El Cairo,El Cairo,4.761034,-76.222146
Colombia-Valle_Del_Cauca-El_Cerrito,city,Colombia,Valle Del Cauca,El Cerrito,El Cerrito,3.684084,-76.312996
Colombia-Valle_Del_Cauca-El_Dovio,city,Colombia,Valle Del Cauca,El Dovio,El Dovio,4.50884,-76.23389999999999
Colombia-Valle_Del_Cauca-Florida,city,Colombia,Valle Del Cauca,Florida,Florida,3.3213339,-76.235361
Colombia-Valle_Del_Cauca-Ginebra,city,Colombia,Valle Del Cauca,Ginebra,Ginebra,3.725234,-76.269279
Colombia-Valle_Del_Cauca-Guacari,city,Colombia,Valle Del Cauca,Guacari,Guacari,3.762980999999999,-76.332471
Colombia-Valle_Del_Cauca-Jamundi,city,Colombia,Valle Del Cauca,Jamundi,Jamundi,3.262084,-76.541073
Colombia-Valle_Del_Cauca-La_Cumbre,city,Colombia,Valle Del Cauca,La Cumbre,La Cumbre,3.649442,-76.567956
Colombia-Valle_Del_Cauca-La_Union,city,Colombia,Valle Del Cauca,La Union,La Union,4.5334899,-76.10361600000002
Colombia-Valle_Del_Cauca-La_Victoria,city,Colombia,Valle Del Cauca,La Victoria,La Victoria,4.5241049,-76.03607099999999
Colombia-Valle_Del_Cauca-Obando,city,Colombia,Valle Del Cauca,Obando,Obando,4.575601,-75.972669
Colombia-Valle_Del_Cauca-Palmira,city,Colombia,Valle Del Cauca,Palmira,Palmira,3.5379718,-76.2971657
Colombia-Valle_Del_Cauca-Pradera,city,Colombia,Valle Del Cauca,Pradera,Pradera,3.418186,-76.24227499999999
Colombia-Valle_Del_Cauca-Restrepo,city,Colombia,Valle Del Cauca,Restrepo,Restrepo,3.82172,-76.52047
Colombia-Valle_Del_Cauca-Riofrio,city,Colombia,Valle Del Cauca,Riofrio,Riofrio,4.15663,-76.287762
Colombia-Valle_Del_Cauca-Roldanillo,city,Colombia,Valle Del Cauca,Roldanillo,Roldanillo,4.414137999999999,-76.15217299999999
Colombia-Valle_Del_Cauca-San_Pedro,city,Colombia,Valle Del Cauca,San Pedro,San Pedro,3.99411,-76.22711
Colombia-Valle_Del_Cauca-Sevilla,city,Colombia,Valle Del Cauca,Sevilla,Sevilla,4.2743779,-75.931004
Colombia-Valle_Del_Cauca-Toro,city,Colombia,Valle Del Cauca,Toro,Toro,4.611287,-76.078593
Colombia-Valle_Del_Cauca-Trujillo,city,Colombia,Valle Del Cauca,Trujillo,Trujillo,4.211875,-76.318513
Colombia-Valle_Del_Cauca-Tulua,city,Colombia,Valle Del Cauca,Tulua,Tulua,4.089869,-76.1914991
Colombia-Valle_Del_Cauca-Ulloa,city,Colombia,Valle Del Cauca,Ulloa,Ulloa,4.703208,-75.738739
Colombia-Valle_Del_Cauca-Versalles,city,Colombia,Valle Del Cauca,Versalles,Versalles,4.575712,-76.19952099999999
Colombia-Valle_Del_Cauca-Vijes,city,Colombia,Valle Del Cauca,Vijes,Vijes,3.698185,-76.44317699999999
Colombia-Valle_Del_Cauca-Yotoco,city,Colombia,Valle Del Cauca,Yotoco,Yotoco,3.860273,-76.38463
Colombia-Valle_Del_Cauca-Yumbo,city,Colombia,Valle Del Cauca,Yumbo,Yumbo,3.545337,-76.495026
Colombia-Valle_Del_Cauca-Zarzal,city,Colombia,Valle Del Cauca,Zarzal,Zarzal,4.394865000000001,-76.07285399999999
Colombia-Arauca-Arauca,city,Colombia,Arauca,Arauca,Arauca,6.547306,-71.0022311
Colombia-Arauca-Arauquita,city,Colombia,Arauca,Arauquita,Arauquita,7.029334,-71.4294759
Colombia-Arauca-Cravo_Norte,city,Colombia,Arauca,Cravo Norte,Cravo Norte,6.304349999999999,-70.202659
Colombia-Arauca-Fortul,city,Colombia,Arauca,Fortul,Fortul,6.794366999999999,-71.7715489
Colombia-Arauca-Puerto_Rondon,city,Colombia,Arauca,Puerto Rondon,Puerto Rondon,6.281167,-71.1047959
Colombia-Arauca-Saravena,city,Colombia,Arauca,Saravena,Saravena,6.956106999999999,-71.87259499999999
Colombia-Arauca-Tame,city,Colombia,Arauca,Tame,Tame,6.457094,-71.745515
Colombia-Casanare-Yopal,city,Colombia,Casanare,Yopal,Yopal,5.348903,-72.40052299999999
Colombia-Casanare-Aguazul,city,Colombia,Casanare,Aguazul,Aguazul,5.170847,-72.55081899999999
Colombia-Casanare-Chameza,city,Colombia,Casanare,Chameza,Chameza,5.213461,-72.86995499999999
Colombia-Casanare-Hato_Corozal,city,Colombia,Casanare,Hato Corozal,Hato Corozal,6.154946,-71.76236
Colombia-Casanare-La_Salina,city,Colombia,Casanare,La Salina,La Salina,6.127979,-72.33416199999999
Colombia-Casanare-Mani,city,Colombia,Casanare,Mani,Mani,4.817986,-72.28070199999999
Colombia-Casanare-Monterrey,city,Colombia,Casanare,Monterrey,Monterrey,4.875246,-72.89336399999999
Colombia-Casanare-Nunchia,city,Colombia,Casanare,Nunchia,Nunchia,5.638097,-72.195527
Colombia-Casanare-Orocue,city,Colombia,Casanare,Orocue,Orocue,4.789388,-71.33936299999999
Colombia-Casanare-Paz_De_Ariporo,city,Colombia,Casanare,Paz De Ariporo,Paz De Ariporo,5.880639,-71.892912
Colombia-Casanare-Pore,city,Colombia,Casanare,Pore,Pore,5.726562899999999,-71.99394099999999
Colombia-Casanare-Recetor,city,Colombia,Casanare,Recetor,Recetor,5.2295489,-72.76065299999999
Colombia-Casanare-Sabanalarga,city,Colombia,Casanare,Sabanalarga,Sabanalarga,6.8498854,-75.81741760000001
Colombia-Casanare-Sacama,city,Colombia,Casanare,Sacama,Sacama,6.098639,-72.248391
Colombia-Casanare-San_Luis_De_Palenque,city,Colombia,Casanare,San Luis De Palenque,San Luis De Palenque,5.420281999999999,-71.73086099999999
Colombia-Casanare-Tamara,city,Colombia,Casanare,Tamara,Tamara,5.83034,-72.163056
Colombia-Casanare-Tauramena,city,Colombia,Casanare,Tauramena,Tauramena,5.010684899999999,-72.750495
Colombia-Casanare-Trinidad,city,Colombia,Casanare,Trinidad,Trinidad,5.407814999999999,-71.661355
Colombia-Casanare-Villanueva,city,Colombia,Casanare,Villanueva,Villanueva,10.603721,-72.98193599999999
Colombia-Putumayo-Mocoa,city,Colombia,Putumayo,Mocoa,Mocoa,1.15234,-76.651055
Colombia-Putumayo-Colon,city,Colombia,Putumayo,Colon,Colon,1.190067,-76.97286299999999
Colombia-Putumayo-Orito,city,Colombia,Putumayo,Orito,Orito,0.6768799999999999,-76.880163
Colombia-Putumayo-Puerto_Asis,city,Colombia,Putumayo,Puerto Asis,Puerto Asis,0.504929,-76.500191
Colombia-Putumayo-Puerto_Caicedo,city,Colombia,Putumayo,Puerto Caicedo,Puerto Caicedo,0.6843739999999999,-76.604072
Colombia-Putumayo-Puerto_Guzman,city,Colombia,Putumayo,Puerto Guzman,Puerto Guzman,0.9637699999999999,-76.40798099999999
Colombia-Putumayo-Leguizamo,city,Colombia,Putumayo,Leguizamo,Leguizamo,-0.18024,-74.77417000000001
Colombia-Putumayo-Sibundoy,city,Colombia,Putumayo,Sibundoy,Sibundoy,1.202514,-76.92122499999999
Colombia-Putumayo-San_Francisco,city,Colombia,Putumayo,San Francisco,San Francisco,4.974252,-74.291386
Colombia-Putumayo-San_Miguel,city,Colombia,Putumayo,San Miguel,San Miguel,0.33002,-76.87635999999999
Colombia-Putumayo-Santiago,city,Colombia,Putumayo,Santiago,Santiago,1.147148,-77.002405
Colombia-Putumayo-Valle_Del_Guamuez,city,Colombia,Putumayo,Valle Del Guamuez,Valle Del Guamuez,0.4015861,-76.7798172
Colombia-Putumayo-Villagarzon,city,Colombia,Putumayo,Villagarzon,Villagarzon,1.028507,-76.617431
Colombia-San_Andres-San_Andres,city,Colombia,San Andres,San Andres,San Andres,12.5450153,-81.7075787
Colombia-San_Andres-Providencia,city,Colombia,San Andres,Providencia,Providencia,13.3387613,-81.3729372
Colombia-Amazonas-Leticia,city,Colombia,Amazonas,Leticia,Leticia,-4.203164999999999,-69.935907
Colombia-Amazonas-El_Encanto,city,Colombia,Amazonas,El Encanto,El Encanto,-1.747214,-73.209136
Colombia-Amazonas-La_Chorrera,city,Colombia,Amazonas,La Chorrera,La Chorrera,-1.43337,-72.74994
Colombia-Amazonas-La_Pedrera,city,Colombia,Amazonas,La Pedrera,La Pedrera,-1.3239,-69.58234
Colombia-Amazonas-La_Victoria,city,Colombia,Amazonas,La Victoria,La Victoria,4.5241049,-76.03607099999999
Colombia-Amazonas-Miriti_Parana,city,Colombia,Amazonas,Miriti Parana,Miriti Parana,-1.205904,-69.887903
Colombia-Amazonas-Puerto_Alegria,city,Colombia,Amazonas,Puerto Alegria,Puerto Alegria,-1.005614,-74.0142539
Colombia-Amazonas-Puerto_Arica,city,Colombia,Amazonas,Puerto Arica,Puerto Arica,-2.13332,-71.73326
Colombia-Amazonas-Puerto_Narino,city,Colombia,Amazonas,Puerto Narino,Puerto Narino,-3.7702,-70.38306
Colombia-Amazonas-Puerto_Santander,city,Colombia,Amazonas,Puerto Santander,Puerto Santander,8.361323,-72.408389
Colombia-Amazonas-Tarapaca,city,Colombia,Amazonas,Tarapaca,Tarapaca,-2.891307,-69.741073
Colombia-Guainia-Inirida,city,Colombia,Guainia,Inirida,Inirida,3.868297,-67.923917
Colombia-Guainia-Barranco_Minas,city,Colombia,Guainia,Barranco Minas,Barranco Minas,3.48421,-69.81081999999999
Colombia-Guainia-Mapiripana,city,Colombia,Guainia,Mapiripana,Mapiripana,2.63277,-68.0680299
Colombia-Guainia-San_Felipe,city,Colombia,Guainia,San Felipe,San Felipe,1.90561,-67.08561
Colombia-Guainia-Puerto_Colombia,city,Colombia,Guainia,Puerto Colombia,Puerto Colombia,11.001004,-74.950761
Colombia-Guainia-La_Guadalupe,city,Colombia,Guainia,La Guadalupe,La Guadalupe,1.3648401,-67.04645909999999
Colombia-Guainia-Cacahual,city,Colombia,Guainia,Cacahual,Cacahual,3.51425,-67.41529
Colombia-Guainia-Pana_Pana,city,Colombia,Guainia,Pana Pana,Pana Pana,1.84079,-69.00479
Colombia-Guainia-Morichal,city,Colombia,Guainia,Morichal,Morichal,2.2637,-69.91847
Colombia-Guaviare-San_Jose_Del_Guaviare,city,Colombia,Guaviare,San Jose Del Guaviare,San Jose Del Guaviare,2.568549,-72.64172649999999
Colombia-Guaviare-Calamar,city,Colombia,Guaviare,Calamar,Calamar,10.249349,-74.914706
Colombia-Guaviare-El_Retorno,city,Colombia,Guaviare,El Retorno,El Retorno,2.331899,-72.62812699999999
Colombia-Guaviare-Miraflores,city,Colombia,Guaviare,Miraflores,Miraflores,1.337454,-71.950914
Colombia-Vaupes-Mitu,city,Colombia,Vaupes,Mitu,Mitu,1.2521739,-70.23361799999999
Colombia-Vaupes-Caruru,city,Colombia,Vaupes,Caruru,Caruru,1.012148,-71.2958699
Colombia-Vaupes-Pacoa,city,Colombia,Vaupes,Pacoa,Pacoa,0.05442,-71.22292999999999
Colombia-Vaupes-Taraira,city,Colombia,Vaupes,Taraira,Taraira,-0.564744,-69.63410999999999
Colombia-Vaupes-Papunaua,city,Colombia,Vaupes,Papunaua,Papunaua,1.8028463,-70.7168469
Colombia-Vaupes-Yavarate,city,Colombia,Vaupes,Yavarate,Yavarate,0.6150599999999999,-69.2080299
Colombia-Vichada-Puerto_Carreno,city,Colombia,Vichada,Puerto Carreno,Puerto Carreno,6.184766,-67.488462
Colombia-Vichada-La_Primavera,city,Colombia,Vichada,La Primavera,La Primavera,5.488849999999999,-70.40911
Colombia-Vichada-Santa_Rosalia,city,Colombia,Vichada,Santa Rosalia,Santa Rosalia,5.135381,-70.86496090000001
Colombia-Vichada-Cumaribo,city,Colombia,Vichada,Cumaribo,Cumaribo,4.444497,-69.79868499999999
Colombia-Desconocido-Desconocido,city,Colombia,Desconocido,Desconocido,Desconocido,4.570868,-74.297333
Colombia-Bogota-Bogota,city,Colombia,Bogota,Bogota,Bogota,4.710988599999999,-74.072092
Colombia-Bogota-Usaquen_Los_Cedros,city,Colombia,Bogota,Usaquen Los Cedros,Usaquen Los Cedros,4.7200049,-74.0336844
Colombia-Bogota-Usaquen_Santa_Barbara,city,Colombia,Bogota,Usaquen Santa Barbara,Usaquen Santa Barbara,4.6987535,-74.03221549999999
Colombia-Bogota-Barrios_Unidos_Los_Andes,city,Colombia,Bogota,Barrios Unidos Los Andes,Barrios Unidos Los Andes,4.664752,-74.075214
Colombia-Bogota-Barrios_Unidos_12_De_Octubre,city,Colombia,Bogota,Barrios Unidos 12 De Octubre,Barrios Unidos 12 De Octubre,4.6691052,-74.0744671
Colombia-Bogota-San_Cristobal_Sociego,city,Colombia,Bogota,San Cristobal Sociego,San Cristobal Sociego,4.574276200000001,-74.09389689999999
Colombia-Bogota-Tunjuelito_Venecia,city,Colombia,Bogota,Tunjuelito Venecia,Tunjuelito Venecia,4.5927121,-74.1379427
Colombia-Bogota-Puente_Aranda_San_Rafael,city,Colombia,Bogota,Puente Aranda San Rafael,Puente Aranda San Rafael,4.6233315,-74.1144529
Colombia-Bogota-Kennedy_Americas,city,Colombia,Bogota,Kennedy Americas,Kennedy Americas,4.63113,-74.148473
Colombia-Bogota-Kennedy_Kennedy_Central,city,Colombia,Bogota,Kennedy Kennedy Central,Kennedy Kennedy Central,4.63113,-74.148473
Colombia-Bogota-Tunjuelito_Tunjuelito,city,Colombia,Bogota,Tunjuelito Tunjuelito,Tunjuelito Tunjuelito,4.569067,-74.13457300000002
Colombia-Bogota-Ciudad_Bolivar_San_Francisco,city,Colombia,Bogota,Ciudad Bolivar San Francisco,Ciudad Bolivar San Francisco,4.5648693,-74.14601660000001
Colombia-Bogota-Engativa_Engativa,city,Colombia,Bogota,Engativa Engativa,Engativa Engativa,4.70846,-74.11167999999999
Colombia-Bogota-Fontibon_Fontibon,city,Colombia,Bogota,Fontibon Fontibon,Fontibon Fontibon,4.673689,-74.143671
Colombia-Bogota-Bosa_Bosa_Central,city,Colombia,Bogota,Bosa Bosa Central,Bosa Bosa Central,4.60992,-74.18473
Colombia-Bogota-Bosa_Tintal_Sur,city,Colombia,Bogota,Bosa Tintal Sur,Bosa Tintal Sur,4.609896,-74.184721
Colombia-Bogota-La_Candelaria_La_Candelaria,city,Colombia,Bogota,La Candelaria La Candelaria,La Candelaria La Candelaria,4.597014,-74.0728759
Colombia-Bogota-Chapinero_Chico_Lago,city,Colombia,Bogota,Chapinero Chico Lago,Chapinero Chico Lago,4.6661331,-74.058516
Colombia-Bogota-Chapinero_Chapinero,city,Colombia,Bogota,Chapinero Chapinero,Chapinero Chapinero,4.649656,-74.063097
Colombia-Bogota-Teusaquillo_Teusaquillo,city,Colombia,Bogota,Teusaquillo Teusaquillo,Teusaquillo Teusaquillo,4.635807,-74.07945
Colombia-Bogota-Teusaquillo_La_Esmeralda,city,Colombia,Bogota,Teusaquillo La Esmeralda,Teusaquillo La Esmeralda,4.6458393,-74.090226
Colombia-Bogota-Teusaquillo_Quinta_Paredes,city,Colombia,Bogota,Teusaquillo Quinta Paredes,Teusaquillo Quinta Paredes,4.6335068,-74.0960995
Colombia-Bogota-Teusaquillo_Ciudad_Salitre_Oriental,city,Colombia,Bogota,Teusaquillo Ciudad Salitre Oriental,Teusaquillo Ciudad Salitre Oriental,4.6448963,-74.103441
Colombia-Sucre-Tolu,city,Colombia,Sucre,Tolu,Tolu,9.527515,-75.581273
Colombia-Sucre-Toluviejo,city,Colombia,Sucre,Toluviejo,Toluviejo,9.452848999999999,-75.4391349
Colombia-Tolima-Armero_Guayabal,city,Colombia,Tolima,Armero Guayabal,Armero Guayabal,5.0051173,-74.8273184
Colombia-Valle,province,Colombia,Valle,,,3.8008893,-76.64127119999999
Colombia-Bolivar,province,Colombia,Bolivar,,,8.6704382,-74.0300122
Colombia-Norte_Santander,province,Colombia,Norte Santander,,,7.9462831,-72.8988069
Colombia-Barranquilla,province,Colombia,Barranquilla,,,11.0041072,-74.80698129999999
Colombia-Huila,province,Colombia,Huila,,,2.5359349,-75.52766989999999
Colombia-Santander,province,Colombia,Santander,,,6.6437076,-73.65362089999999
Colombia-Cordoba,province,Colombia,Cordoba,,,8.049293,-75.57405
Colombia-Meta,province,Colombia,Meta,,,3.2719904,-73.087749
Colombia-Tolima,province,Colombia,Tolima,,,4.092516799999999,-75.1545381
Colombia-Atlantico,province,Colombia,Atlantico,,,10.6966159,-74.8741045
Colombia-Cesar,province,Colombia,Cesar,,,9.3372948,-73.65362089999999
Colombia-Antioquia,province,Colombia,Antioquia,,,7.1986064,-75.34121789999999
Colombia-Casanare,province,Colombia,Casanare,,,5.7589269,-71.5723953
Colombia-Santa_Marta,province,Colombia,Santa Marta,,,11.2403547,-74.2110227
Colombia-Sucre,province,Colombia,Sucre,,,8.813977,-74.723283
Colombia-Magdalena,province,Colombia,Magdalena,,,10.4113014,-74.4056612
Colombia-Bogota,province,Colombia,Bogota,,,4.710988599999999,-74.072092
Colombia-Caqueta,province,Colombia,Caqueta,,,0.869892,-73.8419063
Colombia-Cundinamarca,province,Colombia,Cundinamarca,,,5.026002999999999,-74.0300122
Colombia-Arauca,province,Colombia,Arauca,,,6.547306,-71.0022311
Colombia-Guajira,province,Colombia,Guajira,,,11.3547743,-72.5204827
Colombia-Risaralda,province,Colombia,Risaralda,,,5.315847499999999,-75.9927652
Colombia-Putumayo,province,Colombia,Putumayo,,,0.4359506,-75.52766989999999
Colombia-Cartagena,province,Colombia,Cartagena,,,10.3910485,-75.4794257
Colombia-Cauca,province,Colombia,Cauca,,,2.7049813,-76.8259652
Colombia-Quindio,province,Colombia,Quindio,,,4.4610191,-75.667356
Colombia-Caldas,province,Colombia,Caldas,,,5.29826,-75.2479061
Colombia-Amazonas,province,Colombia,Amazonas,,,-1.4429123,-71.5723953
Colombia-Boyaca,province,Colombia,Boyaca,,,5.454511,-73.362003
Colombia-San_Andres,province,Colombia,San Andres,,,12.5450153,-81.7075787
Colombia-Buenaventura,province,Colombia,Buenaventura,,,3.8830471,-77.01972119999999
Colombia-Narino,province,Colombia,Narino,,,1.289151,-77.35794000000001
Colombia-Guaviare,province,Colombia,Guaviare,,,2.043924000000001,-72.331113
Colombia-Vichada,province,Colombia,Vichada,,,4.4234452,-69.2877535
Colombia-Choco,province,Colombia,Choco,,,5.2528033,-76.8259652
Colombia-Vaupes,province,Colombia,Vaupes,,,0.8553561,-70.81199529999999
Colombia-Guainia,province,Colombia,Guainia,,,2.585393,-68.52471489999999
Colombia-Exterior,province,Colombia,Exterior,,,41.92952,-87.640399
Colombia-unknown,province,Colombia,unknown,,,4.570868,-74.297333
Colombia-desconocido,province,Colombia,desconocido,,,4.570868,-74.297333
Dominican_Republic-Azua-Compostela,city,Dominican Republic,Azua,Compostela,Compostela,18.4531742,-70.73468869999999
Dominican_Republic-Barahona,province,Dominican Republic,Barahona,,,18.2120807,-71.10240759999999
Dominican_Republic-Distrito_Nacional,city,Dominican Republic,,,Distrito Nacional,18.4860575,-69.93121169999999
Dominican_Republic-Independencia,province,Dominican Republic,Independencia,,,18.3785651,-71.5232874
Dominican_Republic-Jimani_de_Independencia,city,Dominican Republic,,,Jimani de Independencia,18.4885676,-71.85268599999999
Dominican_Republic-Luperon-Puerto_Plata,city,Dominican Republic,Luperon,Puerto Plata,Puerto Plata,19.7807686,-70.6871091
Dominican_Republic-Santa_Cruz-Barahona,city,Dominican Republic,Santa Cruz,Barahona,Barahona,18.2120807,-71.10240759999999
Dominican_Republic-Santiago-Caballeros,city,Dominican Republic,Santiago,Caballeros,Caballeros,19.4791963,-70.6930568
Dominican_Republic-Santo_Domingo,city,Dominican Republic,,,Santo Domingo,18.4860575,-69.93121169999999
Dominican_Republic-Santo_Domingo_Norte,city,Dominican Republic,,,Santo Domingo Norte,18.5967399,-69.90738879999999
Dominican_Republic-Santo_Domingo_Este,city,Dominican Republic,,,Santo Domingo Este,18.505583,-69.8001762
Dominican_Republic-Santo_Domingo_Oeste,city,Dominican Republic,,,Santo Domingo Oeste,18.4888797,-70.0086306
Dominican_Republic-Distrito_Nacional,province,Dominican Republic,Distrito Nacional,,,18.4860575,-69.93121169999999
Dominican_Republic-Azua,province,Dominican Republic,Azua,,,18.4531742,-70.73468869999999
Dominican_Republic-Baoruco,province,Dominican Republic,Baoruco,,,18.4879898,-71.4182249
Dominican_Republic-Barahona,province,Dominican Republic,Barahona,,,18.2120807,-71.10240759999999
Dominican_Republic-Dajabon,province,Dominican Republic,Dajabon,,,19.5499241,-71.7086514
Dominican_Republic-Duarte,province,Dominican Republic,Duarte,,,19.2090823,-70.02700039999999
Dominican_Republic-Elias_Pina,province,Dominican Republic,Elias Pina,,,19.0524685,-71.6198686
Dominican_Republic-El_Seibo,province,Dominican Republic,El Seibo,,,18.7653036,-69.0389048
Dominican_Republic-Espaillat,province,Dominican Republic,Espaillat,,,19.6277658,-70.2786775
Dominican_Republic-Independencia,province,Dominican Republic,Independencia,,,18.3785651,-71.5232874
Dominican_Republic-La_Altagracia,province,Dominican Republic,La Altagracia,,,18.5850236,-68.62010719999999
Dominican_Republic-La_Romana,province,Dominican Republic,La Romana,,,18.4338645,-68.9658817
Dominican_Republic-La_Vega,province,Dominican Republic,La Vega,,,19.2152609,-70.5205436
Dominican_Republic-Maria_Trinidad_Sanchez,province,Dominican Republic,Maria Trinidad Sanchez,,,19.3734597,-69.85144389999999
Dominican_Republic-Monte_Cristi,province,Dominican Republic,Monte Cristi,,,19.8473452,-71.6406361
Dominican_Republic-Pedernales,province,Dominican Republic,Pedernales,,,18.0368683,-71.7454674
Dominican_Republic-Peravia,province,Dominican Republic,Peravia,,,18.2786594,-70.33358869999999
Dominican_Republic-Puerto_Plata,province,Dominican Republic,Puerto Plata,,,19.7807686,-70.6871091
Dominican_Republic-Hermanas_Mirabal,province,Dominican Republic,Hermanas Mirabal,,,19.3747559,-70.35132349999999
Dominican_Republic-Samana,province,Dominican Republic,Samana,,,19.2030757,-69.3387664
Dominican_Republic-San_Cristobal,province,Dominican Republic,San Cristobal,,,18.4180414,-70.1065849
Dominican_Republic-San_Juan,province,Dominican Republic,San Juan,,,18.8073919,-71.2293466
Dominican_Republic-San_Pedro_de_Macoris,province,Dominican Republic,San Pedro de Macoris,,,18.4720698,-69.2996732
Dominican_Republic-Sanchez_Ramirez,province,Dominican Republic,Sanchez Ramirez,,,19.052706,-70.1492264
Dominican_Republic-Santiago,province,Dominican Republic,Santiago,,,19.4791963,-70.6930568
Dominican_Republic-Santiago-Rodriguez,city,Dominican Republic,Santiago,Rodriguez,Rodriguez,19.4786174,-71.3398271
Dominican_Republic-Valverde,province,Dominican Republic,Valverde,,,19.5881221,-70.98033099999999
Dominican_Republic-Monsenor_Nouel,province,Dominican Republic,Monsenor Nouel,,,18.9215234,-70.3836815
Dominican_Republic-Monte_Plata,province,Dominican Republic,Monte Plata,,,18.8069496,-69.7852843
