location,location_type,country,province,county,city,latitude,longitude
Colombia-Boyaca-Chiquinquira,city,Colombia,Boyaca,Chiquinquira,Chiquinquira,5.614775,-73.819571
Colombia-Boyaca-Chiscas,city,Colombia,Boyaca,Chiscas,Chiscas,6.552740999999999,-72.5003179
Colombia-Boyaca-Chita,city,Colombia,Boyaca,Chita,Chita,6.187240999999999,-72.471221
Colombia-Boyaca-Chitaraque,city,Colombia,Boyaca,Chitaraque,Chitaraque,6.027467,-73.446429
Colombia-Boyaca-Chivata,city,Colombia,Boyaca,Chivata,Chivata,5.558452,-73.282611
Colombia-Boyaca-Cienega,city,Colombia,Boyaca,Cienega,Cienega,11.007984,-74.248926
Colombia-Boyaca-Combita,city,Colombia,Boyaca,Combita,Combita,5.634202,-73.323263
Colombia-Boyaca-Coper,city,Colombia,Boyaca,Coper,Coper,5.4752599,-74.04497700000002
Colombia-Boyaca-Corrales,city,Colombia,Boyaca,Corrales,Corrales,5.828673999999999,-72.844945
Colombia-Boyaca-Covarachia,city,Colombia,Boyaca,Covarachia,Covarachia,6.500365,-72.739244
Colombia-Boyaca-Cubara,city,Colombia,Boyaca,Cubara,Cubara,7.00178,-72.108186
Colombia-Boyaca-Cucaita,city,Colombia,Boyaca,Cucaita,Cucaita,5.543296,-73.454842
Colombia-Boyaca-Cuitiva,city,Colombia,Boyaca,Cuitiva,Cuitiva,5.580527,-72.966174
Colombia-Boyaca-Chiquiza,city,Colombia,Boyaca,Chiquiza,Chiquiza,5.605474,-73.48499199999999
Colombia-Boyaca-Chivor,city,Colombia,Boyaca,Chivor,Chivor,4.888109,-73.36692599999999
Colombia-Boyaca-Duitama,city,Colombia,Boyaca,Duitama,Duitama,5.8268951,-73.0329273
Colombia-Boyaca-El_Cocuy,city,Colombia,Boyaca,El Cocuy,El Cocuy,6.408891,-72.4454499
Colombia-Boyaca-El_Espino,city,Colombia,Boyaca,El Espino,El Espino,6.4864,-72.43285999999999
Colombia-Boyaca-Firavitoba,city,Colombia,Boyaca,Firavitoba,Firavitoba,5.668899,-72.994095
Colombia-Boyaca-Floresta,city,Colombia,Boyaca,Floresta,Floresta,5.859347,-72.919056
Colombia-Boyaca-Gachantiva,city,Colombia,Boyaca,Gachantiva,Gachantiva,5.752134,-73.54938
Colombia-Boyaca-Gameza,city,Colombia,Boyaca,Gameza,Gameza,5.802567,-72.80632
Colombia-Boyaca-Garagoa,city,Colombia,Boyaca,Garagoa,Garagoa,5.082453,-73.36504599999999
Colombia-Boyaca-Guacamayas,city,Colombia,Boyaca,Guacamayas,Guacamayas,6.459443,-72.50000899999999
Colombia-Boyaca-Guateque,city,Colombia,Boyaca,Guateque,Guateque,5.006385,-73.471423
Colombia-Boyaca-Guayata,city,Colombia,Boyaca,Guayata,Guayata,4.968157,-73.490098
Colombia-Boyaca-Guican,city,Colombia,Boyaca,Guican,Guican,6.463042,-72.412077
Colombia-Boyaca-Iza,city,Colombia,Boyaca,Iza,Iza,5.614709,-72.979939
Colombia-Boyaca-Jenesano,city,Colombia,Boyaca,Jenesano,Jenesano,5.385032,-73.364139
Colombia-Boyaca-Jerico,city,Colombia,Boyaca,Jerico,Jerico,5.790513,-75.776082
Colombia-Boyaca-Labranzagrande,city,Colombia,Boyaca,Labranzagrande,Labranzagrande,5.562762999999999,-72.57762799999999
Colombia-Boyaca-La_Capilla,city,Colombia,Boyaca,La Capilla,La Capilla,5.095405,-73.444632
Colombia-Boyaca-La_Victoria,city,Colombia,Boyaca,La Victoria,La Victoria,4.5241049,-76.03607099999999
Colombia-Boyaca-La_Uvita,city,Colombia,Boyaca,La Uvita,La Uvita,6.316914,-72.559662
Colombia-Boyaca-Villa_De_Leyva,city,Colombia,Boyaca,Villa De Leyva,Villa De Leyva,5.636499,-73.527058
Colombia-Boyaca-Macanal,city,Colombia,Boyaca,Macanal,Macanal,4.972354,-73.319081
Colombia-Boyaca-Maripi,city,Colombia,Boyaca,Maripi,Maripi,5.549623,-74.0046909
Colombia-Boyaca-Miraflores,city,Colombia,Boyaca,Miraflores,Miraflores,1.337454,-71.950914
Colombia-Boyaca-Mongua,city,Colombia,Boyaca,Mongua,Mongua,5.7541536,-72.7998479
Colombia-Boyaca-Mongui,city,Colombia,Boyaca,Mongui,Mongui,5.723205999999999,-72.84908899999999
Colombia-Boyaca-Moniquira,city,Colombia,Boyaca,Moniquira,Moniquira,5.875986999999999,-73.57359
Colombia-Boyaca-Motavita,city,Colombia,Boyaca,Motavita,Motavita,5.577547,-73.368186
Colombia-Boyaca-Muzo,city,Colombia,Boyaca,Muzo,Muzo,5.531629,-74.103016
Colombia-Boyaca-Nobsa,city,Colombia,Boyaca,Nobsa,Nobsa,5.767186,-72.9369789
Colombia-Boyaca-Nuevo_Colon,city,Colombia,Boyaca,Nuevo Colon,Nuevo Colon,5.354864999999999,-73.457382
Colombia-Boyaca-Oicata,city,Colombia,Boyaca,Oicata,Oicata,5.59445,-73.3082529
Colombia-Boyaca-Otanche,city,Colombia,Boyaca,Otanche,Otanche,5.658513999999999,-74.181142
Colombia-Boyaca-Pachavita,city,Colombia,Boyaca,Pachavita,Pachavita,5.139940999999999,-73.39714699999999
Colombia-Boyaca-Paez,city,Colombia,Boyaca,Paez,Paez,2.65474,-75.9928
Colombia-Boyaca-Paipa,city,Colombia,Boyaca,Paipa,Paipa,5.77977,-73.11472499999999
Colombia-Boyaca-Pajarito,city,Colombia,Boyaca,Pajarito,Pajarito,5.2931929,-72.70281790000001
Colombia-Boyaca-Panqueba,city,Colombia,Boyaca,Panqueba,Panqueba,6.443113899999999,-72.458962
Colombia-Boyaca-Pauna,city,Colombia,Boyaca,Pauna,Pauna,5.656439,-73.978073
Colombia-Boyaca-Paya,city,Colombia,Boyaca,Paya,Paya,5.624829999999999,-72.42381
Colombia-Boyaca-Paz_De_Rio,city,Colombia,Boyaca,Paz De Rio,Paz De Rio,5.987618899999999,-72.74707599999999
Colombia-Boyaca-Pesca,city,Colombia,Boyaca,Pesca,Pesca,5.558883,-73.050631
Colombia-Boyaca-Pisba,city,Colombia,Boyaca,Pisba,Pisba,5.722797,-72.48457499999999
Colombia-Boyaca-Puerto_Boyaca,city,Colombia,Boyaca,Puerto Boyaca,Puerto Boyaca,5.977237,-74.593395
Colombia-Boyaca-Quipama,city,Colombia,Boyaca,Quipama,Quipama,5.522646,-74.18113199999999
Colombia-Boyaca-Ramiriqui,city,Colombia,Boyaca,Ramiriqui,Ramiriqui,5.401841,-73.33573799999999
Colombia-Boyaca-Raquira,city,Colombia,Boyaca,Raquira,Raquira,5.5382999,-73.632154
Colombia-Boyaca-Rondon,city,Colombia,Boyaca,Rondon,Rondon,5.3570209,-73.208421
Colombia-Boyaca-Saboya,city,Colombia,Boyaca,Saboya,Saboya,5.697782999999999,-73.76493099999999
Colombia-Boyaca-Sachica,city,Colombia,Boyaca,Sachica,Sachica,5.583059,-73.542575
Colombia-Boyaca-Samaca,city,Colombia,Boyaca,Samaca,Samaca,5.492342,-73.486159
Colombia-Boyaca-San_Eduardo,city,Colombia,Boyaca,San Eduardo,San Eduardo,5.224586,-73.078446
Colombia-Boyaca-San_Jose_De_Pare,city,Colombia,Boyaca,San Jose De Pare,San Jose De Pare,6.017629899999999,-73.54778999999999
Colombia-Boyaca-San_Luis_De_Gaceno,city,Colombia,Boyaca,San Luis De Gaceno,San Luis De Gaceno,4.819789999999999,-73.16949
Colombia-Boyaca-San_Mateo,city,Colombia,Boyaca,San Mateo,San Mateo,6.402012999999999,-72.5546339
Colombia-Boyaca-San_Miguel_De_Sema,city,Colombia,Boyaca,San Miguel De Sema,San Miguel De Sema,5.517709,-73.72249699999999
Colombia-Boyaca-San_Pablo_De_Borbur,city,Colombia,Boyaca,San Pablo De Borbur,San Pablo De Borbur,5.651820000000001,-74.06978
Colombia-Boyaca-Santana,city,Colombia,Boyaca,Santana,Santana,6.057239999999999,-73.48223
Colombia-Boyaca-Santa_Maria,city,Colombia,Boyaca,Santa Maria,Santa Maria,11.2403547,-74.2110227
Colombia-Boyaca-Santa_Rosa_De_Viterbo,city,Colombia,Boyaca,Santa Rosa De Viterbo,Santa Rosa De Viterbo,5.873789899999999,-72.982728
Colombia-Boyaca-Santa_Sofia,city,Colombia,Boyaca,Santa Sofia,Santa Sofia,5.713960999999999,-73.602068
Colombia-Boyaca-Sativanorte,city,Colombia,Boyaca,Sativanorte,Sativanorte,6.131271,-72.708125
Colombia-Boyaca-Sativasur,city,Colombia,Boyaca,Sativasur,Sativasur,6.093446999999999,-72.71202199999999
Colombia-Boyaca-Siachoque,city,Colombia,Boyaca,Siachoque,Siachoque,5.511608,-73.244834
Colombia-Boyaca-Soata,city,Colombia,Boyaca,Soata,Soata,6.336161,-72.6815699
Colombia-Boyaca-Socota,city,Colombia,Boyaca,Socota,Socota,6.041520999999999,-72.636498
Colombia-Boyaca-Socha,city,Colombia,Boyaca,Socha,Socha,5.997129999999999,-72.692665
Colombia-Boyaca-Sogamoso,city,Colombia,Boyaca,Sogamoso,Sogamoso,5.7160848,-72.93112889999999
Colombia-Boyaca-Somondoco,city,Colombia,Boyaca,Somondoco,Somondoco,4.985763,-73.43302
Colombia-Boyaca-Sora,city,Colombia,Boyaca,Sora,Sora,5.566838,-73.45009499999999
Colombia-Boyaca-Sotaquira,city,Colombia,Boyaca,Sotaquira,Sotaquira,5.76532,-73.246566
Colombia-Boyaca-Soraca,city,Colombia,Boyaca,Soraca,Soraca,5.500849,-73.332701
Colombia-Boyaca-Susacon,city,Colombia,Boyaca,Susacon,Susacon,6.230563,-72.689835
Colombia-Boyaca-Sutamarchan,city,Colombia,Boyaca,Sutamarchan,Sutamarchan,5.620003,-73.620936
Colombia-Boyaca-Sutatenza,city,Colombia,Boyaca,Sutatenza,Sutatenza,5.023402000000001,-73.45219399999999
Colombia-Boyaca-Tasco,city,Colombia,Boyaca,Tasco,Tasco,5.909396,-72.78081
Colombia-Boyaca-Tenza,city,Colombia,Boyaca,Tenza,Tenza,5.077311,-73.421476
Colombia-Boyaca-Tibana,city,Colombia,Boyaca,Tibana,Tibana,5.316775,-73.397943
Colombia-Boyaca-Tibasosa,city,Colombia,Boyaca,Tibasosa,Tibasosa,5.73332,-73.00003
Colombia-Boyaca-Tinjaca,city,Colombia,Boyaca,Tinjaca,Tinjaca,5.578688,-73.64719
Colombia-Boyaca-Tipacoque,city,Colombia,Boyaca,Tipacoque,Tipacoque,6.420758999999999,-72.691054
Colombia-Boyaca-Toca,city,Colombia,Boyaca,Toca,Toca,5.566401,-73.185051
Colombia-Boyaca-Togui,city,Colombia,Boyaca,Togui,Togui,5.3906,-73.51673000000001
Colombia-Boyaca-Topaga,city,Colombia,Boyaca,Topaga,Topaga,5.768717,-72.831906
Colombia-Boyaca-Tota,city,Colombia,Boyaca,Tota,Tota,5.560332,-72.985939
Colombia-Boyaca-Tunungua,city,Colombia,Boyaca,Tunungua,Tunungua,5.7304983,-73.93341029999999
Colombia-Boyaca-Turmeque,city,Colombia,Boyaca,Turmeque,Turmeque,5.324008,-73.4921449
Colombia-Boyaca-Tuta,city,Colombia,Boyaca,Tuta,Tuta,5.690894,-73.225987
Colombia-Boyaca-Tutaza,city,Colombia,Boyaca,Tutaza,Tutaza,6.032857,-72.856391
Colombia-Boyaca-Umbita,city,Colombia,Boyaca,Umbita,Umbita,5.22138,-73.45687
Colombia-Boyaca-Ventaquemada,city,Colombia,Boyaca,Ventaquemada,Ventaquemada,5.372167,-73.522672
Colombia-Boyaca-Viracacha,city,Colombia,Boyaca,Viracacha,Viracacha,5.437028,-73.296449
Colombia-Boyaca-Zetaquira,city,Colombia,Boyaca,Zetaquira,Zetaquira,5.284206,-73.171179
Colombia-Caldas-Manizales,city,Colombia,Caldas,Manizales,Manizales,5.070275,-75.5138166
Colombia-Caldas-Aguadas,city,Colombia,Caldas,Aguadas,Aguadas,5.608334,-75.453135
Colombia-Caldas-Anserma,city,Colombia,Caldas,Anserma,Anserma,5.242598,-75.781831
Colombia-Caldas-Aranzazu,city,Colombia,Caldas,Aranzazu,Aranzazu,5.271896,-75.490582
Colombia-Caldas-Belalcazar,city,Colombia,Caldas,Belalcazar,Belalcazar,4.994942,-75.8048759
Colombia-Caldas-Chinchina,city,Colombia,Caldas,Chinchina,Chinchina,4.98273,-75.60526
Colombia-Caldas-Filadelfia,city,Colombia,Caldas,Filadelfia,Filadelfia,5.2977,-75.56234490000001
Colombia-Caldas-La_Dorada,city,Colombia,Caldas,La Dorada,La Dorada,5.472709,-74.66798399999999
Colombia-Caldas-La_Merced,city,Colombia,Caldas,La Merced,La Merced,5.398218,-75.5470349
Colombia-Caldas-Manzanares,city,Colombia,Caldas,Manzanares,Manzanares,5.255906,-75.1538939
Colombia-Caldas-Marmato,city,Colombia,Caldas,Marmato,Marmato,5.474716,-75.601051
Colombia-Caldas-Marquetalia,city,Colombia,Caldas,Marquetalia,Marquetalia,5.300064,-75.051548
Colombia-Caldas-Marulanda,city,Colombia,Caldas,Marulanda,Marulanda,5.2843859,-75.259705
Colombia-Caldas-Neira,city,Colombia,Caldas,Neira,Neira,5.166841,-75.52035599999999
Colombia-Caldas-Norcasia,city,Colombia,Caldas,Norcasia,Norcasia,5.576269,-74.889557
Colombia-Caldas-Pacora,city,Colombia,Caldas,Pacora,Pacora,5.527995,-75.459881
Colombia-Caldas-Palestina,city,Colombia,Caldas,Palestina,Palestina,5.02022,-75.62281
Colombia-Caldas-Pensilvania,city,Colombia,Caldas,Pensilvania,Pensilvania,5.38211,-75.16142599999999
Colombia-Caldas-Riosucio,city,Colombia,Caldas,Riosucio,Riosucio,5.420683899999999,-75.705388
Colombia-Caldas-Risaralda,city,Colombia,Caldas,Risaralda,Risaralda,5.315847499999999,-75.9927652
Colombia-Caldas-Salamina,city,Colombia,Caldas,Salamina,Salamina,5.402354,-75.486468
Colombia-Caldas-Samana,city,Colombia,Caldas,Samana,Samana,5.413047,-74.99146390000001
Colombia-Caldas-San_Jose,city,Colombia,Caldas,San Jose,San Jose,5.08414,-75.7903
Colombia-Caldas-Supia,city,Colombia,Caldas,Supia,Supia,5.45589,-75.65040100000002
Colombia-Caldas-Victoria,city,Colombia,Caldas,Victoria,Victoria,5.317755,-74.91071099999999
Colombia-Caldas-Villamaria,city,Colombia,Caldas,Villamaria,Villamaria,5.042568999999999,-75.514771
Colombia-Caldas-Viterbo,city,Colombia,Caldas,Viterbo,Viterbo,5.0605779,-75.87235600000001
Colombia-Caqueta-Florencia,city,Colombia,Caqueta,Florencia,Florencia,1.6153858,-75.60423639999999
Colombia-Caqueta-Albania,city,Colombia,Caqueta,Albania,Albania,11.160651,-72.59190699999999
Colombia-Caqueta-Belen_De_Los_Andaquies,city,Colombia,Caqueta,Belen De Los Andaquies,Belen De Los Andaquies,1.41608,-75.87266
Colombia-Caqueta-Cartagena_Del_Chaira,city,Colombia,Caqueta,Cartagena Del Chaira,Cartagena Del Chaira,1.3338448,-74.84340259999999
Colombia-Caqueta-Curillo,city,Colombia,Caqueta,Curillo,Curillo,1.033817,-75.920771
Colombia-Caqueta-El_Doncello,city,Colombia,Caqueta,El Doncello,El Doncello,1.680042,-75.2833349
Colombia-Caqueta-El_Paujil,city,Colombia,Caqueta,El Paujil,El Paujil,1.571227,-75.3266979
Colombia-Caqueta-La_Montanita,city,Colombia,Caqueta,La Montanita,La Montanita,1.47888,-75.43724
Colombia-Caqueta-Milan,city,Colombia,Caqueta,Milan,Milan,1.34833,-75.5117
Colombia-Caqueta-Morelia,city,Colombia,Caqueta,Morelia,Morelia,1.485694,-75.723179
Colombia-Caqueta-Puerto_Rico,city,Colombia,Caqueta,Puerto Rico,Puerto Rico,1.909918,-75.157235
Colombia-Caqueta-San_Jose_Del_Fragua,city,Colombia,Caqueta,San Jose Del Fragua,San Jose Del Fragua,1.3313483,-75.9739003
Colombia-Caqueta-San_Vicente_Del_Caguan,city,Colombia,Caqueta,San Vicente Del Caguan,San Vicente Del Caguan,2.1136446,-74.7732056
Colombia-Caqueta-Solano,city,Colombia,Caqueta,Solano,Solano,6.222551999999999,-77.40115399999999
Colombia-Caqueta-Solita,city,Colombia,Caqueta,Solita,Solita,0.88022,-75.62058999999999
Colombia-Caqueta-Valparaiso,city,Colombia,Caqueta,Valparaiso,Valparaiso,5.615156,-75.62527399999999
Colombia-Cauca-Popayan,city,Colombia,Cauca,Popayan,Popayan,2.4448143,-76.6147395
Colombia-Cauca-Almaguer,city,Colombia,Cauca,Almaguer,Almaguer,1.914182,-76.854839
Colombia-Cauca-Argelia,city,Colombia,Cauca,Argelia,Argelia,5.730859,-75.142186
Colombia-Cauca-Balboa,city,Colombia,Cauca,Balboa,Balboa,2.040728,-77.216606
Colombia-Cauca-Bolivar,city,Colombia,Cauca,Bolivar,Bolivar,8.6704382,-74.0300122
Colombia-Cauca-Buenos_Aires,city,Colombia,Cauca,Buenos Aires,Buenos Aires,3.01334,-76.643755
Colombia-Cauca-Cajibio,city,Colombia,Cauca,Cajibio,Cajibio,2.621916,-76.57160800000001
Colombia-Cauca-Caldono,city,Colombia,Cauca,Caldono,Caldono,2.796679,-76.48577
Colombia-Cauca-Caloto,city,Colombia,Cauca,Caloto,Caloto,3.033544,-76.408081
Colombia-Cauca-Corinto,city,Colombia,Cauca,Corinto,Corinto,3.174159,-76.25880200000002
Colombia-Cauca-El_Tambo,city,Colombia,Cauca,El Tambo,El Tambo,2.452695,-76.81132199999999
Colombia-Cauca-Florencia,city,Colombia,Cauca,Florencia,Florencia,1.6153858,-75.60423639999999
Colombia-Cauca-Guachene,city,Colombia,Cauca,Guachene,Guachene,3.1329159,-76.393794
Colombia-Cauca-Guapi,city,Colombia,Cauca,Guapi,Guapi,2.571287,-77.885469
Colombia-Cauca-Inza,city,Colombia,Cauca,Inza,Inza,2.55168,-76.06517
Colombia-Cauca-Jambalo,city,Colombia,Cauca,Jambalo,Jambalo,2.777846,-76.324327
Colombia-Cauca-La_Sierra,city,Colombia,Cauca,La Sierra,La Sierra,2.17845,-76.76214
Colombia-Cauca-La_Vega,city,Colombia,Cauca,La Vega,La Vega,5.000528,-74.339439
Colombia-Cauca-Lopez,city,Colombia,Cauca,Lopez,Lopez,2.8458039,-77.24803899999999
Colombia-Cauca-Mercaderes,city,Colombia,Cauca,Mercaderes,Mercaderes,1.795801,-77.163397
Colombia-Cauca-Miranda,city,Colombia,Cauca,Miranda,Miranda,3.251528,-76.229027
Colombia-Cauca-Morales,city,Colombia,Cauca,Morales,Morales,2.753912,-76.628114
Colombia-Cauca-Padilla,city,Colombia,Cauca,Padilla,Padilla,3.223586,-76.3133579
Colombia-Cauca-Paez,city,Colombia,Cauca,Paez,Paez,2.65474,-75.9928
Colombia-Cauca-Patia,city,Colombia,Cauca,Patia,Patia,2.069301,-77.053095
Colombia-Cauca-Piamonte,city,Colombia,Cauca,Piamonte,Piamonte,1.117611,-76.31997199999999
Colombia-Cauca-Piendamo,city,Colombia,Cauca,Piendamo,Piendamo,2.6430699,-76.98917999999999
Colombia-Cauca-Puerto_Tejada,city,Colombia,Cauca,Puerto Tejada,Puerto Tejada,3.22059,-76.415465
Colombia-Cauca-Purace,city,Colombia,Cauca,Purace,Purace,2.3138889,-76.3952778
Colombia-Cauca-Rosas,city,Colombia,Cauca,Rosas,Rosas,2.261858,-76.7406139
Colombia-Cauca-San_Sebastian,city,Colombia,Cauca,San Sebastian,San Sebastian,1.838574,-76.770954
Colombia-Cauca-Santander_De_Quilichao,city,Colombia,Cauca,Santander De Quilichao,Santander De Quilichao,3.01228,-76.484533
Colombia-Cauca-Santa_Rosa,city,Colombia,Cauca,Santa Rosa,Santa Rosa,4.870121,-75.62239
Colombia-Cauca-Silvia,city,Colombia,Cauca,Silvia,Silvia,2.611615,-76.37754
Colombia-Cauca-Sotara,city,Colombia,Cauca,Sotara,Sotara,2.2781525,-76.5950555
Colombia-Cauca-Suarez,city,Colombia,Cauca,Suarez,Suarez,2.9543832,-76.69540889999999
Colombia-Cauca-Sucre,city,Colombia,Cauca,Sucre,Sucre,8.813977,-74.723283
Colombia-Cauca-Timbio,city,Colombia,Cauca,Timbio,Timbio,2.352686,-76.683352
Colombia-Cauca-Timbiqui,city,Colombia,Cauca,Timbiqui,Timbiqui,2.777744,-77.66760599999999
Colombia-Cauca-Toribio,city,Colombia,Cauca,Toribio,Toribio,2.9562909,-76.2704
Colombia-Cauca-Totoro,city,Colombia,Cauca,Totoro,Totoro,2.509941,-76.40173
Colombia-Cauca-Villa_Rica,city,Colombia,Cauca,Villa Rica,Villa Rica,2.51364,-76.84774
Colombia-Cesar-Valledupar,city,Colombia,Cesar,Valledupar,Valledupar,10.4742449,-73.2436335
Colombia-Cesar-Aguachica,city,Colombia,Cesar,Aguachica,Aguachica,8.305925,-73.611665
Colombia-Cesar-Agustin_Codazzi,city,Colombia,Cesar,Agustin Codazzi,Agustin Codazzi,10.034716,-73.237105
Colombia-Cesar-Astrea,city,Colombia,Cesar,Astrea,Astrea,9.496125,-73.976122
Colombia-Cesar-Becerril,city,Colombia,Cesar,Becerril,Becerril,9.703677,-73.278795
Colombia-Cesar-Bosconia,city,Colombia,Cesar,Bosconia,Bosconia,9.970362,-73.890531
Colombia-Cesar-Chimichagua,city,Colombia,Cesar,Chimichagua,Chimichagua,9.2571429,-73.812877
Colombia-Cesar-Chiriguana,city,Colombia,Cesar,Chiriguana,Chiriguana,9.361464,-73.5997
Colombia-Cesar-Curumani,city,Colombia,Cesar,Curumani,Curumani,9.201062,-73.5425659
Colombia-Cesar-El_Copey,city,Colombia,Cesar,El Copey,El Copey,10.148976,-73.960233
Colombia-Cesar-El_Paso,city,Colombia,Cesar,El Paso,El Paso,9.661436,-73.74643000000002
Colombia-Cesar-Gamarra,city,Colombia,Cesar,Gamarra,Gamarra,8.319315999999999,-73.743937
Colombia-Cesar-Gonzalez,city,Colombia,Cesar,Gonzalez,Gonzalez,8.390105,-73.380115
Colombia-Cesar-La_Gloria,city,Colombia,Cesar,La Gloria,La Gloria,8.617977,-73.802042
Colombia-Cesar-La_Jagua_De_Ibirico,city,Colombia,Cesar,La Jagua De Ibirico,La Jagua De Ibirico,9.560892299999999,-73.3384471
Colombia-Cesar-Manaure,city,Colombia,Cesar,Manaure,Manaure,11.772778,-72.444227
Colombia-Cesar-Pailitas,city,Colombia,Cesar,Pailitas,Pailitas,8.959667,-73.626268
Colombia-Cesar-Pelaya,city,Colombia,Cesar,Pelaya,Pelaya,8.688030999999999,-73.666377
Colombia-Cesar-Pueblo_Bello,city,Colombia,Cesar,Pueblo Bello,Pueblo Bello,10.40873,-73.59139990000001
Colombia-Cesar-Rio_De_Oro,city,Colombia,Cesar,Rio De Oro,Rio De Oro,8.294267,-73.387468
Colombia-Cesar-La_Paz,city,Colombia,Cesar,La Paz,La Paz,6.189809899999999,-73.57585
Colombia-Cesar-San_Alberto,city,Colombia,Cesar,San Alberto,San Alberto,7.761063000000001,-73.39361699999999
Colombia-Cesar-San_Diego,city,Colombia,Cesar,San Diego,San Diego,10.333974,-73.180718
Colombia-Cesar-San_Martin,city,Colombia,Cesar,San Martin,San Martin,3.698492,-73.697308
Colombia-Cesar-Tamalameque,city,Colombia,Cesar,Tamalameque,Tamalameque,8.861748,-73.810756
Colombia-Cordoba-Monteria,city,Colombia,Cordoba,Monteria,Monteria,8.750983,-75.8785348
Colombia-Cordoba-Ayapel,city,Colombia,Cordoba,Ayapel,Ayapel,8.3092849,-75.140264
Colombia-Cordoba-Buenavista,city,Colombia,Cordoba,Buenavista,Buenavista,4.358752,-75.740163
Colombia-Cordoba-Canalete,city,Colombia,Cordoba,Canalete,Canalete,8.788160999999999,-76.240381
Colombia-Cordoba-Cerete,city,Colombia,Cordoba,Cerete,Cerete,8.888785,-75.789633
Colombia-Cordoba-Chima,city,Colombia,Cordoba,Chima,Chima,6.34469,-73.37442
Colombia-Cordoba-Chinu,city,Colombia,Cordoba,Chinu,Chinu,9.105964,-75.401527
Colombia-Cordoba-Cienaga_De_Oro,city,Colombia,Cordoba,Cienaga De Oro,Cienaga De Oro,8.879215,-75.621332
Colombia-Cordoba-Cotorra,city,Colombia,Cordoba,Cotorra,Cotorra,9.039263,-75.790511
Colombia-Cordoba-La_Apartada,city,Colombia,Cordoba,La Apartada,La Apartada,8.048048999999999,-75.33410099999999
Colombia-Cordoba-Lorica,city,Colombia,Cordoba,Lorica,Lorica,9.2376398,-75.81362450000002
Colombia-Cordoba-Los_Cordobas,city,Colombia,Cordoba,Los Cordobas,Los Cordobas,8.89508,-76.35459
Colombia-Cordoba-Momil,city,Colombia,Cordoba,Momil,Momil,9.239504,-75.6767349
Colombia-Cordoba-Montelibano,city,Colombia,Cordoba,Montelibano,Montelibano,7.976803,-75.417209
Colombia-Cordoba-Monitos,city,Colombia,Cordoba,Monitos,Monitos,9.246772,-76.13078399999999
Colombia-Cordoba-Planeta_Rica,city,Colombia,Cordoba,Planeta Rica,Planeta Rica,8.412749,-75.584048
Colombia-Cordoba-Pueblo_Nuevo,city,Colombia,Cordoba,Pueblo Nuevo,Pueblo Nuevo,8.50502,-75.507409
Colombia-Cordoba-Puerto_Escondido,city,Colombia,Cordoba,Puerto Escondido,Puerto Escondido,9.008341,-76.261398
Colombia-Cordoba-Puerto_Libertador,city,Colombia,Cordoba,Puerto Libertador,Puerto Libertador,7.887951999999999,-75.67094399999999
Colombia-Cordoba-Purisima,city,Colombia,Cordoba,Purisima,Purisima,9.236872,-75.723394
Colombia-Cordoba-Sahagun,city,Colombia,Cordoba,Sahagun,Sahagun,8.950643,-75.44600100000001
Colombia-Cordoba-San_Andres_Sotavento,city,Colombia,Cordoba,San Andres Sotavento,San Andres Sotavento,9.146742999999999,-75.509017
Colombia-Cordoba-San_Antero,city,Colombia,Cordoba,San Antero,San Antero,9.374642,-75.758517
Colombia-Cordoba-San_Bernardo_Del_Viento,city,Colombia,Cordoba,San Bernardo Del Viento,San Bernardo Del Viento,9.3525858,-75.9535815
Colombia-Cordoba-San_Carlos,city,Colombia,Cordoba,San Carlos,San Carlos,6.187979,-74.99322699999999
Colombia-Cordoba-San_Jose_De_Ure,city,Colombia,Cordoba,San Jose De Ure,San Jose De Ure,7.787444000000001,-75.535839
Colombia-Cordoba-San_Pelayo,city,Colombia,Cordoba,San Pelayo,San Pelayo,8.959441900000002,-75.8369139
Colombia-Cordoba-Tierralta,city,Colombia,Cordoba,Tierralta,Tierralta,8.171571,-76.062313
Colombia-Cordoba-Tuchin,city,Colombia,Cordoba,Tuchin,Tuchin,9.18719,-75.55416
Colombia-Cordoba-Valencia,city,Colombia,Cordoba,Valencia,Valencia,8.2567869,-76.147936
Colombia-Cundinamarca-Agua_De_Dios,city,Colombia,Cundinamarca,Agua De Dios,Agua De Dios,4.376688,-74.6698
Colombia-Cundinamarca-Alban,city,Colombia,Cundinamarca,Alban,Alban,4.876247999999999,-74.437772
Colombia-Cundinamarca-Anapoima,city,Colombia,Cundinamarca,Anapoima,Anapoima,4.548941999999999,-74.535235
Colombia-Cundinamarca-Anolaima,city,Colombia,Cundinamarca,Anolaima,Anolaima,4.761737999999999,-74.464018
Colombia-Cundinamarca-Arbelaez,city,Colombia,Cundinamarca,Arbelaez,Arbelaez,4.272793,-74.41601399999999
Colombia-Cundinamarca-Beltran,city,Colombia,Cundinamarca,Beltran,Beltran,4.800984,-74.740943
Colombia-Cundinamarca-Bituima,city,Colombia,Cundinamarca,Bituima,Bituima,4.87282,-74.53981999999999
Colombia-Cundinamarca-Bojaca,city,Colombia,Cundinamarca,Bojaca,Bojaca,4.732618,-74.341776
Colombia-Cundinamarca-Cabrera,city,Colombia,Cundinamarca,Cabrera,Cabrera,3.98479,-74.48418099999999
