location,density_per_km
Colombia-Cauca-Lopez,6.638099670410156
Colombia-Cauca-Mercaderes,30.15515899658203
Colombia-Cauca-Miranda,343.69183349609375
Colombia-Cauca-Morales,61.24256134033203
Colombia-Cauca-Padilla,169.24960327148438
Colombia-Cauca-Paez,21.04546356201172
Colombia-Cauca-Patia,60.85605239868164
Colombia-Cauca-Piamonte,9.376367568969727
Colombia-Cauca-Piendamo,20.992656707763672
Colombia-Cauca-Puerto_Tejada,446.1581115722656
Colombia-Cauca-Purace,40.30512619018555
Colombia-Cauca-Rosas,104.84890747070312
Colombia-Cauca-San_Sebastian,50.150699615478516
Colombia-Cauca-Santander_De_Quilichao,227.665771484375
Colombia-Cauca-Santa_Rosa,158.7386932373047
Colombia-Cauca-Silvia,53.36811065673828
Colombia-Cauca-Sotara,50.6871337890625
Colombia-Cauca-Suarez,31.04425048828125
Colombia-Cauca-Sucre,27.961681365966797
Colombia-Cauca-Timbio,211.18222045898438
Colombia-Cauca-Timbiqui,9.140382766723633
Colombia-Cauca-Toribio,79.82061767578125
Colombia-Cauca-Totoro,59.67414855957031
Colombia-Cauca-Villa_Rica,20.992656707763672
Colombia-Cesar-Valledupar,138.6951904296875
Colombia-Cesar-Aguachica,132.720458984375
Colombia-Cesar-Agustin_Codazzi,31.474063873291016
Colombia-Cesar-Astrea,30.890939712524414
Colombia-Cesar-Becerril,12.099706649780273
Colombia-Cesar-Bosconia,79.32781982421875
Colombia-Cesar-Chimichagua,28.669498443603516
Colombia-Cesar-Chiriguana,19.068553924560547
Colombia-Cesar-Curumani,28.609195709228516
Colombia-Cesar-El_Copey,28.886348724365234
Colombia-Cesar-El_Paso,30.683998107910156
Colombia-Cesar-Gamarra,58.70481872558594
Colombia-Cesar-Gonzalez,63.42012023925781
Colombia-Cesar-La_Gloria,17.940231323242188
Colombia-Cesar-La_Jagua_De_Ibirico,29.264272689819336
Colombia-Cesar-Manaure,151.8955078125
Colombia-Cesar-Pailitas,36.18375778198242
Colombia-Cesar-Pelaya,50.531982421875
Colombia-Cesar-Pueblo_Bello,38.47894287109375
Colombia-Cesar-Rio_De_Oro,34.580718994140625
Colombia-Cesar-La_Paz,18.442760467529297
Colombia-Cesar-San_Alberto,52.75319290161133
Colombia-Cesar-San_Diego,22.47832489013672
Colombia-Cesar-San_Martin,4.8640546798706055
Colombia-Cesar-Tamalameque,35.25251007080078
Colombia-Cordoba-Monteria,184.19918823242188
Colombia-Cordoba-Ayapel,36.65966796875
Colombia-Cordoba-Buenavista,57.58235168457031
Colombia-Cordoba-Canalete,75.49542236328125
Colombia-Cordoba-Cerete,424.603271484375
Colombia-Cordoba-Chima,19.60552406311035
Colombia-Cordoba-Chinu,102.71328735351562
Colombia-Cordoba-Cienaga_De_Oro,129.21084594726562
Colombia-Cordoba-Cotorra,226.1307830810547
Colombia-Cordoba-La_Apartada,73.09503936767578
Colombia-Cordoba-Lorica,162.05014038085938
Colombia-Cordoba-Los_Cordobas,91.78590393066406
Colombia-Cordoba-Momil,125.93067932128906
Colombia-Cordoba-Montelibano,73.65008544921875
Colombia-Cordoba-Monitos,161.70062255859375
Colombia-Cordoba-Planeta_Rica,68.29187774658203
Colombia-Cordoba-Pueblo_Nuevo,62.62384796142578
Colombia-Cordoba-Puerto_Escondido,121.39364624023438
Colombia-Cordoba-Puerto_Libertador,55.85897445678711
Colombia-Cordoba-Purisima,143.8250732421875
Colombia-Cordoba-Sahagun,445.0029296875
Colombia-Cordoba-San_Andres_Sotavento,321.89288330078125
Colombia-Cordoba-San_Antero,27.03122329711914
Colombia-Cordoba-San_Bernardo_Del_Viento,196.05459594726562
Colombia-Cordoba-San_Carlos,30.70911407470703
Colombia-Cordoba-San_Jose_De_Ure,32.19977569580078
Colombia-Cordoba-San_Pelayo,108.6612548828125
Colombia-Cordoba-Tierralta,32.00654602050781
Colombia-Cordoba-Tuchin,321.89288330078125
Colombia-Cordoba-Valencia,60.35798645019531
Colombia-Cundinamarca-Agua_De_Dios,142.59619140625
Colombia-Cundinamarca-Alban,145.13699340820312
Colombia-Cundinamarca-Anapoima,140.11996459960938
Colombia-Cundinamarca-Anolaima,114.59786987304688
Colombia-Cundinamarca-Arbelaez,71.96588897705078
Colombia-Cundinamarca-Beltran,18.441083908081055
Colombia-Cundinamarca-Bituima,39.942626953125
Colombia-Cundinamarca-Bojaca,189.27285766601562
Colombia-Cundinamarca-Cabrera,11.652786254882812
Colombia-Cundinamarca-Cachipay,26.044479370117188
Colombia-Cundinamarca-Cajica,1511.55322265625
Colombia-Cundinamarca-Caparrapi,26.044479370117188
