location,country
Colombia-Choco-Bagado,Colombia
Colombia-Choco-Bahia_Solano,Colombia
Colombia-Choco-Bajo_Baudo,Colombia
Colombia-Choco-Belen_De_Bajira,Colombia
Colombia-Choco-Bojaya,Colombia
Colombia-Choco-El_Canton_Del_San_Pablo,Colombia
Colombia-Choco-Carmen_Del_Darien,Colombia
Colombia-Choco-Certegui,Colombia
Colombia-Choco-Condoto,Colombia
Colombia-Choco-El_Carmen_De_Atrato,Colombia
Colombia-Choco-El_Litoral_Del_San_Juan,Colombia
Colombia-Choco-Istmina,Colombia
Colombia-Choco-Jurado,Colombia
Colombia-Choco-Lloro,Colombia
Colombia-Choco-Medio_Atrato,Colombia
Colombia-Choco-Medio_Baudo,Colombia
Colombia-Choco-Medio_San_Juan,Colombia
Colombia-Choco-Novita,Colombia
Colombia-Choco-Nuqui,Colombia
Colombia-Choco-Rio_Iro,Colombia
Colombia-Choco-Rio_Quito,Colombia
Colombia-Choco-Riosucio,Colombia
Colombia-Choco-San_Jose_Del_Palmar,Colombia
Colombia-Choco-Sipi,Colombia
Colombia-Choco-Tado,Colombia
Colombia-Choco-Unguia,Colombia
Colombia-Choco-Union_Panamericana,Colombia
Colombia-Huila-Neiva,Colombia
Colombia-Huila-Acevedo,Colombia
Colombia-Huila-Agrado,Colombia
Colombia-Huila-Aipe,Colombia
Colombia-Huila-Algeciras,Colombia
Colombia-Huila-Altamira,Colombia
Colombia-Huila-Baraya,Colombia
Colombia-Huila-Campoalegre,Colombia
Colombia-Huila-Colombia,Colombia
Colombia-Huila-Elias,Colombia
Colombia-Huila-Garzon,Colombia
Colombia-Huila-Gigante,Colombia
Colombia-Huila-Guadalupe,Colombia
Colombia-Huila-Hobo,Colombia
Colombia-Huila-Iquira,Colombia
Colombia-Huila-Isnos,Colombia
Colombia-Huila-La_Argentina,Colombia
Colombia-Huila-La_Plata,Colombia
Colombia-Huila-Nataga,Colombia
Colombia-Huila-Oporapa,Colombia
Colombia-Huila-Paicol,Colombia
Colombia-Huila-Palermo,Colombia
Colombia-Huila-Palestina,Colombia
Colombia-Huila-Pital,Colombia
Colombia-Huila-Pitalito,Colombia
Colombia-Huila-Rivera,Colombia
Colombia-Huila-Saladoblanco,Colombia
Colombia-Huila-San_Agustin,Colombia
Colombia-Huila-Santa_Maria,Colombia
Colombia-Huila-Suaza,Colombia
Colombia-Huila-Tarqui,Colombia
Colombia-Huila-Tesalia,Colombia
Colombia-Huila-Tello,Colombia
Colombia-Huila-Teruel,Colombia
Colombia-Huila-Timana,Colombia
Colombia-Huila-Villavieja,Colombia
Colombia-Huila-Yaguara,Colombia
Colombia-Guajira-Riohacha,Colombia
Colombia-Guajira-Albania,Colombia
Colombia-Guajira-Barrancas,Colombia
Colombia-Guajira-Dibulla,Colombia
Colombia-Guajira-Distraccion,Colombia
Colombia-Guajira-El_Molino,Colombia
Colombia-Guajira-Fonseca,Colombia
Colombia-Guajira-Hatonuevo,Colombia
Colombia-Guajira-La_Jagua_Del_Pilar,Colombia
Colombia-Guajira-Maicao,Colombia
Colombia-Guajira-Manaure,Colombia
Colombia-Guajira-San_Juan_Del_Cesar,Colombia
Colombia-Guajira-Uribia,Colombia
Colombia-Guajira-Urumita,Colombia
Colombia-Guajira-Villanueva,Colombia
Colombia-Sta_Marta_DE-Santa_Marta,Colombia
Colombia-Magdalena-Sitio_Nuevo,Colombia
Colombia-Magdalena-Algarrobo,Colombia
Colombia-Magdalena-Aracataca,Colombia
Colombia-Magdalena-Ariguani,Colombia
Colombia-Magdalena-Cerro_San_Antonio,Colombia
Colombia-Magdalena-Chibolo,Colombia
Colombia-Magdalena-Cienaga,Colombia
Colombia-Magdalena-Concordia,Colombia
Colombia-Magdalena-El_Banco,Colombia
Colombia-Magdalena-El_Pinon,Colombia
Colombia-Magdalena-El_Reten,Colombia
Colombia-Magdalena-Fundacion,Colombia
Colombia-Magdalena-Guamal,Colombia
Colombia-Magdalena-Nueva_Granada,Colombia
Colombia-Magdalena-Pedraza,Colombia
Colombia-Magdalena-Pijino_Del_Carmen,Colombia
Colombia-Magdalena-Pivijay,Colombia
Colombia-Magdalena-Plato,Colombia
Colombia-Magdalena-Puebloviejo,Colombia
Colombia-Magdalena-Remolino,Colombia
Colombia-Magdalena-Sabanas_De_San_Angel,Colombia
Colombia-Magdalena-Salamina,Colombia
Colombia-Magdalena-San_Sebastian_De_Buenavista,Colombia
Colombia-Magdalena-San_Zenon,Colombia
Colombia-Magdalena-Santa_Ana,Colombia
Colombia-Magdalena-Santa_Barbara_De_Pinto,Colombia
Colombia-Magdalena-Sitionuevo,Colombia
Colombia-Magdalena-Tenerife,Colombia
Colombia-Magdalena-Zapayan,Colombia
Colombia-Magdalena-Zona_Bananera,Colombia
Colombia-Meta-Villavicencio,Colombia
Colombia-Meta-Acacias,Colombia
Colombia-Meta-Barranca_De_Upia,Colombia
Colombia-Meta-Cabuyaro,Colombia
Colombia-Meta-Castilla_La_Nueva,Colombia
Colombia-Meta-Cubarral,Colombia
Colombia-Meta-Cumaral,Colombia
Colombia-Meta-El_Calvario,Colombia
Colombia-Meta-El_Castillo,Colombia
Colombia-Meta-El_Dorado,Colombia
Colombia-Meta-Fuente_De_Oro,Colombia
Colombia-Meta-Granada,Colombia
Colombia-Meta-Guamal,Colombia
Colombia-Meta-Mapiripan,Colombia
Colombia-Meta-Mesetas,Colombia
Colombia-Meta-La_Macarena,Colombia
Colombia-Meta-Uribe,Colombia
Colombia-Meta-Lejanias,Colombia
Colombia-Meta-Puerto_Concordia,Colombia
Colombia-Meta-Puerto_Gaitan,Colombia
Colombia-Meta-Puerto_Lopez,Colombia
Colombia-Meta-Puerto_Lleras,Colombia
Colombia-Meta-Puerto_Rico,Colombia
Colombia-Meta-Restrepo,Colombia
Colombia-Meta-San_Carlos_De_Guaroa,Colombia
Colombia-Meta-San_Juan_De_Arama,Colombia
Colombia-Meta-San_Juanito,Colombia
Colombia-Meta-San_Martin,Colombia
Colombia-Meta-Vistahermosa,Colombia
Colombia-Narino-Pasto,Colombia
Colombia-Narino-Alban,Colombia
Colombia-Narino-Aldana,Colombia
Colombia-Narino-Ancuya,Colombia
Colombia-Narino-Arboleda,Colombia
Colombia-Narino-Barbacoas,Colombia
Colombia-Narino-Belen,Colombia
Colombia-Narino-Buesaco,Colombia
Colombia-Narino-Colon,Colombia
Colombia-Narino-Consaca,Colombia
Colombia-Narino-Contadero,Colombia
Colombia-Narino-Cordoba,Colombia
Colombia-Narino-Cuaspud,Colombia
Colombia-Narino-Cumbal,Colombia
Colombia-Narino-Cumbitara,Colombia
Colombia-Narino-Chachagui,Colombia
Colombia-Narino-El_Charco,Colombia
Colombia-Narino-El_Penol,Colombia
Colombia-Narino-El_Rosario,Colombia
Colombia-Narino-El_Tablon_De_Gomez,Colombia
Colombia-Narino-El_Tambo,Colombia
Colombia-Narino-Funes,Colombia
Colombia-Narino-Guachucal,Colombia
Colombia-Narino-Guaitarilla,Colombia
Colombia-Narino-Gualmatan,Colombia
Colombia-Narino-Iles,Colombia
Colombia-Narino-Imues,Colombia
Colombia-Narino-Ipiales,Colombia
Colombia-Narino-La_Cruz,Colombia
Colombia-Narino-La_Florida,Colombia
Colombia-Narino-La_Llanada,Colombia
Colombia-Narino-La_Tola,Colombia
Colombia-Narino-La_Union,Colombia
Colombia-Narino-Leiva,Colombia
Colombia-Narino-Linares,Colombia
Colombia-Narino-Los_Andes,Colombia
Colombia-Narino-Magsi,Colombia
Colombia-Narino-Mallama,Colombia
Colombia-Narino-Mosquera,Colombia
Colombia-Narino-Narino,Colombia
Colombia-Narino-Olaya_Herrera,Colombia
Colombia-Narino-Ospina,Colombia
Colombia-Narino-Francisco_Pizarro,Colombia
Colombia-Narino-Policarpa,Colombia
Colombia-Narino-Potosi,Colombia
Colombia-Narino-Providencia,Colombia
Colombia-Narino-Puerres,Colombia
Colombia-Narino-Pupiales,Colombia
Colombia-Narino-Ricaurte,Colombia
Colombia-Narino-Roberto_Payan,Colombia
Colombia-Narino-Samaniego,Colombia
Colombia-Narino-Sandona,Colombia
Colombia-Narino-San_Bernardo,Colombia
Colombia-Narino-San_Lorenzo,Colombia
Colombia-Narino-San_Pablo,Colombia
Colombia-Narino-San_Pedro_De_Cartago,Colombia
Colombia-Narino-Santa_Barbara,Colombia
Colombia-Narino-Santacruz,Colombia
Colombia-Narino-Sapuyes,Colombia
Colombia-Narino-Taminango,Colombia
Colombia-Narino-Tangua,Colombia
Colombia-Narino-San_Andres_De_Tumaco,Colombia
Colombia-Narino-Tuquerres,Colombia
Colombia-Narino-Yacuanquer,Colombia
Colombia-Norte_Santander-Cucuta,Colombia
Colombia-Norte_Santander-Abrego,Colombia
Colombia-Norte_Santander-Arboledas,Colombia
Colombia-Norte_Santander-Bochalema,Colombia
Colombia-Norte_Santander-Bucarasica,Colombia
Colombia-Norte_Santander-Cacota,Colombia
Colombia-Norte_Santander-Cachira,Colombia
Colombia-Norte_Santander-Chinacota,Colombia
Colombia-Norte_Santander-Chitaga,Colombia
Colombia-Norte_Santander-Convencion,Colombia
Colombia-Norte_Santander-Cucutilla,Colombia
Colombia-Norte_Santander-Durania,Colombia
Colombia-Norte_Santander-El_Carmen,Colombia
Colombia-Norte_Santander-El_Tarra,Colombia
Colombia-Norte_Santander-El_Zulia,Colombia
Colombia-Norte_Santander-Gramalote,Colombia
Colombia-Norte_Santander-Hacari,Colombia
Colombia-Norte_Santander-Herran,Colombia
Colombia-Norte_Santander-Labateca,Colombia
Colombia-Norte_Santander-La_Esperanza,Colombia
Colombia-Norte_Santander-La_Playa,Colombia
Colombia-Norte_Santander-Los_Patios,Colombia
Colombia-Norte_Santander-Lourdes,Colombia
Colombia-Norte_Santander-Mutiscua,Colombia
Colombia-Norte_Santander-Ocana,Colombia
Colombia-Norte_Santander-Pamplona,Colombia
Colombia-Norte_Santander-Pamplonita,Colombia
Colombia-Norte_Santander-Puerto_Santander,Colombia
Colombia-Norte_Santander-Ragonvalia,Colombia
Colombia-Norte_Santander-Salazar,Colombia
Colombia-Norte_Santander-San_Calixto,Colombia
Colombia-Norte_Santander-San_Cayetano,Colombia
Colombia-Norte_Santander-Santiago,Colombia
Colombia-Norte_Santander-Sardinata,Colombia
Colombia-Norte_Santander-Silos,Colombia
Colombia-Norte_Santander-Teorama,Colombia
Colombia-Norte_Santander-Tibu,Colombia
Colombia-Norte_Santander-Toledo,Colombia
Colombia-Norte_Santander-Villa_Caro,Colombia
Colombia-Norte_Santander-Villa_Del_Rosario,Colombia
Colombia-Quindio-Armenia,Colombia
Colombia-Quindio-Buenavista,Colombia
Colombia-Quindio-Calarca,Colombia
Colombia-Quindio-Circasia,Colombia
Colombia-Quindio-Cordoba,Colombia
Colombia-Quindio-Filandia,Colombia
Colombia-Quindio-Genova,Colombia
Colombia-Quindio-La_Tebaida,Colombia
Colombia-Quindio-Montenegro,Colombia
Colombia-Quindio-Pijao,Colombia
Colombia-Quindio-Quimbaya,Colombia
Colombia-Quindio-Salento,Colombia
Colombia-Risaralda-Pereira,Colombia
Colombia-Risaralda-Apia,Colombia
Colombia-Risaralda-Balboa,Colombia
Colombia-Risaralda-Belen_De_Umbria,Colombia
Colombia-Risaralda-Dosquebradas,Colombia
Colombia-Risaralda-Guatica,Colombia
Colombia-Risaralda-La_Celia,Colombia
Colombia-Risaralda-La_Virginia,Colombia
Colombia-Risaralda-Marsella,Colombia
Colombia-Risaralda-Mistrato,Colombia
Colombia-Risaralda-Pueblo_Rico,Colombia
Colombia-Risaralda-Quinchia,Colombia
Colombia-Risaralda-Santa_Rosa_De_Cabal,Colombia
Colombia-Risaralda-Santuario,Colombia
Colombia-Santander-Bucaramanga,Colombia
Colombia-Santander-Aguada,Colombia
Colombia-Santander-Albania,Colombia
Colombia-Santander-Aratoca,Colombia
Colombia-Santander-Barbosa,Colombia
Colombia-Santander-Barichara,Colombia
Colombia-Santander-Barrancabermeja,Colombia
Colombia-Santander-Betulia,Colombia
Colombia-Santander-Bolivar,Colombia
Colombia-Santander-Cabrera,Colombia
Colombia-Santander-California,Colombia
Colombia-Santander-Capitanejo,Colombia
Colombia-Santander-Carcasi,Colombia
Colombia-Santander-Cepita,Colombia
Colombia-Santander-Cerrito,Colombia
Colombia-Santander-Charala,Colombia
Colombia-Santander-Charta,Colombia
Colombia-Santander-Chima,Colombia
Colombia-Santander-Chipata,Colombia
Colombia-Santander-Cimitarra,Colombia
Colombia-Santander-Concepcion,Colombia
Colombia-Santander-Confines,Colombia
Colombia-Santander-Contratacion,Colombia
Colombia-Santander-Coromoro,Colombia
Colombia-Santander-Curiti,Colombia
Colombia-Santander-El_Carmen_De_Chucuri,Colombia
Colombia-Santander-El_Guacamayo,Colombia
Colombia-Santander-El_Penon,Colombia
Colombia-Santander-El_Playon,Colombia
Colombia-Santander-Encino,Colombia
Colombia-Santander-Enciso,Colombia
Colombia-Santander-Florian,Colombia
Colombia-Santander-Floridablanca,Colombia
Colombia-Santander-Galan,Colombia
Colombia-Santander-Gambita,Colombia
Colombia-Santander-Giron,Colombia
Colombia-Santander-Guaca,Colombia
Colombia-Santander-Guadalupe,Colombia
Colombia-Santander-Guapota,Colombia
Colombia-Santander-Guavata,Colombia
Colombia-Santander-Gsepsa,Colombia
Colombia-Santander-Hato,Colombia
Colombia-Santander-Jesus_Maria,Colombia
Colombia-Santander-Jordan,Colombia
Colombia-Santander-La_Belleza,Colombia
Colombia-Santander-Landazuri,Colombia
Colombia-Santander-La_Paz,Colombia
Colombia-Santander-Lebrija,Colombia
Colombia-Santander-Los_Santos,Colombia
Colombia-Santander-Macaravita,Colombia
Colombia-Santander-Malaga,Colombia
Colombia-Santander-Matanza,Colombia
Colombia-Santander-Mogotes,Colombia
Colombia-Santander-Molagavita,Colombia
Colombia-Santander-Ocamonte,Colombia
Colombia-Santander-Oiba,Colombia
Colombia-Santander-Onzaga,Colombia
Colombia-Santander-Palmar,Colombia
Colombia-Santander-Palmas_Del_Socorro,Colombia
Colombia-Santander-Paramo,Colombia
Colombia-Santander-Piedecuesta,Colombia
Colombia-Santander-Pinchote,Colombia
Colombia-Santander-Puente_Nacional,Colombia
Colombia-Santander-Puerto_Parra,Colombia
Colombia-Santander-Puerto_Wilches,Colombia
Colombia-Santander-Rionegro,Colombia
Colombia-Santander-Sabana_De_Torres,Colombia
Colombia-Santander-San_Andres,Colombia
Colombia-Santander-San_Benito,Colombia
Colombia-Santander-San_Gil,Colombia
Colombia-Santander-San_Joaquin,Colombia
Colombia-Santander-San_Jose_De_Miranda,Colombia
Colombia-Santander-San_Miguel,Colombia
Colombia-Santander-San_Vicente_De_Chucuri,Colombia
Colombia-Santander-Santa_Barbara,Colombia
Colombia-Santander-Santa_Helena_Del_Opon,Colombia
Colombia-Santander-Simacota,Colombia
Colombia-Santander-Socorro,Colombia
Colombia-Santander-Suaita,Colombia
Colombia-Santander-Sucre,Colombia
Colombia-Santander-Surata,Colombia
Colombia-Santander-Tona,Colombia
Colombia-Santander-Valle_De_San_Jose,Colombia
Colombia-Santander-Velez,Colombia
Colombia-Santander-Vetas,Colombia
Colombia-Santander-Villanueva,Colombia
Colombia-Santander-Zapatoca,Colombia
Colombia-Sucre-Sincelejo,Colombia
Colombia-Sucre-Buenavista,Colombia
Colombia-Sucre-Caimito,Colombia
Colombia-Sucre-Coloso,Colombia
Colombia-Sucre-Corozal,Colombia
Colombia-Sucre-Covenas,Colombia
Colombia-Sucre-Chalan,Colombia
Colombia-Sucre-El_Roble,Colombia
Colombia-Sucre-Galeras,Colombia
Colombia-Sucre-Guaranda,Colombia
Colombia-Sucre-La_Union,Colombia
Colombia-Sucre-Los_Palmitos,Colombia
Colombia-Sucre-Majagual,Colombia
Colombia-Sucre-Morroa,Colombia
Colombia-Sucre-Ovejas,Colombia
Colombia-Sucre-Palmito,Colombia
Colombia-Sucre-Sampues,Colombia
Colombia-Sucre-San_Benito_Abad,Colombia
Colombia-Sucre-San_Juan_De_Betulia,Colombia
Colombia-Sucre-San_Marcos,Colombia
Colombia-Sucre-San_Onofre,Colombia
Colombia-Sucre-San_Pedro,Colombia
Colombia-Sucre-San_Luis_De_Since,Colombia
Colombia-Sucre-Sucre,Colombia
Colombia-Sucre-Santiago_De_Tolu,Colombia
Colombia-Sucre-Tolu_Viejo,Colombia
Colombia-Tolima-Ibague,Colombia
Colombia-Tolima-Alpujarra,Colombia
Colombia-Tolima-Alvarado,Colombia
Colombia-Tolima-Ambalema,Colombia
Colombia-Tolima-Anzoategui,Colombia
Colombia-Tolima-Armero,Colombia
Colombia-Tolima-Ataco,Colombia
Colombia-Tolima-Cajamarca,Colombia
Colombia-Tolima-Carmen_De_Apicala,Colombia
Colombia-Tolima-Casabianca,Colombia
Colombia-Tolima-Chaparral,Colombia
Colombia-Tolima-Coello,Colombia
Colombia-Tolima-Coyaima,Colombia
Colombia-Tolima-Cunday,Colombia
Colombia-Tolima-Dolores,Colombia
Colombia-Tolima-Espinal,Colombia
Colombia-Tolima-Falan,Colombia
Colombia-Tolima-Flandes,Colombia
Colombia-Tolima-Fresno,Colombia
Colombia-Tolima-Guamo,Colombia
Colombia-Tolima-Herveo,Colombia
Colombia-Tolima-Honda,Colombia
Colombia-Tolima-Icononzo,Colombia
Colombia-Tolima-Lerida,Colombia
Colombia-Tolima-Libano,Colombia
Colombia-Tolima-Mariquita,Colombia
Colombia-Tolima-Melgar,Colombia
Colombia-Tolima-Murillo,Colombia
Colombia-Tolima-Natagaima,Colombia
Colombia-Tolima-Ortega,Colombia
Colombia-Tolima-Palocabildo,Colombia
Colombia-Tolima-Piedras,Colombia
Colombia-Tolima-Planadas,Colombia
Colombia-Tolima-Prado,Colombia
Colombia-Tolima-Purificacion,Colombia
Colombia-Tolima-Rioblanco,Colombia
Colombia-Tolima-Roncesvalles,Colombia
Colombia-Tolima-Rovira,Colombia
Colombia-Tolima-Saldana,Colombia
Colombia-Tolima-San_Antonio,Colombia
Colombia-Tolima-San_Luis,Colombia
Colombia-Tolima-Santa_Isabel,Colombia
Colombia-Tolima-Suarez,Colombia
Colombia-Tolima-Valle_De_San_Juan,Colombia
Colombia-Tolima-Venadillo,Colombia
Colombia-Tolima-Villahermosa,Colombia
Colombia-Tolima-Villarrica,Colombia
Colombia-Valle_Del_Cauca-Cali,Colombia
Colombia-Valle_Del_Cauca-Alcala,Colombia
Colombia-Valle_Del_Cauca-Andalucia,Colombia
Colombia-Valle_Del_Cauca-Ansermanuevo,Colombia
Colombia-Valle_Del_Cauca-Argelia,Colombia
Colombia-Valle_Del_Cauca-Bolivar,Colombia
Colombia-Valle_Del_Cauca-Buenaventura,Colombia
Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,Colombia
Colombia-Valle_Del_Cauca-Bugalagrande,Colombia
Colombia-Valle_Del_Cauca-Caicedonia,Colombia
Colombia-Valle_Del_Cauca-Calima,Colombia
Colombia-Valle_Del_Cauca-Candelaria,Colombia
Colombia-Valle_Del_Cauca-Cartago,Colombia
Colombia-Valle_Del_Cauca-Dagua,Colombia
Colombia-Valle_Del_Cauca-El_Aguila,Colombia
Colombia-Valle_Del_Cauca-El_Cairo,Colombia
Colombia-Valle_Del_Cauca-El_Cerrito,Colombia
Colombia-Valle_Del_Cauca-El_Dovio,Colombia
Colombia-Valle_Del_Cauca-Florida,Colombia
Colombia-Valle_Del_Cauca-Ginebra,Colombia
Colombia-Valle_Del_Cauca-Guacari,Colombia
Colombia-Valle_Del_Cauca-Jamundi,Colombia
Colombia-Valle_Del_Cauca-La_Cumbre,Colombia
Colombia-Valle_Del_Cauca-La_Union,Colombia
Colombia-Valle_Del_Cauca-La_Victoria,Colombia
Colombia-Valle_Del_Cauca-Obando,Colombia
Colombia-Valle_Del_Cauca-Palmira,Colombia
Colombia-Valle_Del_Cauca-Pradera,Colombia
Colombia-Valle_Del_Cauca-Restrepo,Colombia
Colombia-Valle_Del_Cauca-Riofrio,Colombia
Colombia-Valle_Del_Cauca-Roldanillo,Colombia
Colombia-Valle_Del_Cauca-San_Pedro,Colombia
Colombia-Valle_Del_Cauca-Sevilla,Colombia
Colombia-Valle_Del_Cauca-Toro,Colombia
Colombia-Valle_Del_Cauca-Trujillo,Colombia
Colombia-Valle_Del_Cauca-Tulua,Colombia
Colombia-Valle_Del_Cauca-Ulloa,Colombia
Colombia-Valle_Del_Cauca-Versalles,Colombia
Colombia-Valle_Del_Cauca-Vijes,Colombia
Colombia-Valle_Del_Cauca-Yotoco,Colombia
Colombia-Valle_Del_Cauca-Yumbo,Colombia
Colombia-Valle_Del_Cauca-Zarzal,Colombia
Colombia-Arauca-Arauca,Colombia
Colombia-Arauca-Arauquita,Colombia
Colombia-Arauca-Cravo_Norte,Colombia
Colombia-Arauca-Fortul,Colombia
Colombia-Arauca-Puerto_Rondon,Colombia
Colombia-Arauca-Saravena,Colombia
Colombia-Arauca-Tame,Colombia
Colombia-Casanare-Yopal,Colombia
Colombia-Casanare-Aguazul,Colombia
Colombia-Casanare-Chameza,Colombia
Colombia-Casanare-Hato_Corozal,Colombia
Colombia-Casanare-La_Salina,Colombia
Colombia-Casanare-Mani,Colombia
Colombia-Casanare-Monterrey,Colombia
Colombia-Casanare-Nunchia,Colombia
Colombia-Casanare-Orocue,Colombia
Colombia-Casanare-Paz_De_Ariporo,Colombia
Colombia-Casanare-Pore,Colombia
Colombia-Casanare-Recetor,Colombia
Colombia-Casanare-Sabanalarga,Colombia
Colombia-Casanare-Sacama,Colombia
Colombia-Casanare-San_Luis_De_Palenque,Colombia
Colombia-Casanare-Tamara,Colombia
Colombia-Casanare-Tauramena,Colombia
Colombia-Casanare-Trinidad,Colombia
Colombia-Casanare-Villanueva,Colombia
Colombia-Putumayo-Mocoa,Colombia
Colombia-Putumayo-Colon,Colombia
Colombia-Putumayo-Orito,Colombia
Colombia-Putumayo-Puerto_Asis,Colombia
Colombia-Putumayo-Puerto_Caicedo,Colombia
Colombia-Putumayo-Puerto_Guzman,Colombia
Colombia-Putumayo-Leguizamo,Colombia
Colombia-Putumayo-Sibundoy,Colombia
Colombia-Putumayo-San_Francisco,Colombia
Colombia-Putumayo-San_Miguel,Colombia
Colombia-Putumayo-Santiago,Colombia
Colombia-Putumayo-Valle_Del_Guamuez,Colombia
Colombia-Putumayo-Villagarzon,Colombia
Colombia-San_Andres-San_Andres,Colombia
Colombia-San_Andres-Providencia,Colombia
Colombia-Amazonas-Leticia,Colombia
Colombia-Amazonas-El_Encanto,Colombia
Colombia-Amazonas-La_Chorrera,Colombia
Colombia-Amazonas-La_Pedrera,Colombia
Colombia-Amazonas-La_Victoria,Colombia
Colombia-Amazonas-Miriti_Parana,Colombia
Colombia-Amazonas-Puerto_Alegria,Colombia
Colombia-Amazonas-Puerto_Arica,Colombia
Colombia-Amazonas-Puerto_Narino,Colombia
Colombia-Amazonas-Puerto_Santander,Colombia
Colombia-Amazonas-Tarapaca,Colombia
Colombia-Guainia-Inirida,Colombia
Colombia-Guainia-Barranco_Minas,Colombia
Colombia-Guainia-Mapiripana,Colombia
Colombia-Guainia-San_Felipe,Colombia
Colombia-Guainia-Puerto_Colombia,Colombia
Colombia-Guainia-La_Guadalupe,Colombia
Colombia-Guainia-Cacahual,Colombia
Colombia-Guainia-Pana_Pana,Colombia
Colombia-Guainia-Morichal,Colombia
Colombia-Guaviare-San_Jose_Del_Guaviare,Colombia
Colombia-Guaviare-Calamar,Colombia
Colombia-Guaviare-El_Retorno,Colombia
Colombia-Guaviare-Miraflores,Colombia
Colombia-Vaupes-Mitu,Colombia
Colombia-Vaupes-Caruru,Colombia
Colombia-Vaupes-Pacoa,Colombia
Colombia-Vaupes-Taraira,Colombia
Colombia-Vaupes-Papunaua,Colombia
Colombia-Vaupes-Yavarate,Colombia
Colombia-Vichada-Puerto_Carreno,Colombia
Colombia-Vichada-La_Primavera,Colombia
Colombia-Vichada-Santa_Rosalia,Colombia
Colombia-Vichada-Cumaribo,Colombia
Colombia-Desconocido-Desconocido,Colombia
Colombia-Bogota-Bogota,Colombia
Colombia-Bogota-Usaquen_Los_Cedros,Colombia
Colombia-Bogota-Usaquen_Santa_Barbara,Colombia
Colombia-Bogota-Barrios_Unidos_Los_Andes,Colombia
Colombia-Bogota-Barrios_Unidos_12_De_Octubre,Colombia
Colombia-Bogota-San_Cristobal_Sociego,Colombia
Colombia-Bogota-Tunjuelito_Venecia,Colombia
Colombia-Bogota-Puente_Aranda_San_Rafael,Colombia
Colombia-Bogota-Kennedy_Americas,Colombia
Colombia-Bogota-Kennedy_Kennedy_Central,Colombia
Colombia-Bogota-Tunjuelito_Tunjuelito,Colombia
Colombia-Bogota-Ciudad_Bolivar_San_Francisco,Colombia
Colombia-Bogota-Engativa_Engativa,Colombia
Colombia-Bogota-Fontibon_Fontibon,Colombia
Colombia-Bogota-Bosa_Bosa_Central,Colombia
Colombia-Bogota-Bosa_Tintal_Sur,Colombia
Colombia-Bogota-La_Candelaria_La_Candelaria,Colombia
Colombia-Bogota-Chapinero_Chico_Lago,Colombia
Colombia-Bogota-Chapinero_Chapinero,Colombia
Colombia-Bogota-Teusaquillo_Teusaquillo,Colombia
Colombia-Bogota-Teusaquillo_La_Esmeralda,Colombia
Colombia-Bogota-Teusaquillo_Quinta_Paredes,Colombia
Colombia-Bogota-Teusaquillo_Ciudad_Salitre_Oriental,Colombia
Colombia-Sucre-Tolu,Colombia
Colombia-Sucre-Toluviejo,Colombia
Colombia-Tolima-Armero_Guayabal,Colombia
Colombia-Valle,Colombia
Colombia-Bolivar,Colombia
Colombia-Norte_Santander,Colombia
Colombia-Barranquilla,Colombia
Colombia-Huila,Colombia
Colombia-Santander,Colombia
Colombia-Cordoba,Colombia
Colombia-Meta,Colombia
Colombia-Tolima,Colombia
Colombia-Atlantico,Colombia
Colombia-Cesar,Colombia
Colombia-Antioquia,Colombia
Colombia-Casanare,Colombia
Colombia-Santa_Marta,Colombia
Colombia-Sucre,Colombia
Colombia-Magdalena,Colombia
Colombia-Bogota,Colombia
Colombia-Caqueta,Colombia
Colombia-Cundinamarca,Colombia
Colombia-Arauca,Colombia
Colombia-Guajira,Colombia
Colombia-Risaralda,Colombia
Colombia-Putumayo,Colombia
Colombia-Cartagena,Colombia
Colombia-Cauca,Colombia
Colombia-Quindio,Colombia
Colombia-Caldas,Colombia
Colombia-Amazonas,Colombia
Colombia-Boyaca,Colombia
Colombia-San_Andres,Colombia
Colombia-Buenaventura,Colombia
Colombia-Narino,Colombia
Colombia-Guaviare,Colombia
Colombia-Vichada,Colombia
Colombia-Choco,Colombia
Colombia-Vaupes,Colombia
Colombia-Guainia,Colombia
Colombia-Exterior,Colombia
Colombia-unknown,Colombia
Colombia-desconocido,Colombia
Dominican_Republic-Azua-Compostela,Dominican Republic
Dominican_Republic-Barahona,Dominican Republic
Dominican_Republic-Barahona,Dominican Republic
Dominican_Republic-Barahona,Dominican Republic
Dominican_Republic-Barahona,Dominican Republic
Dominican_Republic-Distrito_Nacional,Dominican Republic
Dominican_Republic-Distrito_Nacional,Dominican Republic
Dominican_Republic-Distrito_Nacional,Dominican Republic
Dominican_Republic-Distrito_Nacional,Dominican Republic
Dominican_Republic-Independencia,Dominican Republic
Dominican_Republic-Independencia,Dominican Republic
Dominican_Republic-Independencia,Dominican Republic
Dominican_Republic-Independencia,Dominican Republic
Dominican_Republic-Jimani_de_Independencia,Dominican Republic
Dominican_Republic-Luperon-Puerto_Plata,Dominican Republic
Dominican_Republic-Santa_Cruz-Barahona,Dominican Republic
Dominican_Republic-Santiago-Caballeros,Dominican Republic
Dominican_Republic-Santo_Domingo,Dominican Republic
Dominican_Republic-Santo_Domingo,Dominican Republic
Dominican_Republic-Santo_Domingo,Dominican Republic
Dominican_Republic-Santo_Domingo,Dominican Republic
