location,mosquito_dist
Colombia-Boyaca-Tibasosa,1.9096406233000032
Colombia-Boyaca-Tinjaca,1.062700897444014
Colombia-Boyaca-Tipacoque,0.6590478269970103
Colombia-Boyaca-Toca,2.2041714054019934
Colombia-Boyaca-Togui,1.3335600528999816
Colombia-Boyaca-Topaga,1.8820382389250025
Colombia-Boyaca-Tota,2.1625490219450003
Colombia-Boyaca-Tunungua,0.5329615224490005
Colombia-Boyaca-Turmeque,1.3972988126600083
Colombia-Boyaca-Tuta,1.956907823404988
Colombia-Boyaca-Tutaza,1.2297267473300022
Colombia-Boyaca-Umbita,1.177829101299999
Colombia-Boyaca-Ventaquemada,1.3224195154730038
Colombia-Boyaca-Viracacha,1.7676973423849984
Colombia-Boyaca-Zetaquira,1.4707245404770013
Colombia-Caldas-Manizales,0.326561334060561
Colombia-Caldas-Aguadas,0.38779272378099716
Colombia-Caldas-Anserma,0.5129556021650002
Colombia-Caldas-Aranzazu,0.5942655735399993
Colombia-Caldas-Belalcazar,0.22517249976481077
Colombia-Caldas-Chinchina,0.21394012050000016
Colombia-Caldas-Filadelfia,0.6083122165560064
Colombia-Caldas-La_Dorada,0.0005197629370000416
Colombia-Caldas-La_Merced,0.6758530513420093
Colombia-Caldas-Manzanares,0.27182578729320817
Colombia-Caldas-Marmato,0.5564124052570001
Colombia-Caldas-Marquetalia,0.16805968039999636
Colombia-Caldas-Marulanda,0.37518001714380417
Colombia-Caldas-Neira,0.4378384260170032
Colombia-Caldas-Norcasia,0.0641491366099976
Colombia-Caldas-Pacora,0.4909971141859994
Colombia-Caldas-Palestina,0.24627394450000015
Colombia-Caldas-Pensilvania,0.24610856557599015
Colombia-Caldas-Riosucio,0.6572361382632124
Colombia-Caldas-Risaralda,0.5719476755873064
Colombia-Caldas-Salamina,0.6688901363400007
Colombia-Caldas-Samana,0.10470456321221769
Colombia-Caldas-San_Jose,0.31351922960000067
Colombia-Caldas-Supia,0.5903284129010032
Colombia-Caldas-Victoria,0.0754305255459954
Colombia-Caldas-Villamaria,0.29703676220200165
Colombia-Caldas-Viterbo,0.3078723787044154
Colombia-Caqueta-Florencia,3.9237926599969324e-05
Colombia-Caqueta-Albania,0.1398639604500007
Colombia-Caqueta-Belen_De_Los_Andaquies,0.10659524199999834
Colombia-Caqueta-Cartagena_Del_Chaira,0.654324424173806
Colombia-Caqueta-Curillo,0.4285654639300017
Colombia-Caqueta-El_Doncello,0.1038818273220065
Colombia-Caqueta-El_Paujil,0.07707284339340735
Colombia-Caqueta-La_Montanita,0.0464056719999973
Colombia-Caqueta-Milan,0.078134078899999
Colombia-Caqueta-Morelia,0.02826146767700054
Colombia-Caqueta-Puerto_Rico,0.2800932919489949
Colombia-Caqueta-San_Jose_Del_Fragua,0.21007019825297818
Colombia-Caqueta-San_Vicente_Del_Caguan,0.9272739709805153
Colombia-Caqueta-Solano,0.8478439644199771
Colombia-Caqueta-Solita,0.5326909965
Colombia-Caqueta-Valparaiso,0.3688914794119996
Colombia-Cauca-Popayan,1.019373864344741
Colombia-Cauca-Almaguer,1.5482187050449998
Colombia-Cauca-Argelia,0.26160727647698984
Colombia-Cauca-Balboa,1.9990309692199963
Colombia-Cauca-Bolivar,1.8949261521680796
Colombia-Cauca-Buenos_Aires,0.20598725562500092
Colombia-Cauca-Cajibio,0.6883864967200016
Colombia-Cauca-Caldono,0.4280000219409996
Colombia-Cauca-Caloto,0.1859614624970002
Colombia-Cauca-Corinto,0.14431265248498912
Colombia-Cauca-El_Tambo,1.079485770708997
Colombia-Cauca-Florencia,3.9237926599969324e-05
Colombia-Cauca-Guachene,0.11647028090880918
Colombia-Cauca-Guapi,2.636642126330013
Colombia-Cauca-Inza,1.013849151300001
Colombia-Cauca-Jambalo,0.49007892264500025
Colombia-Cauca-La_Sierra,1.6505619821000066
Colombia-Cauca-La_Vega,0.14702661350500032
Colombia-Cauca-Lopez,0.8950937127762035
Colombia-Cauca-Mercaderes,1.3535096912099995
Colombia-Cauca-Miranda,0.12405642151299655
Colombia-Cauca-Morales,0.4962271407400001
Colombia-Cauca-Padilla,0.09396425688840851
Colombia-Cauca-Paez,0.9103783075999936
Colombia-Cauca-Patia,1.9915670676259978
Colombia-Cauca-Piamonte,0.25911794810500277
Colombia-Cauca-Piendamo,0.871266058686005
Colombia-Cauca-Puerto_Tejada,0.06355651432499973
Colombia-Cauca-Purace,1.1121208067160542
Colombia-Cauca-Rosas,1.4603519050372116
Colombia-Cauca-San_Sebastian,1.3753753035920002
Colombia-Cauca-Santander_De_Quilichao,0.19285670648899988
Colombia-Cauca-Santa_Rosa,0.12170560674100102
Colombia-Cauca-Silvia,0.7231842598250002
Colombia-Cauca-Sotara,1.378859891336501
Colombia-Cauca-Suarez,0.2764042946414479
Colombia-Cauca-Sucre,2.813401874618001
Colombia-Cauca-Timbio,1.2307818905000019
Colombia-Cauca-Timbiqui,1.768927660771991
Colombia-Cauca-Toribio,0.3060488354228107
Colombia-Cauca-Totoro,0.8976987163809993
Colombia-Cauca-Villa_Rica,0.9841835572000039
Colombia-Cesar-Valledupar,0.32779963549826574
Colombia-Cesar-Aguachica,0.8331691778500002
Colombia-Cesar-Agustin_Codazzi,0.8813610016810058
Colombia-Cesar-Astrea,1.842782354508997
Colombia-Cesar-Becerril,1.5912274123540064
Colombia-Cesar-Bosconia,1.1751063530050097
Colombia-Cesar-Chimichagua,2.711834946149412
Colombia-Cesar-Chiriguana,2.8984723932960086
Colombia-Cesar-Curumani,2.856771411686815
Colombia-Cesar-El_Copey,0.8665201028649985
Colombia-Cesar-El_Paso,1.930498046995965
Colombia-Cesar-Gamarra,0.9046471678249984
Colombia-Cesar-Gonzalez,0.9946803242499987
Colombia-Cesar-La_Gloria,1.5746973422929986
Colombia-Cesar-La_Jagua_De_Ibirico,2.005107847697706
Colombia-Cesar-Manaure,0.19598322481300112
Colombia-Cesar-Pailitas,2.4485047587129967
Colombia-Cesar-Pelaya,1.686705163089995
Colombia-Cesar-Pueblo_Bello,0.7812946246200383
Colombia-Cesar-Rio_De_Oro,0.8123769183129991
Colombia-Cesar-La_Paz,0.6984791306380038
Colombia-Cesar-San_Alberto,0.14168383265800213
Colombia-Cesar-San_Diego,0.4185393082000041
Colombia-Cesar-San_Martin,0.08317704092799987
Colombia-Cesar-Tamalameque,2.233276507039999
Colombia-Cordoba-Monteria,1.148771853100052
Colombia-Cordoba-Ayapel,2.0731199730640095
Colombia-Cordoba-Buenavista,0.030235684073000202
Colombia-Cordoba-Canalete,0.7132923270820034
Colombia-Cordoba-Cerete,1.5064718709140181
Colombia-Cordoba-Chima,0.6504289324999986
Colombia-Cordoba-Chinu,1.4159771010249962
Colombia-Cordoba-Cienaga_De_Oro,1.8363207504490202
Colombia-Cordoba-Cotorra,1.6375192442899973
Colombia-Cordoba-La_Apartada,1.4115465646019918
Colombia-Cordoba-Lorica,1.1936773375443004
Colombia-Cordoba-Los_Cordobas,0.7730848745000024
Colombia-Cordoba-Momil,1.1281076748940089
Colombia-Cordoba-Montelibano,1.281280990489997
Colombia-Cordoba-Monitos,1.4613817546399925
Colombia-Cordoba-Planeta_Rica,1.4110179233050193
Colombia-Cordoba-Pueblo_Nuevo,1.6587699536810208
