Airlines,city,FAA,IATA,ICAO,kind,latitude,longitude,max_runway,name,country,state
1,LAWRENCE,LWM,LWM,KLWM,Large,42.717,-71.123,5000.0,LAWRENCE MUNI,United States,Maine
,MANSFIELD,1B9,,,Large,42.0,-71.197,3264.0,MANSFIELD MUNI,United States,Maine
,Montague,0B5,,,Large,42.591,-72.523,3013.0,TURNERS FALLS,United States,Maine
9,NANTUCKET,ACK,ACK,KACK,Large,41.253,-70.06,6303.0,NANTUCKET MEM,United States,Maine
2,NEW BEDFORD,EWB,EWB,KEWB,Large,41.676,-70.957,5000.0,NEW BEDFORD RGNL,United States,Maine
,North Adams,AQW,,,Large,42.696,-73.17,3500.0,HARRIMAN AND WEST,United States,Maine
,NORWOOD,OWD,OWD,,Large,42.191,-71.173,4008.0,NORWOOD MEM,United States,Maine
,PITTSFIELD,PSF,PSF,,Large,42.427,-73.293,5001.0,PITTSFIELD MUNI,United States,Maine
,PLYMOUTH,PYM,PYM,,Large,41.909,-70.729,4349.0,PLYMOUTH MUNI,United States,Maine
1,PROVINCETOWN,PVC,PVC,,Large,42.072,-70.221,3500.0,PROVINCETOWN MUNI,United States,Maine
,SOUTHBRIDGE,3B0,,,Large,42.101,-72.038,3500.0,SOUTHBRIDGE MUNI,United States,Maine
,Springfield Chicopee,CEF,CEF,KCEF,Medium,42.194,-72.535,11597.0,WESTOVER ARB METROPOLITAN,United States,Maine
,TAUNTON,TAN,,,Large,41.874,-71.017,3500.0,TAUNTON MUNI KING FLD,United States,Maine
6,Vineyard Haven,MVY,MVY,,Large,41.393,-70.614,5504.0,MARTHAS VINEYARD,United States,Maine
,Westfield,BAF,BAF,KBAF,Medium,42.158,-72.716,9000.0,BARNES MUNI,United States,Maine
1,WORCESTER,ORH,ORH,KORH,Large,42.267,-71.876,7000.0,WORCESTER RGNL,United States,Maine
,Aberdeen,APG,APG,KAPG,Medium,39.466,-76.169,7997.0,PHILLIPS AAF,United States,Maryland
,Annapolis,ANP,ANP,,Large,38.943,-76.568,2179.0,LEE,United States,Maryland
29,BALTIMORE,BWI,BWI,KBWI,Large,39.175,-76.668,10002.0,BALTIMORE WASHINGTON INTL,United States,Maryland
,Baltimore,MTN,MTN,KMTN,Large,39.326,-76.414,6996.0,MARTIN STATE,United States,Maryland
,CAMBRIDGE,CGE,CGE,,Large,38.539,-76.03,4476.0,CAMBRIDGE DORCHESTER,United States,Maryland
,Camp Springs,ADW,ADW,KADW,Medium,38.811,-76.867,9755.0,ANDREWS AFB,United States,Maryland
,COLLEGE PARK,CGS,CGS,,Large,38.981,-76.922,2406.0,COLLEGE PARK,United States,Maryland
,Cumberland,CBE,CBE,,Large,39.615,-78.761,5048.0,GREATER CUMBERLAND RGNL,United States,Maryland
,EASTON,ESN,ESN,,Large,38.804,-76.069,5500.0,EASTON NEWNAM FLD,United States,Maryland
,Edgewood Arsenal,EDG,,,Medium,39.392,-76.291,3738.0,WEIDE AHP,United States,Maryland
,FORT MEADE(ODENTON),FME,FME,KFME,Large,39.085,-76.759,3000.0,TIPTON,United States,Maryland
,FREDERICK,FDK,FDK,,Large,39.418,-77.374,5220.0,FREDERICK MUNI,United States,Maryland
,Gaithersburg,GAI,GAI,,Large,39.168,-77.166,4202.0,MONTGOMERY CO AIRPARK,United States,Maryland
2,HAGERSTOWN,HGR,HGR,KHGR,Large,39.708,-77.73,5461.0,HAGERSTOWN RGNL RICHARD A HENSON FLD,United States,Maryland
,Indian Head,2W5,,,Large,38.601,-77.073,3000.0,MARYLAND,United States,Maryland
,Leonardtown,2W6,LTW,,Large,38.315,-76.55,4150.0,ST MARYS CO RGNL,United States,Maryland
,OCEAN CITY,OXB,OCE,,Large,38.31,-75.124,4072.0,OCEAN CITY MUNI,United States,Maryland
,PATUXENT RIVER,NHK,NHK,KNHK,Medium,38.286,-76.412,11807.0,PATUXENT RIVER NAS,United States,Maryland
,RIDGELY,RJD,,,Large,38.97,-75.866,3200.0,RIDGELY AIRPARK,United States,Maryland
1,SALISBURY,SBY,SBY,KSBY,Large,38.341,-75.51,5500.0,SALISBURY OCEAN CITY WICOMICO RGNL,United States,Maryland
,Westminster,DMW,,,Large,39.608,-77.008,5100.0,CARROLL CO RGNL JACK B POAGE FLD,United States,Maryland
6,BANGOR,BGR,BGR,KBGR,Medium,44.807,-68.828,11440.0,BANGOR INTL,United States,Massachusetts
,BRUNSWICK,NHZ,NHZ,KNHZ,Medium,43.892,-69.939,8000.0,BRUNSWICK NAS,United States,Massachusetts
10,PORTLAND,PWM,PWM,KPWM,Large,43.646,-70.309,7200.0,PORTLAND INTL JETPORT,United States,Massachusetts
,,,,,Large,43.439,-85.995,6500.0,FREMONT MUNI,United States,Michigan
,Allegan,35D,,,Large,42.531,-85.825,3500.0,PADGHAM FLD,United States,Michigan
,Alma,AMN,AMN,,Large,43.322,-84.688,5000.0,GRATIOT COMMUNITY,United States,Michigan
3,ALPENA,APN,APN,KAPN,Large,45.078,-83.56,9001.0,ALPENA CO RGNL,United States,Michigan
,ANN ARBOR,ARB,ARB,,Large,42.223,-83.746,3505.0,ANN ARBOR MUNI,United States,Michigan
,BAD AXE,BAX,,,Large,43.78,-82.985,5000.0,HURON CO MEM,United States,Michigan
,Battle Creek,BTL,BTL,KBTL,Medium,42.307,-85.251,10003.0,W K KELLOGG,United States,Michigan
,Bay City,3CM,,,Large,43.547,-83.896,3800.0,JAMES CLEMENTS MUNI,United States,Michigan
,Benton Harbor,BEH,BEH,,Large,42.129,-86.428,5109.0,SOUTHWEST MICHIGAN RGNL,United States,Michigan
,BERRIEN SPRINGS,C20,,,Large,41.952,-86.368,4161.0,ANDREWS UNIV ARPK,United States,Michigan
1,Cadillac,CAD,CAD,,Large,44.275,-85.419,5000.0,WEXFORD CO,United States,Michigan
,Camp Grayling,GOV,,,Medium,44.68,-84.729,5000.0,GRAYLING AAF,United States,Michigan
1,CARO,CFS,TZC,,Large,43.459,-83.445,4300.0,TUSCOLA AREA,United States,Michigan
,CHARLEVOIX,CVX,,,Large,45.305,-85.275,4550.0,CHARLEVOIX MUNI,United States,Michigan
,Charlotte,FPK,,,Large,42.575,-84.811,3500.0,FITCH H BEACH,United States,Michigan
,Coldwater,OEB,,,Large,41.933,-85.053,5350.0,BRANCH CO MEM,United States,Michigan
2,Detroit,YIP,YIP,KYIP,Large,42.238,-83.53,7526.0,WILLOW RUN,United States,Michigan
20,DETROIT,DTW,DTW,KDTW,Large,42.212,-83.353,12003.0,DETROIT METRO WAYNE CO,United States,Michigan
1,DETROIT,DET,DET,KDET,Large,42.409,-83.01,5090.0,COLEMAN A YOUNG MUNI,United States,Michigan
,Detroit-Gross Ile,ONZ,,,Large,42.099,-83.161,4425.0,GROSSE ILE MUNI,United States,Michigan
,DOWAGIAC,C91,,,Large,41.993,-86.128,4700.0,DOWAGIAC MUNI,United States,Michigan
8,Flint,FNT,FNT,KFNT,Large,42.965,-83.744,7849.0,BISHOP INTL,United States,Michigan
,GLADWIN,GDW,GDW,,Large,43.971,-84.475,4700.0,GLADWIN ZETTEL MEM,United States,Michigan
,GRAND HAVEN,3GM,,,Large,43.034,-86.198,3750.0,GRAND HAVEN MEM AIRPARK,United States,Michigan
,Grand Ledge,4D0,,,Large,42.774,-84.733,3200.0,ABRAMS MUNI,United States,Michigan
10,Grand Rapids,GRR,GRR,KGRR,Large,42.881,-85.523,10000.0,GERALD R FORD INTL,United States,Michigan
2,Hancock,CMX,CMX,KCMX,Large,47.168,-88.489,6501.0,HOUGHTON CO MEM,United States,Michigan
,HARBOR SPRINGS,MGN,,,Large,45.426,-84.913,3712.0,HARBOR SPRINGS,United States,Michigan
,HASTINGS,9D9,,,Large,42.664,-85.346,3900.0,HASTINGS,United States,Michigan
,HILLSDALE,JYM,,,Large,41.921,-84.586,4000.0,HILLSDALE MUNI,United States,Michigan
,Holland,HLM,HLM,,Large,42.796,-86.162,2274.0,PARK TOWNSHIP,United States,Michigan
,Holland,BIV,,,Large,42.743,-86.107,6264.0,TULIP CITY,United States,Michigan
,Howell,OZW,,,Large,42.629,-83.982,5002.0,LIVINGSTON CO SPENCER J HARDY,United States,Michigan
,IONIA,Y70,,,Large,42.938,-85.061,4300.0,IONIA CO,United States,Michigan
5,Iron Mountain Kingsford,IMT,IMT,,Large,45.818,-88.115,6500.0,FORD,United States,Michigan
3,Ironwood,IWD,IWD,,Large,46.527,-90.131,6501.0,GOGEBIC IRON CO,United States,Michigan
,JACKSON,JXN,JXN,KJXN,Large,42.26,-84.459,5344.0,JACKSON CO REYNOLDS FLD,United States,Michigan
4,KALAMAZOO,AZO,AZO,KAZO,Large,42.235,-85.552,6500.0,KALAMAZOO BATTLE CREEK INTL,United States,Michigan
9,Lansing,LAN,LAN,KLAN,Large,42.779,-84.587,7251.0,CAPITAL CITY,United States,Michigan
,LAPEER,D95,,,Large,43.067,-83.272,3800.0,DUPONT LAPEER,United States,Michigan
1,MANISTEE,MBL,MBL,,Large,44.272,-86.247,5502.0,MANISTEE CO BLACKER,United States,Michigan
,MARINE CITY,76G,,,Large,42.721,-82.596,3100.0,MARINE CITY,United States,Michigan
,MARLETTE,77G,,,Large,43.312,-83.091,3800.0,MARLETTE,United States,Michigan
5,Marquette,SAW,MQT,KSAW,Large,46.354,-87.395,12370.0,SAWYER INTL,United States,Michigan
,Marshall,RMY,,,Large,42.251,-84.955,3500.0,BROOKS FLD,United States,Michigan
,MASON,TEW,,,Large,42.566,-84.423,4000.0,MASON JEWETT FLD,United States,Michigan
,MENOMINEE,MNM,,,Large,45.127,-87.638,6000.0,MENOMINEE MARINETTE TWIN CO,United States,Michigan
,Midland,3BS,,,Large,43.663,-84.261,3800.0,JACK BARSTOW,United States,Michigan
,Monroe,TTF,,,Large,41.94,-83.435,5000.0,CUSTER,United States,Michigan
,MOUNT PLEASANT,MOP,MOP,,Large,43.622,-84.737,5000.0,MOUNT PLEASANT MUNI,United States,Michigan
,Mt. Clemens,MTC,MTC,KMTC,Medium,42.608,-82.835,9000.0,SELFRIDGE ANGB,United States,Michigan
2,MUSKEGON,MKG,MKG,KMKG,Large,43.169,-86.238,6501.0,MUSKEGON CO,United States,Michigan
,New Hudson,Y47,,,Large,42.503,-83.624,2668.0,OAKLAND SOUTHWEST,United States,Michigan
,Niles,3TR,,,Large,41.836,-86.225,4100.0,JERRY TYLER MEM,United States,Michigan
1,OSCODA,OSC,OSC,,Large,44.452,-83.394,11800.0,OSCODA WURTSMITH,United States,Michigan
,OWOSSO,RNP,,,Large,42.993,-84.139,4300.0,OWOSSO COMMUNITY,United States,Michigan
7,PELLSTON,PLN,PLN,KPLN,Large,45.571,-84.797,6512.0,PELLSTON RGNL ARPT OF EMMET CO,United States,Michigan
1,Pontiac,PTK,PTK,KPTK,Large,42.666,-83.42,6200.0,OAKLAND CO INTL,United States,Michigan
,Port Huron,PHN,PHN,,Large,42.911,-82.529,5103.0,ST CLAIR CO INTL,United States,Michigan
,ROMEO,D98,,,Large,42.796,-82.975,4514.0,ROMEO STATE,United States,Michigan
3,Saginaw,MBS,MBS,KMBS,Large,43.533,-84.08,8001.0,MBS INTL,United States,Michigan
,SAGINAW,HYX,HYX,,Large,43.433,-83.862,5000.0,SAGINAW CO H W BROWNE,United States,Michigan
2,Sault Ste Marie,CIU,CIU,KCIU,Large,46.251,-84.472,7201.0,CHIPPEWA CO INTL,United States,Michigan
,SOUTH HAVEN,LWA,,,Large,42.351,-86.256,4800.0,SOUTH HAVEN AREA RGNL,United States,Michigan
,St. Ignace,83D,,,Large,45.892,-84.738,3800.0,MACKINAC CO,United States,Michigan
,Sturgis,IRS,,,Large,41.813,-85.439,5200.0,KIRSCH MUNI,United States,Michigan
,THREE RIVERS,HAI,,,Large,41.96,-85.593,4000.0,THREE RIVERS MUNI DR HAINES,United States,Michigan
6,Traverse City,TVC,TVC,KTVC,Medium,44.741,-85.582,6501.0,CHERRY CAPITAL,United States,Michigan
,Troy,VLL,,,Large,42.543,-83.178,3550.0,OAKLAND TROY,United States,Michigan
,WEST BRANCH,Y31,,,Large,44.245,-84.18,5000.0,WEST BRANCH COMMUNITY,United States,Michigan
,ALBERT LEA,AEL,AEL,,Large,43.682,-93.367,4501.0,ALBERT LEA MUNI,United States,Minnesota
1,Alexandria,AXN,AXN,KAXN,Large,45.866,-95.395,5100.0,CHANDLER FLD,United States,Minnesota
,AUSTIN,AUM,AUM,,Large,43.663,-92.933,5800.0,AUSTIN MUNI,United States,Minnesota
,BAUDETTE,BDE,BDE,KBDE,Large,48.728,-94.612,5499.0,BAUDETTE INTL,United States,Minnesota
6,BEMIDJI,BJI,BJI,,Large,47.509,-94.934,6598.0,BEMIDJI RGNL,United States,Minnesota
,BENSON,BBB,BBB,,Large,45.332,-95.651,4000.0,BENSON MUNI,United States,Minnesota
5,BRAINERD,BRD,BRD,,Large,46.398,-94.138,6500.0,BRAINERD LAKES RGNL,United States,Minnesota
,Camp Ripley,RYM,,,Medium,46.091,-94.361,6100.0,RAY S MILLER AAF,United States,Minnesota
,Cloquet,COQ,,,Large,46.701,-92.504,4003.0,CLOQUET CARLTON CO,United States,Minnesota
,CROOKSTON,CKN,CKN,,Large,47.842,-96.622,4300.0,CROOKSTON MUNI KIRKWOOD FLD,United States,Minnesota
7,DULUTH,DLH,DLH,KDLH,Medium,46.842,-92.194,10152.0,DULUTH INTL,United States,Minnesota
,ELY,ELO,LYU,KELO,Large,47.825,-91.831,5600.0,ELY MUNI,United States,Minnesota
,EVELETH,EVM,,,Large,47.425,-92.498,4215.0,EVELETH VIRGINIA MUNI,United States,Minnesota
,FAIRMONT,FRM,FRM,,Large,43.644,-94.416,5505.0,FAIRMONT MUNI,United States,Minnesota
,FARIBAULT,FBL,,,Large,44.325,-93.311,4254.0,FARIBAULT MUNI,United States,Minnesota
1,FERGUS FALLS,FFM,FFM,,Large,46.284,-96.157,5639.0,FERGUS FALLS MUNI EINAR MICKELSON FLD,United States,Minnesota
,GRAND RAPIDS,GPZ,GPZ,,Large,47.211,-93.51,5755.0,GRAND RAPIDS ITASCA CO GORDON NEWSTROM,United States,Minnesota
2,Hibbing,HIB,HIB,KHIB,Large,47.387,-92.839,6758.0,CHISHOLM HIBBING,United States,Minnesota
2,International Falls,INL,INL,KINL,Large,48.566,-93.403,6508.0,FALLS INTL,United States,Minnesota
,JACKSON,MJQ,MJQ,,Large,43.65,-94.987,3591.0,JACKSON MUNI,United States,Minnesota
,MANKATO,MKT,MKT,,Large,44.222,-93.919,5400.0,MANKATO RGNL,United States,Minnesota
1,Marshall,MML,MML,,Large,44.451,-95.822,5010.0,SOUTHWEST MINNESOTA RGNL MARSHALL,United States,Minnesota
,Minneapolis,FCM,FCM,,Large,44.827,-93.457,3909.0,FLYING CLOUD,United States,Minnesota
,Minneapolis,MIC,MIC,,Large,45.062,-93.354,3266.0,CRYSTAL,United States,Minnesota
,Minneapolis,LVN,,,Large,44.628,-93.228,4098.0,AIRLAKE,United States,Minnesota
23,MINNEAPOLIS,MSP,MSP,KMSP,Medium,44.882,-93.222,10018.0,MINNEAPOLIS ST PAUL INTL,United States,Minnesota
,Minneapolis,ANE,,,Large,45.145,-93.211,4855.0,ANOKA CO BLAINE,United States,Minnesota
,MONTEVIDEO,MVE,MVE,,Large,44.969,-95.71,4000.0,MONTEVIDEO CHIPPEWA CO,United States,Minnesota
,OLIVIA,OVL,,,Large,44.779,-95.033,3498.0,OLIVIA RGNL,United States,Minnesota
,OWATONNA,OWA,,,Large,44.123,-93.261,5500.0,OWATONNA DEGNER RGNL,United States,Minnesota
,PARK RAPIDS,PKD,,,Large,46.901,-95.073,5498.0,PARK RAPIDS MUNI KONSHOK FLD,United States,Minnesota
7,ROCHESTER,RST,RST,KRST,Large,43.908,-92.5,9033.0,ROCHESTER INTL,United States,Minnesota
,ROSEAU,ROX,,,Large,48.856,-95.697,4400.0,ROSEAU MUNI RUDY BILLBERG FLD,United States,Minnesota
2,ST CLOUD,STC,STC,KSTC,Large,45.547,-94.06,7000.0,ST CLOUD RGNL,United States,Minnesota
1,ST PAUL,STP,STP,KSTP,Medium,44.934,-93.06,6371.0,ST PAUL DOWNTOWN HOLMAN FLD,United States,Minnesota
5,THIEF RIVER FALLS,TVF,TVF,,Large,48.066,-96.185,6503.0,THIEF RIVER FALLS RGNL,United States,Minnesota
,WASECA,ACQ,,,Large,44.073,-93.553,3398.0,WASECA MUNI,United States,Minnesota
2,WINONA,ONA,ONA,,Large,44.077,-91.708,5199.0,WINONA MUNI MAX CONRAD FLD,United States,Minnesota
,WORTHINGTON,OTG,,,Large,43.655,-95.579,5506.0,WORTHINGTON MUNI,United States,Minnesota
,Aurora,2H2,,,Large,36.962,-93.695,3002.0,JERRY SUMNERS SR AURORA MUNI,United States,Mississippi
,Boonville,VER,,,Large,38.947,-92.683,3999.0,JESSE VIERTEL MEM,United States,Mississippi
,BUTLER,BUM,,,Large,38.29,-94.34,4000.0,BUTLER MEM,United States,Mississippi
,CAMDENTON,H21,OZS,,Large,37.974,-92.691,4000.0,CAMDENTON MEM,United States,Mississippi
2,CAPE GIRARDEAU,,,KCGI,Large,37.225,-89.571,6499.0,CAPE GIRARDEAU RGNL,United States,Mississippi
,CARUTHERSVILLE,M05,,,Large,36.169,-89.676,4000.0,CARUTHERSVILLE MEM,United States,Mississippi
,CHILLICOTHE,CHT,,,Large,39.782,-93.496,3900.0,CHILLICOTHE MUNI,United States,Mississippi
1,COLUMBIA,COU,COU,KCOU,Large,38.818,-92.22,6501.0,COLUMBIA RGNL,United States,Mississippi
,DEXTER,DXE,,,Large,36.777,-89.941,4500.0,DEXTER MUNI,United States,Mississippi
,EL DORADO SPRINGS,87K,,,Large,37.857,-93.999,3295.0,EL DORADO SPRINGS MEM,United States,Mississippi
,FARMINGTON,FAM,,,Large,37.761,-90.429,4221.0,FARMINGTON RGNL,United States,Mississippi
,FESTUS,FES,,,Large,38.195,-90.385,2202.0,FESTUS MEM,United States,Mississippi
1,Fort Leonard Wood,TBN,TBN,KTBN,Medium,37.742,-92.141,5537.0,WAYNESVILLE RGNL ARPT AT FORNEY FLD,United States,Mississippi
,FREDERICKTOWN,H88,,,Large,37.606,-90.287,4000.0,FREDERICKTOWN RGNL,United States,Mississippi
,Fulton,FTT,,,Large,38.838,-92.003,4000.0,ELTON HENSLEY MEM,United States,Mississippi
,HIGGINSVILLE,HIG,,,Large,39.073,-93.677,4400.0,HIGGINSVILLE INDUSTRIAL MUNI,United States,Mississippi
,JEFFERSON CITY,JEF,JEF,,Large,38.591,-92.156,6001.0,JEFFERSON CITY MEM,United States,Mississippi
1,JOPLIN,JLN,JLN,KJLN,Large,37.152,-94.498,6500.0,JOPLIN RGNL,United States,Mississippi
,Kaiser/Lake Ozark,AIZ,AIZ,,Large,38.096,-92.549,6497.0,LEE C FINE MEM,United States,Mississippi
17,KANSAS CITY,MCI,MCI,KMCI,Large,39.298,-94.714,10801.0,KANSAS CITY INTL,United States,Mississippi
1,Kansas City,MKC,MKC,KMKC,Large,39.123,-94.593,7002.0,CHARLES B WHEELER DOWNTOWN,United States,Mississippi
,KENNETT,TKX,KNT,,Large,36.226,-90.037,5000.0,KENNETT MEM,United States,Mississippi
1,KIRKSVILLE,IRK,IRK,KIRK,Large,40.093,-92.545,6005.0,KIRKSVILLE RGNL,United States,Mississippi
,Knob Noster,SZL,SZL,KSZL,Medium,38.73,-93.548,12400.0,WHITEMAN AFB,United States,Mississippi
,Lebanon,LBO,,,Large,37.648,-92.652,5000.0,FLOYD W JONES LEBANON,United States,Mississippi
,LEE'S SUMMIT,LXT,,,Large,38.96,-94.371,4016.0,LEES SUMMIT MUNI,United States,Mississippi
,MACON,K89,,,Large,39.729,-92.464,3300.0,MACON FOWER MEM,United States,Mississippi
,MALDEN,MAW,MAW,,Large,36.601,-89.992,5011.0,MALDEN MUNI,United States,Mississippi
,MARSHALL,MHL,MHL,,Large,39.096,-93.203,4701.0,MARSHALL MEM MUNI,United States,Mississippi
,MARYVILLE,EVU,,,Large,40.352,-94.915,4000.0,NORTHWEST MISSOURI RGNL,United States,Mississippi
,MEXICO,MYJ,,,Large,39.158,-91.818,5501.0,MEXICO MEM,United States,Mississippi
,Moberly,MBY,,,Large,39.464,-92.427,4270.0,OMAR N BRADLEY,United States,Mississippi
,MOUNTAIN VIEW,MNF,,,Large,36.993,-91.714,5005.0,MOUNTAIN VIEW,United States,Mississippi
,NEOSHO,EOS,EOS,,Large,36.811,-94.392,5001.0,NEOSHO HUGH ROBINSON,United States,Mississippi
,NEVADA,NVD,,,Large,37.852,-94.305,5901.0,NEVADA MUNI,United States,Mississippi
,Osage Beach,K15,,,Large,38.11,-92.681,3205.0,GRAND GLAIZE OSAGE BEACH,United States,Mississippi
,PERRYVILLE,K02,,,Large,37.869,-89.862,7000.0,PERRYVILLE MUNI,United States,Mississippi
,POINT LOOKOUT,PLK,PLK,,Large,36.626,-93.229,3653.0,M GRAHAM CLARK TANEY CO,United States,Mississippi
,POPLAR BLUFF,POF,,,Large,36.774,-90.325,5008.0,POPLAR BLUFF MUNI,United States,Mississippi
,Potosi,8WC,,,Large,37.929,-90.731,4000.0,WASHINGTON CO,United States,Mississippi
,ROLLA,K07,,,Large,37.936,-91.814,3028.0,ROLLA DOWNTOWN,United States,Mississippi
,ROLLA/VICHY,VIH,VIH,,Large,38.127,-91.77,5500.0,ROLLA NATIONAL,United States,Mississippi
,SALEM,K33,,,Large,37.615,-91.604,2998.0,SALEM MEM,United States,Mississippi
,SEDALIA,DMO,DMO,,Large,38.707,-93.176,5500.0,SEDALIA MEM,United States,Mississippi
,SIKESTON,SIK,SIK,,Large,36.899,-89.562,5502.0,SIKESTON MEM MUNI,United States,Mississippi
7,SPRINGFIELD,SGF,SGF,KSGF,Large,37.246,-93.389,8000.0,SPRINGFIELD BRANSON NATL,United States,Mississippi
,Springfield,3DW,,,Large,37.222,-93.248,4035.0,DOWNTOWN,United States,Mississippi
,ST CHARLES,3SQ,,,Large,38.849,-90.5,3451.0,ST CHARLES,United States,Mississippi
,ST CHARLES,SET,,,Large,38.93,-90.43,3800.0,ST CHARLES CO SMARTT,United States,Mississippi
,ST CLAIR,K39,,,Large,38.376,-90.971,3198.0,ST CLAIR RGNL,United States,Mississippi
2,St Louis,SUS,SUS,KSUS,Large,38.662,-90.652,7485.0,SPIRIT OF ST LOUIS,United States,Mississippi
,ST LOUIS,1H0,,,Large,38.727,-90.508,4500.0,CREVE COEUR,United States,Mississippi
15,St Louis,STL,STL,KSTL,Large,38.749,-90.37,10818.0,LAMBERT ST LOUIS INTL,United States,Mississippi
,St. Joseph,STJ,STJ,KSTJ,Large,39.772,-94.91,8059.0,ROSECRANS MEM,United States,Mississippi
,STOCKTON,MO3,,,Large,37.66,-93.817,3060.0,STOCKTON MUNI,United States,Mississippi
,Warrensburg,,,,Large,38.784,-93.803,4206.0,SKYHAVEN,United States,Mississippi
,WASHINGTON,MO6,,,Large,38.588,-90.994,5000.0,WASHINGTON MEM,United States,Mississippi
,WEST PLAINS,UNO,,,Large,36.878,-91.903,5102.0,WEST PLAINS MUNI,United States,Mississippi
,Batesville,PMU,,,Large,34.363,-89.893,5000.0,PANOLA CO,United States,Missouri
,Bay St. Louis,HSA,,,Large,30.368,-89.455,8500.0,STENNIS INTL,United States,Missouri
,Biloxi,BIX,BIX,KBIX,Medium,30.41,-88.924,6630.0,KEESLER AFB,United States,Missouri
,BROOKHAVEN,1R7,,,Large,31.606,-90.409,4368.0,BROOKHAVEN LINCOLN CO,United States,Missouri
,CLEVELAND,RNV,,,Large,33.761,-90.758,4006.0,CLEVELAND MUNI,United States,Missouri
,COLUMBUS,CBM,CBM,KCBM,Medium,33.644,-88.444,12000.0,COLUMBUS AFB,United States,Missouri
,COLUMBUS,UBS,UBS,,Large,33.465,-88.38,4500.0,COLUMBUS LOWNDES CO,United States,Missouri
,Columbus West Point Starkville,GTR,GTR,,Large,33.45,-88.591,6467.0,GOLDEN TRIANGLE RGNL,United States,Missouri
,Corinth,CRX,CRX,,Large,34.915,-88.603,6500.0,ROSCOE TURNER,United States,Missouri
,GREENVILLE,GLH,GLH,,Large,33.483,-90.986,8001.0,MID DELTA RGNL,United States,Missouri
,GREENWOOD,GWO,GWO,KGWO,Large,33.494,-90.085,6503.0,GREENWOOD LEFLORE,United States,Missouri
,GRENADA,GNF,,,Large,33.833,-89.798,7000.0,GRENADA MUNI,United States,Missouri
,GULFPORT,GPT,GPT,KGPT,Medium,30.407,-89.07,9002.0,GULFPORT BILOXI INTL,United States,Missouri
,Hattiesburg,HBG,HBG,,Large,31.265,-89.253,6094.0,BOBBY L CHAIN MUNI,United States,Missouri
,HOLLY SPRINGS,M41,,,Large,34.804,-89.521,3201.0,HOLLY SPRINGS MARSHALL CO,United States,Missouri
,INDIANOLA,IDL,,,Large,33.486,-90.679,6991.0,INDIANOLA MUNI,United States,Missouri
,Jackson,HKS,HKS,,Large,32.334,-90.222,5387.0,HAWKINS FLD,United States,Missouri
,JACKSON,JAN,JAN,KJAN,Medium,32.311,-90.076,8500.0,JACKSON EVERS INTL,United States,Missouri
,Laurel Hattiesburg,PIB,PIB,KPIB,Large,31.467,-89.337,6501.0,HATTIESBURG LAUREL RGNL,United States,Missouri
,LOUISVILLE,LMS,,,Large,33.146,-89.062,4519.0,LOUISVILLE WINSTON CO,United States,Missouri
,Madison,MBO,DXE,,Large,32.439,-90.103,4444.0,BRUCE CAMPBELL FLD,United States,Missouri
,MC COMB,MCB,MCB,KMCB,Large,31.178,-90.472,5000.0,MC COMB PIKE CO JOHN E LEWIS FLD,United States,Missouri
,Meridian,MEI,MEI,KMEI,Medium,32.331,-88.754,9003.0,KEY FLD,United States,Missouri
,MERIDIAN,NMM,,KNMM,Medium,32.552,-88.556,8002.0,MERIDIAN NAS,United States,Missouri
,Moscow,NJW,,,Medium,32.796,-88.832,7976.0,JOE WILLIAMS NOLF,United States,Missouri
,Natchez,HEZ,HEZ,,Large,31.614,-91.297,6500.0,HARDY ANDERS FLD NATCHEZ ADAMS CO,United States,Missouri
,OLIVE BRANCH,OLV,OLV,,Large,34.979,-89.787,6000.0,OLIVE BRANCH,United States,Missouri
,Starkville,STF,,,Large,33.433,-88.849,5550.0,GEORGE M BRYAN,United States,Missouri
,TUPELO,TUP,TUP,KTUP,Large,34.268,-88.77,6500.0,TUPELO RGNL,United States,Missouri
,YAZOO CITY,87I,,,Large,32.883,-90.464,5000.0,YAZOO CO,United States,Missouri
,ANACONDA,3U3,,,Large,46.153,-112.868,6011.0,BOWMAN FLD,United States,Montana
10,BILLINGS,BIL,BIL,KBIL,Large,45.808,-108.543,10518.0,BILLINGS LOGAN INTL,United States,Montana
8,Bozeman,BZN,BZN,KBZN,Large,45.777,-111.153,9003.0,GALLATIN FLD,United States,Montana
1,Butte,BTM,BTM,KBTM,Large,45.955,-112.497,9001.0,BERT MOONEY,United States,Montana
,CUT BANK,CTB,CTB,KCTB,Large,48.608,-112.376,5300.0,CUT BANK MUNI,United States,Montana
,DILLON,DLN,DLN,,Large,45.255,-112.553,6500.0,DILLON,United States,Montana
1,Glasgow,GGW,GGW,KGGW,Large,48.212,-106.615,5001.0,WOKAL FLD GLASGOW INTL,United States,Montana
5,GREAT FALLS,GTF,GTF,KGTF,Large,47.482,-111.371,10502.0,GREAT FALLS INTL,United States,Montana
3,HELENA,HLN,HLN,KHLN,Large,46.607,-111.983,9000.0,HELENA RGNL,United States,Montana
6,KALISPELL,GPI,FCA,KFCA,Large,48.31,-114.256,9007.0,GLACIER PARK INTL,United States,Montana
,LIBBY,S59,,,Large,48.284,-115.49,5000.0,LIBBY,United States,Montana
,Miles City,MLS,MLS,KMLS,Large,46.428,-105.886,5680.0,FRANK WILEY FLD,United States,Montana
