Airlines,city,FAA,IATA,ICAO,kind,latitude,longitude,max_runway,name,country,state
4,BAHIA BLANCA,,BHI,SAZB,Medium,-38.725,-62.169,8579.0,COMANDANTE ESPORA,Argentina,
,Buenos Aires,,,SADM,Medium,-34.676,-58.643,9350.0,MORON,Argentina,
,Buenos Aires,,EPA,SADP,Medium,-34.61,-58.613,6923.0,EL PALOMAR,Argentina,
41,Buenos Aires,,EZE,SAEZ,Large,-34.822,-58.536,10827.0,MINISTRO PISTARINI,Argentina,
10,Buenos Aires,,AEP,SABE,Medium,-34.559,-58.416,6890.0,AEROPARQUE JORGE NEWBERY,Argentina,
2,Catamarca,,CTC,SANC,Medium,-28.593,-65.751,9186.0,CATAMARCA,Argentina,
4,Comodoro Rivadavia,,CRD,SAVC,Medium,-45.785,-67.466,9275.0,COMODORO RIVADAVIA,Argentina,
,Concordia,,COC,SAAC,Medium,-31.297,-57.997,5249.0,COMODORO PIERRESTEGUI,Argentina,
11,Cordoba,,COR,SACO,Medium,-31.324,-64.208,10410.0,AMBROSIO L V TARAVELLA,Argentina,
2,Corrientes,,CNQ,SARC,Medium,-27.446,-58.762,6890.0,CORRIENTES,Argentina,
,Curuzu Cuatia,,UZU,SATU,Medium,-29.771,-57.979,6960.0,CURUZU CUATIA,Argentina,
,Cutral-Co,,CUT,SAZW,Medium,-38.94,-69.265,5558.0,CUTRALCO,Argentina,
1,El Bolson,,EHL,SAVB,Medium,-41.943,-71.532,4265.0,EL BOLSON,Argentina,
5,El Calafate,,FTE,SAWC,Medium,-50.28,-72.053,8366.0,EL CALAFATE,Argentina,
2,Esquel,,EQS,SAVE,Medium,-42.908,-71.139,7785.0,ESQUEL,Argentina,
1,Formosa,,FMA,SARF,Medium,-26.213,-58.228,5905.0,FORMOSA,Argentina,
,General Pico,,GPO,SAZG,Medium,-35.696,-63.758,7710.0,GENERAL PICO,Argentina,
,Goya,,OYA,SATG,Medium,-29.099,-59.251,6988.0,GOYA,Argentina,
,Gualeguaychu,,GHU,SAAG,Medium,-33.01,-58.613,4357.0,GUALEGUAYCHU,Argentina,
3,Iguazu,,IGR,SARI,Medium,-25.737,-54.473,10826.0,CATARATAS DEL IGUAZU,Argentina,
,Junin,,JNI,SAAJ,Medium,-34.546,-60.931,4921.0,JUNIN,Argentina,
,La Plata,,LPG,SADL,Medium,-34.972,-57.895,4682.0,LA PLATA,Argentina,
1,La Rioja,,IRJ,SANL,Medium,-29.382,-66.796,9383.0,LA RIOJA,Argentina,
,Las Heras,,LHS,SAVH,Medium,-46.533,-68.951,4386.0,LAS HERAS,Argentina,
3,Malargue,,LGS,SAMM,Medium,-35.494,-69.574,8677.0,MALARGUE,Argentina,
3,Mar del Plata,,MDQ,SAZM,Medium,-37.934,-57.573,7218.0,MAR DEL PLATA,Argentina,
5,Mendoza,,MDZ,SAME,Medium,-32.832,-68.793,9151.0,EL PLUMERILLO,Argentina,
,Monte Caseros,,MCS,SARM,Medium,-30.272,-57.64,3819.0,MONTE CASEROS,Argentina,
1,Necochea,,NEC,SAZO,Medium,-38.483,-58.817,4923.0,NECOCHEA,Argentina,
4,Neuquen,,NQN,SAZN,Medium,-38.949,-68.156,8432.0,PRESIDENTE PERON,Argentina,
,Orán,,ORA,SASO,Medium,-23.153,-64.329,4722.0,ORAN,Argentina,
2,Parana,,PRA,SAAP,Medium,-31.795,-60.48,6890.0,GENERAL URQUIZA,Argentina,
,Paso de los Libres,,AOL,SARL,Medium,-29.689,-57.152,7184.0,PASO DE LOS LIBRES,Argentina,
,Pehuajo,,PEH,SAZP,Medium,-35.845,-61.858,4921.0,COMODORO P ZANNI,Argentina,
,Perito Moreno,,PMQ,SAWP,Medium,-46.538,-70.979,5577.0,PERITO MORENO,Argentina,
2,Posadas,,PSS,SARP,Medium,-27.386,-55.971,7406.0,POSADAS,Argentina,
1,Puerto Deseado,,PUD,SAWD,Medium,-47.735,-65.904,4921.0,PUERTO DESEADO,Argentina,
2,Puerto Madryn,,PMY,SAVY,Medium,-42.759,-65.103,8202.0,EL TEHUELCHE,Argentina,
,Reconquista,,RCQ,SATR,Medium,-29.21,-59.68,9186.0,RECONQUISTA,Argentina,
2,Resistencia,,RES,SARE,Medium,-27.45,-59.056,9088.0,RESISTENCIA,Argentina,
,Rincon de los Sauces,,RDS,SAHS,Medium,-37.391,-68.904,4921.0,RINCON DE LOS SAUCES,Argentina,
1,Rio Cuarto,,RCU,SAOC,Medium,-33.085,-64.261,7374.0,RIO CUARTO AREA DE MATERIAL,Argentina,
5,Rio Gallegos,,RGL,SAWG,Medium,-51.609,-69.313,11647.0,RIO GALLEGOS,Argentina,
3,Rio Grande,,RGA,SAWE,Medium,-53.778,-67.749,6561.0,RIO GRANDE,Argentina,
9,Rio Negro,,BRC,SAZS,Medium,-41.151,-71.158,7703.0,SAN CARLOS DE BARILOCHE,Argentina,
6,Rosario,,ROS,SAAR,Medium,-32.904,-60.785,9843.0,ROSARIO,Argentina,
7,Salta,,SLA,SASA,Medium,-24.856,-65.486,9843.0,SALTA,Argentina,
,San Fernando,,FDO,SADF,Medium,-34.453,-58.59,6253.0,SAN FERNANDO,Argentina,
4,San Juan,,UAQ,SANU,Medium,-31.571,-68.418,8071.0,SAN JUAN,Argentina,
1,San Julian,,ULA,SAWJ,Medium,-49.307,-67.803,6561.0,SAN JULIAN,Argentina,
1,San Luis,,LUQ,SAOU,Medium,-33.273,-66.356,9678.0,SAN LUIS,Argentina,
2,San Martin de los Andes,,CPC,SAZY,Medium,-40.075,-71.137,8202.0,AVIADOR C CAMPOS,Argentina,
1,San Rafael,,AFA,SAMR,Medium,-34.588,-68.404,7416.0,SAN RAFAEL,Argentina,
3,San Salvador de Jujuy,,JUJ,SASJ,Medium,-24.393,-65.098,9698.0,JUJUY,Argentina,
1,Santa Cruz,,RZA,SAWU,Medium,-50.017,-68.579,6561.0,SANTA CRUZ,Argentina,
1,Santa Fe,,SFN,SAAV,Medium,-31.712,-60.812,7628.0,SAUCE VIEJO,Argentina,
1,Santa Rosa,,RSA,SAZR,Medium,-36.588,-64.276,7546.0,SANTA ROSA,Argentina,
,Santa Teresita,,SST,SAZL,Medium,-36.542,-56.722,4921.0,SANTA TERESITA,Argentina,
1,Santiago del Estero,,SDE,SANE,Medium,-27.766,-64.31,7946.0,SANTIAGO DEL ESTERO,Argentina,
,Tandil,,TDL,SAZT,Medium,-37.237,-59.228,8366.0,TANDIL,Argentina,
,Tartagal,,TTG,SAST,Medium,-22.619,-63.793,4921.0,GENERAL ENRIQUE MOSCONI,Argentina,
1,Termas de Río Hondo,,RHD,SANR,Medium,-27.497,-64.936,,Termas de Río Hondo international Airport,Argentina,
3,Trelew,,REL,SAVT,Medium,-43.211,-65.27,8399.0,ALMIRANTE ZAR,Argentina,
,Tres Arroyos,,OYO,SAZH,Medium,-38.387,-60.33,3934.0,TRES ARROYOS,Argentina,
4,Tucuman,,TUC,SANT,Medium,-26.841,-65.105,9515.0,TENIENTE BENJAMIN MATIENZO,Argentina,
8,Ushuaia,,USH,SAWH,Medium,-54.843,-68.296,8661.0,USHUAIA MALVINAS ARGENTINAS,Argentina,
2,Viedma,,VDM,SAVV,Medium,-40.869,-63.0,8366.0,GOBERNADOR CASTELLO,Argentina,
,Villa Dolores,,VDR,SAOD,Medium,-31.945,-65.146,4622.0,VILLA DOLORES,Argentina,
1,Villa Gesell,,VLG,SAZV,Medium,-37.235,-57.029,5770.0,VILLA GESELL,Argentina,
,Villa Maria,,,SAOV,Medium,-32.32,-63.227,,Presidente Néstor Kirchner Regionsl Airport,Argentina,
,Villa Mercedes,,VME,SAOR,Medium,-33.725,-65.378,7874.0,VILLA REYNOLDS,Argentina,
,Zapala,,APZ,SAHZ,Medium,-38.975,-70.114,6818.0,ZAPALA,Argentina,
,Almeirim,,MEU,SBMD,Medium,-0.89,-52.602,5906.0,MONTE DOURADO,Brazil,
1,Alta Floresta,,AFL,SBAT,Medium,-9.866,-56.106,8245.0,ALTA FLORESTA,Brazil,
4,Altamira,,ATM,SBHT,Medium,-3.254,-52.254,6572.0,ALTAMIRA,Brazil,
,Anápolis,,,SBAN,Medium,-16.229,-48.964,10827.0,BASE AEREA,Brazil,
4,Aracaju,,AJU,SBAR,Medium,-10.984,-37.07,7218.0,SANTA MARIA,Brazil,
1,Araçatuba,,ARU,SBAU,Medium,-21.141,-50.425,6955.0,ARACATUBA,Brazil,
,Araraquara,,AQA,SBAQ,Medium,-21.812,-48.133,5905.0,ARARAQUARA,Brazil,
,Bage,,BGX,SBBG,Medium,-31.391,-54.112,4921.0,COMANDANTE GUSTAVO KRAEMER,Brazil,
,Barbacena,,QAK,SBBQ,Medium,-21.267,-43.761,5774.0,MAJOR BRIGADEIRO DOORGAL BORGES,Brazil,
1,Barra Do Garças,,BPG,SBBW,Medium,-15.861,-52.389,5243.0,BARRA DO GARCAS,Brazil,
,Barretos,,BAT,SBBT,Medium,-20.585,-48.594,5905.0,CHAFEI AMSEI,Brazil,
,Bauru,,BAU,SBBU,Medium,-22.345,-49.054,4925.0,BAURU,Brazil,
2,Bauru,,JTC,SJTC,Medium,-22.167,-49.05,,Bauru - Arealva Airport,Brazil,
7,Belem,,BEL,SBBE,Large,-1.379,-48.476,9180.0,VAL DE CANS INTL,Brazil,
11,Belo Horizonte,,CNF,SBCF,Large,-19.634,-43.969,9843.0,TANCREDO NEVES INTL,Brazil,
3,Belo Horizonte,,PLU,SBBH,Medium,-19.851,-43.951,8220.0,PAMPULHA CARLOS DRUMMOND DE ANDRADE,Brazil,
5,Boa Vista,,BVB,SBBV,Medium,2.846,-60.69,8858.0,BOA VISTA,Brazil,
,Bom Jesus Da Lapa,,LAZ,SBLP,Medium,-13.262,-43.408,3973.0,BOM JESUS DA LAPA,Brazil,
10,Brasilia,,BSB,SBBR,Large,-15.871,-47.919,10827.0,PRESIDENTE JUSCELINO KUBITSCHEK,Brazil,
,Cabo Frio,,BZC,SBBZ,Medium,-22.771,-41.963,4223.0,UMBERTO MODIANO,Brazil,
2,Campina Grande,,CPV,SBKG,Medium,-7.27,-35.896,5249.0,PRESIDENTE JOAO SUASSUNA,Brazil,
10,Campinas,,VCP,SBKP,Medium,-23.007,-47.135,10630.0,VIRACOPOS,Brazil,
4,Campo Grande,,CGR,SBCG,Medium,-20.469,-54.672,8530.0,CAMPO GRANDE,Brazil,
1,Campos Dos Goitacazes,,CAW,SBCP,Medium,-21.698,-41.302,5066.0,BARTOLOMEU LISANDRO,Brazil,
,Caravelas,,CRQ,SBCV,Medium,-17.652,-39.253,5020.0,CARAVELAS,Brazil,
,Carolina,,CLN,SBCI,Medium,-7.32,-47.459,5905.0,CAROLINA,Brazil,
2,Cascavel,,CAC,SBCA,Medium,-25.0,-53.501,5299.0,CASCAVEL,Brazil,
2,Caxias Do Sul,,CXJ,SBCX,Medium,-29.197,-51.188,6362.0,CAMPO DOS BUGRES,Brazil,
3,Chapecó,,XAP,SBCH,Medium,-27.134,-52.657,8120.0,CHAPECO,Brazil,
,Conceição Do Araguaia,,CDJ,SBAA,Medium,-8.348,-49.302,5905.0,CONCEICAO DO ARAGUAIA,Brazil,
1,Corumbá,,CMG,SBCR,Medium,-19.012,-57.673,6565.0,CORUMBA INTL,Brazil,
1,Criciuma,,CCM,SBCM,Medium,-28.726,-49.425,4882.0,FORQUILHINHA,Brazil,
1,Cruzeiro Do Sul,,CZS,SBCZ,Medium,-7.6,-72.769,7874.0,CRUZEIRO DO SUL,Brazil,
7,Cuiaba,,CGB,SBCY,Medium,-15.653,-56.117,7546.0,MARECHAL RONDON,Brazil,
,Curitiba,,BFH,SBBI,Medium,-25.405,-49.232,4560.0,BACACHERI,Brazil,
7,Curitiba,,CWB,SBCT,Large,-25.528,-49.176,7267.0,AFONSO PENA,Brazil,
2,Fernando De Noronha,,FEN,SBFN,Medium,-3.855,-32.423,6053.0,FERNANDO DE NORONHA,Brazil,
9,Florianopolis,,FLN,SBFL,Large,-27.67,-48.547,7546.0,HERCILIO LUZ,Brazil,
9,Fortaleza,,FOR,SBFZ,Medium,-3.776,-38.533,8350.0,PINTO MARTINS INTL,Brazil,
4,Foz Do Iguacu,,IGU,SBFI,Medium,-25.596,-54.487,7201.0,CATARATAS INTL,Brazil,
5,Goiania,,GYN,SBGO,Medium,-16.632,-49.221,8204.0,SANTA GENOVEVA,Brazil,
,Guajará-Mirim,,GJM,SBGM,Medium,-10.786,-65.285,5889.0,GUAJARA MIRIM,Brazil,
,Guaratinguetá,,GUJ,SBGW,Medium,-22.792,-45.205,5089.0,GUARATINGUETA,Brazil,
,Guaruja,,SSZ,SBST,Medium,-23.925,-46.288,4560.0,BASE AEREA DE SANTOS,Brazil,
4,Ilhéus,,IOS,SBIL,Medium,-14.816,-39.033,5174.0,ILHEUS,Brazil,
2,Imperatriz,,IMP,SBIZ,Medium,-5.531,-47.46,5899.0,PREFEITO RENATO MOREIRA,Brazil,
,Itacoatiara,,ITA,SBIC,Medium,-3.127,-58.481,4970.0,ITACOATIARA,Brazil,
2,Itaituba,,ITB,SBIH,Medium,-4.242,-56.001,5266.0,ITAITUBA,Brazil,
,Jacareacanga,,JCR,SBEK,Medium,-6.233,-57.777,5249.0,JACAREACANGA,Brazil,
4,Joao Pessoa,,JPA,SBJP,Medium,-7.148,-34.951,8251.0,PRESIDENTE CASTRO PINTO,Brazil,
3,Joinville,,JOI,SBJV,Medium,-26.224,-48.797,5381.0,LAURO CARNEIRO DE LOYOLA,Brazil,
,Juiz De Fora,,JDF,SBJF,Medium,-21.791,-43.387,5036.0,FRANCISCO DE ASSIS,Brazil,
2,Juiz de Fora,,,SBZM,Medium,-21.513,-43.173,,Presidente Itamar Franco Airport,Brazil,
2,Juiz De Fora,,IZA,SDZY,Medium,-21.513,-43.173,,Zona da Mata Regional Airport,Brazil,
1,Lages,,LAJ,SBLJ,Medium,-27.782,-50.281,5020.0,LAGES,Brazil,
,Lins,,LIP,SBLN,Medium,-21.664,-49.731,5645.0,LINS,Brazil,
3,Londrina,,LDB,SBLO,Medium,-23.334,-51.13,6890.0,LONDRINA,Brazil,
,Macaé,,MEA,SBME,Medium,-22.343,-41.766,3937.0,MACAE,Brazil,
3,Macapá,,MCP,SBMQ,Medium,0.051,-51.072,6890.0,MACAPA,Brazil,
4,Maceio,,MCZ,SBMO,Medium,-9.511,-35.792,8537.0,ZUMBI DOS PALMARES,Brazil,
15,Manaus,,MAO,SBEG,Medium,-3.039,-60.05,8858.0,EDUARDO GOMES INTL,Brazil,
,Manaus,,PLL,SBMN,Medium,-3.146,-59.986,7310.0,PONTA PELADA,Brazil,
,Manicoré,,MNX,SBMY,Medium,-5.811,-61.278,4215.0,MANICORE,Brazil,
3,Marabá,,MAB,SBMA,Medium,-5.369,-49.138,6562.0,MARABA,Brazil,
1,Marília,,MII,SBML,Medium,-22.197,-49.926,5530.0,MARILIA,Brazil,
2,MARINGA,,MGF,SBMG,Medium,-23.476,-52.016,6890.0,REGIONAL DE MARINGA SILVIO NAME JUNIOR,Brazil,
,Minaçu,,MQH,SBMC,Medium,-13.549,-48.195,4389.0,MINACU,Brazil,
2,Montes Claros,,MOC,SBMK,Medium,-16.707,-43.819,6890.0,MARIO RIBEIRO,Brazil,
,Mossoro,,MVF,SBMS,Medium,-5.202,-37.364,6562.0,DIX SEPT ROSADO,Brazil,
6,Natal,,,SBSG,Large,-5.768,-35.376,,Governador Aluízio Alves International Airport,Brazil,
,Natal,,NAT,SBNT,Medium,-5.911,-35.248,8531.0,AUGUSTO SEVERO,Brazil,
3,Navegantes,,NVT,SBNF,Medium,-26.88,-48.651,5581.0,MINISTRO VICTOR KONDER INTL,Brazil,
,Novo Progresso,,,SBCC,Medium,-9.334,-54.965,8537.0,CACHIMBO,Brazil,
,Obidos,,,SBTS,Medium,2.223,-55.946,5249.0,TIRIOS,Brazil,
,Oiapoque,,OYK,SBOI,Medium,3.855,-51.797,3937.0,OIAPOQUE,Brazil,
1,Oriximina,,TMT,SBTB,Medium,-1.49,-56.397,5249.0,TROMBETAS,Brazil,
4,Palmas,,PMW,SBPJ,Medium,-10.292,-48.357,8185.0,BRIGADEIRO LYSIAS RODRIGUES,Brazil,
2,Parauapebas,,CKS,SBCJ,Medium,-6.118,-50.003,6562.0,CARAJAS,Brazil,
2,Passo Fundo,,PFB,SBPF,Medium,-28.244,-52.327,5577.0,LAURO KURTZ,Brazil,
1,Paulo Afonso,,PAV,SBUF,Medium,-9.401,-38.251,5906.0,PAULO AFONSO,Brazil,
1,Pelotas,,PET,SBPK,Medium,-31.718,-52.328,6503.0,PELOTAS,Brazil,
3,Petrolina,,PNZ,SBPL,Medium,-9.362,-40.569,10645.0,SENADOR NILO COELHO,Brazil,
,Piracununga,,QPS,SBYS,Medium,-21.985,-47.335,6919.0,CAMPO FONTENELLE,Brazil,
,Poços De Caldas,,POO,SBPC,Medium,-21.843,-46.568,4101.0,POCOS DE CALDAS,Brazil,
,Ponta Porã,,PMG,SBPP,Medium,-22.55,-55.703,6562.0,PONTA PORA,Brazil,
10,Porto Alegre,,POA,SBPA,Medium,-29.994,-51.171,7481.0,SALGADO FILHO,Brazil,
,Porto Alegre,,QNS,SBCO,Medium,-29.946,-51.144,9025.0,CANOAS,Brazil,
,Porto Nacional,,PNB,SBPN,Medium,-10.719,-48.4,5577.0,PORTO NACIONAL,Brazil,
6,Porto Seguro,,BPS,SBPS,Medium,-16.439,-39.081,6562.0,PORTO SEGURO,Brazil,
3,Porto Velho,,PVH,SBPV,Medium,-8.709,-63.902,7925.0,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,Brazil,
2,Presidente Prudente,,PPB,SBDN,Medium,-22.175,-51.425,6923.0,PRESIDENTE PRUDENTE,Brazil,
11,Recife,,REC,SBRF,Medium,-8.127,-34.923,9865.0,GUARARAPES GILBERTO FREYRE INTL,Brazil,
4,Ribeirao Preto,,RAO,SBRP,Medium,-21.134,-47.774,6562.0,LEITE LOPES,Brazil,
3,Rio Branco,,RBR,SBRB,Medium,-9.869,-67.894,7080.0,PRESIDENTE MEDICI,Brazil,
,Rio De Janeiro,,SNZ,SBSC,Medium,-22.932,-43.719,8986.0,SANTA CRUZ,Brazil,
,Rio De Janeiro,,,SBAF,Medium,-22.875,-43.385,6565.0,CAMPO DELIO JARDIM DE MATTOS,Brazil,
32,Rio De Janeiro,,GIG,SBGL,Large,-22.809,-43.244,13123.0,GALEAO ANTONIO CARLOS JOBIM,Brazil,
4,Rio De Janeiro,,SDU,SBRJ,Medium,-22.91,-43.163,4341.0,SANTOS DUMONT,Brazil,
13,Salvador,,SSA,SBSV,Large,-12.911,-38.331,9859.0,DEPUTADO LUIS EDUARDO MAGALHAES,Brazil,
1,Santa Maria,,RIA,SBSM,Medium,-29.711,-53.688,8858.0,SANTA MARIA,Brazil,
2,Santana Do Paraiso,,IPN,SBIP,Medium,-19.471,-42.488,6562.0,USIMINAS,Brazil,
5,Santarém,,STM,SBSN,Medium,-2.422,-54.793,7874.0,SANTAREM,Brazil,
,Santo Ângelo,,GEL,SBNM,Medium,-28.282,-54.169,5332.0,SANTO ANGELO,Brazil,
1,São Gabriel Da Cachoeira,,SJL,SBUA,Medium,-0.148,-66.986,8530.0,SAO GABRIEL DA CACHOEIRA,Brazil,
4,São José Do Rio Preto,,SJP,SBSR,Medium,-20.817,-49.407,5381.0,SAO JOSE DO RIO PRETO,Brazil,
,São José Dos Campos,,SJK,SBSJ,Medium,-23.228,-45.863,8779.0,PROFESSOR URBANO ERNESTO STUMPF,Brazil,
3,Sao Luis,,SLZ,SBSL,Medium,-2.585,-44.234,7850.0,MARECHAL CUNHA MACHADO INTL,Brazil,
4,Sao Paulo,,CGH,SBSP,Large,-23.627,-46.655,6165.0,CONGONHAS,Brazil,
,Sao Paulo,,MAE,SBMT,Medium,-23.509,-46.638,4760.0,MARTE,Brazil,
42,Sao Paulo,,GRU,SBGR,Large,-23.432,-46.47,11945.0,GUARULHOS GOV ANDRE FRANCO MONTOURO,Brazil,
1,Tabatinga,,TBT,SBTT,Medium,-4.256,-69.936,7054.0,TABATINGA,Brazil,
,Tarauacá,,TRQ,SBTK,Medium,-8.155,-70.783,4019.0,TARAUACA,Brazil,
,Taubaté,,QHP,SBTA,Medium,-23.04,-45.516,4894.0,BASE DE AVIACAO DE TAUBATE,Brazil,
2,Tefé,,TFF,SBTF,Medium,-3.383,-64.724,7218.0,TEFE,Brazil,
,Telêmaco Borba,,TEC,SBTL,Medium,-24.318,-50.652,5906.0,TELEMACO BORBA,Brazil,
4,Teresina,,THE,SBTE,Medium,-5.06,-42.823,7218.0,SENADOR PETRONIO PORTELLA,Brazil,
1,Tucuruí,,TUR,SBTU,Medium,-3.786,-49.72,6562.0,TUCURUI,Brazil,
3,Uberaba,,UBA,SBUR,Medium,-19.765,-47.965,5771.0,UBERABA,Brazil,
4,Uberlândia,,UDI,SBUL,Medium,-18.883,-48.226,6398.0,TEN CEL AV CESAR BOMBONATO,Brazil,
1,Uruguaiana,,URG,SBUG,Medium,-29.782,-57.038,4921.0,RUBEM BERTA,Brazil,
,Varginha,,VAG,SBVG,Medium,-21.59,-45.473,4921.0,MAJOR BRIGADEIRO TROMPOWSKY,Brazil,
1,Vilhena,,BVH,SBVH,Medium,-12.694,-60.098,8530.0,VILHENA,Brazil,
3,Vitoria,,VIX,SBVT,Medium,-20.258,-40.286,5741.0,GOIABEIRAS,Brazil,
2,Vitória Da Conquista,,VDC,SBQV,Medium,-14.863,-40.863,5823.0,VITORIA DA CONQUISTA,Brazil,
2,Arauca,,AUC,SKUC,Medium,7.069,-70.737,6890.0,SANTIAGO PEREZ,Colombia,
5,Armenia,,AXM,SKAR,Medium,4.453,-75.766,7045.0,EL EDEN,Colombia,
3,Bahia Solano,,BSC,SKBS,Medium,6.203,-77.395,3973.0,JOSE CELESTINO MUTIS,Colombia,
2,Barrancabermeja,,EJA,SKEJ,Medium,7.024,-73.807,5905.0,YARIGUIES,Colombia,
9,Barranquilla,,BAQ,SKBQ,Medium,10.89,-74.781,9842.0,ERNESTO CORTISSOZ,Colombia,
49,Bogota,,BOG,SKBO,Large,4.702,-74.147,12467.0,ELDORADO INTL,Colombia,
7,Bucaramanga,,BGA,SKBG,Medium,7.127,-73.185,7381.0,PALONEGRO,Colombia,
1,Buenaventura,,BUN,SKBU,Medium,3.82,-76.99,3945.0,GERARDO TOBAR LOPEZ,Colombia,
14,Cali,,CLO,SKCL,Medium,3.543,-76.382,9842.0,ALFONSO BONILLA ARAGON INTL,Colombia,
4,Carepa,,APO,SKLC,Medium,7.812,-76.716,7153.0,ANTONIO ROLDAN BETANCOURT,Colombia,
14,Cartagena,,CTG,SKCG,Medium,10.442,-75.513,8530.0,RAFAEL NUNEZ,Colombia,
,Cartago,,CRC,SKGO,Medium,4.758,-75.956,7118.0,SANTA ANA,Colombia,
1,Caucasia,,CAQ,SKCU,Medium,7.968,-75.198,3794.0,CAUCASIA,Colombia,
2,Corozal,,CZU,SKCZ,Medium,9.333,-75.286,4930.0,LAS BRUJAS,Colombia,
,Coveñas,,CVE,SKCV,Medium,9.401,-75.691,4221.0,COVENAS,Colombia,
7,Cucuta,,CUC,SKCC,Medium,7.928,-72.512,7700.0,CAMILO DAZA,Colombia,
1,El Bagre,,EBG,SKEB,Medium,7.596,-74.809,4310.0,EL BAGRE,Colombia,
,El Banco,,ELB,SKBC,Medium,9.046,-73.975,3985.0,LAS FLORES,Colombia,
1,El Embrujo,,PVA,SKPV,Medium,13.357,-81.358,3832.0,EL EMBRUJO,Colombia,
4,El Yopal,,EYP,SKYP,Medium,5.319,-72.384,7956.0,EL YOPAL,Colombia,
2,Florencia,,FLA,SKFL,Medium,1.589,-75.564,4921.0,GUSTAVO ARTUNDUAGA PAREDES,Colombia,
,Girardot,,GIR,SKGI,Medium,4.276,-74.797,5249.0,SANTIAGO VILA,Colombia,
1,Guapi,,GPI,SKGP,Medium,2.57,-77.899,4256.0,JUAN CASIANO,Colombia,
3,Ibague,,IBE,SKIB,Medium,4.422,-75.133,5905.0,PERALES,Colombia,
1,Ipiales,,IPI,SKIP,Medium,0.862,-77.672,5774.0,SAN LUIS,Colombia,
4,Leticia,,LET,SKLT,Medium,-4.194,-69.943,6168.0,ALFREDO VASQUEZ COBO,Colombia,
,Magangue,,MGN,SKMG,Medium,9.285,-74.846,4921.0,BARACOA,Colombia,
1,Maicao,,MCJ,SKLM,Medium,11.233,-72.49,4876.0,LA MINA,Colombia,
2,Manizales,,MZL,SKMZ,Medium,5.03,-75.465,4835.0,LA NUBIA,Colombia,
,Marandúa,,,SKUA,Medium,5.524,-68.686,6780.0,MARANDUA AB,Colombia,
,Mariquita,,MQU,SKQU,Medium,5.213,-74.884,5905.0,MARIQUITA,Colombia,
5,Medellin,,EOH,SKMD,Medium,6.22,-75.591,7222.0,OLAYA HERRERA,Colombia,
2,Mitu,,MVP,SKMU,Medium,1.254,-70.234,5889.0,FABIO ALBERTO LEON BENTLEY,Colombia,
5,Monteria,,MTR,SKMR,Medium,8.824,-75.826,6285.0,LOS GARZONES,Colombia,
4,Neiva,,NVA,SKNV,Medium,2.95,-75.294,5880.0,BENITO SALAS,Colombia,
,Ocana,,OCV,SKOC,Medium,8.315,-73.358,3937.0,AGUAS CLARAS,Colombia,
2,Pasto,,PSO,SKPS,Medium,1.396,-77.291,7415.0,ANTONIO NARINO,Colombia,
,Paz De Ariporo,,PZA,SKPZ,Medium,5.876,-71.887,4935.0,PAZ DE ARIPORO,Colombia,
7,Pereira,,PEI,SKPE,Medium,4.813,-75.74,6627.0,MATECANA,Colombia,
,Pitalito,,PTX,SKPI,Medium,1.858,-76.086,4912.0,PITALITO,Colombia,
2,Popayan,,PPN,SKPP,Medium,2.454,-76.609,6266.0,GUILLERMO LEON VALENCIA,Colombia,
3,Puerto Asis,,PUU,SKAS,Medium,0.505,-76.501,5331.0,TRES DE MAYO,Colombia,
1,Puerto Carreño,,PCR,SKPC,Medium,6.185,-67.493,5907.0,PUERTO CARRENO,Colombia,
1,Puerto Inirida,,PDA,SKPD,Medium,3.854,-67.906,5910.0,OBANDO,Colombia,
4,Quibdo,,UIB,SKUI,Medium,5.691,-76.641,4593.0,EL CARANO,Colombia,
2,Riohacha,,RCH,SKRH,Medium,11.526,-72.926,5413.0,ALMIRANTE PADILLA,Colombia,
17,Rionegro,,MDE,SKRG,Medium,6.165,-75.423,11483.0,JOSE MARIA CORDOVA,Colombia,
11,San Andres I,,ADZ,SKSP,Medium,12.584,-81.711,7808.0,GUSTAVO ROJAS PINILLA,Colombia,
1,San Jose del Guaviare,,SJE,SKSJ,Medium,2.58,-72.639,4897.0,JORGE E GONZALEZ TORRES,Colombia,
1,San Vicente Del Caguán,,SVI,SKSV,Medium,2.152,-74.766,4921.0,EDUARDO FALLA SOLANO,Colombia,
5,Santa Marta,,SMR,SKSM,Medium,11.12,-74.231,5577.0,SIMON BOLIVAR,Colombia,
1,Tame,,TME,SKTM,Medium,6.451,-71.76,6561.0,TAME,Colombia,
,Tres Esquinas,,TQS,SKTQ,Medium,0.746,-75.234,6220.0,TRES ESQUINAS AB,Colombia,
,Tulua,,ULQ,SKUL,Medium,4.088,-76.235,3495.0,FARFAN,Colombia,
2,Tumaco,,TCO,SKCO,Medium,1.814,-78.749,5249.0,LA FLORIDA,Colombia,
,Tunja,,,SKTJ,Medium,5.541,-73.344,3635.0,TUNJA,Colombia,
4,Valledupar,,VUP,SKVP,Medium,10.435,-73.25,6890.0,ALFONSO LOPEZ PUMAREJO,Colombia,
4,Villavicencio,,VVC,SKVV,Medium,4.168,-73.614,5616.0,VANGUARDIA,Colombia,
,Villavicencio,,API,SKAP,Medium,4.076,-73.563,8204.0,GOMEZ NINO APIAY AB,Colombia,
