29.0,28.0,28.0,23.0,22.0,23.0,17.0,17.0,18.0,14.0,15.0,17.0,0.0,0.0,0.0,4.0,8.0,7.0,55.11973571777344,0.18904807479700175,6.2771192107969656,0.1538488327969939,291.5,666.9,1.0
93.0,33.0,33.0,87.0,30.0,29.0,81.0,26.0,26.0,80.0,26.0,26.0,0.0,38.1,11.94,6.0,10.0,10.0,169.1943817138672,0.2039740727210018,20.405895652720936,0.11888362672100095,291.5,666.9,1.0
85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7,1.0
90.0,86.0,91.0,83.0,81.0,84.0,76.0,75.0,76.0,71.0,73.0,73.0,0.0,0.05,0.37,7.0,6.0,6.0,75.21554565429688,0.04105066116724999,2.80202963836725,2.434152071367254,99.3,184.8,1.0
31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9,1.0
88.0,92.0,91.0,78.0,80.0,77.0,68.0,67.0,64.0,67.0,67.0,66.0,0.01,0.02,0.0,5.0,5.0,5.0,120.19902801513672,0.16830806750881003,7.510108191308784,0.11647028090880918,291.5,666.9,-1.0
76.0,79.0,26.0,68.0,70.0,21.0,59.0,61.0,16.0,57.0,60.0,15.0,0.0,0.0,0.0,6.0,5.0,8.0,1.631079912185669,1.6019166982326392,1.6019166982326392,0.013333084632641273,1799.7,3224.4,1.0
22.0,23.0,21.0,16.0,15.0,16.0,10.0,8.0,11.0,11.0,8.0,11.0,4.06,4.06,6.1,8.0,10.0,9.0,100.13961791992188,0.032158527602001254,0.032158527602001254,0.25785450560199685,291.5,666.9,1.0
35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,18.773344039916992,1.9732859595643555,1.9732859595643555,2.733087026364306,54.3,91.1,1.0
34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,3720.7470703125,0.022326717160688268,0.11979411796068715,9.504693559360613,54.3,91.1,1.0
94.0,95.0,34.0,85.0,88.0,30.0,76.0,81.0,26.0,80.0,80.0,26.0,0.0,0.04,19.05,5.0,8.0,12.0,462.7320556640625,0.041140685136997854,23.36965799313696,0.005367967137000623,291.5,666.9,1.0
88.34,87.34,43.44,81.24,80.02,38.68,74.14,73.26,33.92,71.92,70.7,31.92,0.06160000000000001,0.026399999999999996,0.0088,5.22,4.44,7.56,315.80023193359375,0.02166004039081003,19.44469552979085,0.012064113790809905,8.7,18.8,1.0
91.0,32.0,33.0,84.0,28.0,29.0,77.0,24.0,24.0,77.0,24.0,25.0,0.1,0.0,1.27,4.0,8.0,8.0,68.20747375488281,0.3282285140899974,9.651911354089988,0.15361053409000466,291.5,666.9,1.0
84.0,85.0,86.0,75.0,76.0,75.0,65.0,66.0,64.0,61.0,58.0,55.0,0.0,0.0,0.0,4.0,7.0,5.0,64.67404174804688,0.4708538885090079,7.727804060508989,0.3858484285090005,291.5,666.9,1.0
24.0,28.0,28.0,18.0,21.0,21.0,12.0,14.0,15.0,16.0,17.0,17.0,0.0,0.0,0.0,8.0,10.0,8.0,92.34140014648438,0.3315650558708822,7.942549074270879,1.6241362294708843,63.8,126.2,1.0
34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,95.8555908203125,0.040325765079439385,0.10035735827944026,9.833398035879393,54.3,91.1,1.0
72.0,74.0,73.0,62.0,63.0,64.0,53.0,52.0,54.0,49.0,49.0,47.0,0.0,0.0,0.05,5.0,5.0,7.0,1651.119873046875,0.5250111243524556,0.5250111243524556,1.4099352715524531,1169.6,2270.7,-1.0
24.0,27.0,24.0,20.0,21.0,20.0,16.0,16.0,15.0,17.0,14.0,16.0,0.25,0.51,2.54,4.0,6.0,5.0,158.3873291015625,0.053699453316000484,4.360009993316021,0.8416981413159953,291.5,666.9,1.0
43.28,51.56,50.08,36.36,45.56,39.64,29.439999999999998,39.64,30.200000000000003,30.68,35.28,31.200000000000003,1.1987999999999999,0.6804,1.7540000000000013,8.52,10.36,9.76,13.913511276245117,0.13736389220000278,16.106427732200014,0.8553018322000023,291.5,666.9,1.0
70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.006377311300490535,0.006377311300490535,0.1442623885004882,291.5,666.9,-1.0
31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9,1.0
21.0,22.0,22.0,18.0,19.0,18.0,16.0,16.0,16.0,14.0,14.0,14.0,0.0,0.0,0.0,8.0,10.0,9.0,128.70855712890625,0.024999644499999304,2.279279124499987,0.24627394450000015,291.5,666.9,1.0
33.0,33.0,32.0,29.0,30.0,29.0,26.0,27.0,26.0,26.0,26.0,25.0,28.96,0.0,1.27,10.0,10.0,9.0,82.85823822021484,0.1463219505130085,18.925381786513036,0.11055858451300699,291.5,666.9,1.0
33.0,32.0,91.0,28.0,28.0,84.0,23.0,23.0,76.0,24.0,25.0,78.0,42.93,29.21,0.75,1.0,2.0,2.0,32.00654602050781,0.48150743401000423,11.835934678009949,0.45092833801000115,291.5,666.9,1.0
21.0,21.0,21.0,17.0,17.0,17.0,14.0,14.0,13.0,13.0,13.0,14.0,0.0,0.0,0.0,9.0,8.0,7.0,84.28153991699219,0.30125152178499615,2.9574663097849605,0.45573277178499894,291.5,666.9,1.0
19.0,19.0,20.0,14.0,15.0,16.0,10.0,10.0,11.0,10.0,11.0,12.0,0.0,0.0,0.0,9.0,9.0,10.0,1708.11474609375,0.004483433340998937,0.004483433340998937,0.07236852934100084,291.5,666.9,1.0
35.0,34.0,34.0,29.0,28.0,28.0,23.0,23.0,23.0,20.0,21.0,20.0,0.0,0.0,150.88,20.0,18.0,22.0,1319.4140625,0.13493245902579912,8.057121768225821,0.41999043702580385,63.8,126.2,1.0
52.949999999999996,54.85,52.9,43.1,45.0,45.099999999999994,32.3,33.2,37.3,34.050000000000004,35.949999999999996,35.35,0.23750000000000002,0.8550000000000001,0.76,5.1,5.05,6.1,27.961681365966797,0.23692212861800271,17.240456944617986,2.813401874618001,291.5,666.9,1.0
34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,16169.60546875,0.0004410602322102868,0.033022573832208676,8.627815235632134,54.3,91.1,1.0
42.050000000000004,50.599999999999994,50.8,35.1,44.599999999999994,40.150000000000006,28.15,38.65,30.5,29.299999999999997,34.050000000000004,31.5,1.2105000000000001,0.6765000000000001,1.1900000000000013,8.7,10.600000000000001,9.85,25.791088104248047,0.04504866252500509,14.107789972525019,0.6599883565249912,291.5,666.9,1.0
74.0,75.0,26.0,66.0,68.0,22.0,58.0,61.0,18.0,56.0,62.0,18.0,0.76,0.01,141.99,10.0,8.0,12.0,14.969072341918945,0.10475175370986148,54.079951547909836,0.11656483910985743,1799.7,3224.4,1.0
85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7,1.0
70.0,76.0,75.0,60.0,63.0,63.0,49.0,51.0,52.0,31.0,25.0,25.0,0.0,0.0,0.0,8.0,7.0,7.0,0.026155754923820496,3.207154902424694,4.0606763506247,17.47571101797858,1169.6,2270.7,-1.0
92.0,90.0,89.0,81.0,81.0,81.0,71.0,72.0,72.0,66.0,69.0,70.0,0.0,0.0,0.0,1.0,2.0,1.0,15.958187103271484,0.2845075924210002,0.3932469204210061,0.30699795642099814,291.5,666.9,1.0
35.0,95.0,94.0,31.0,88.0,87.0,26.0,80.0,80.0,24.0,76.0,76.0,1.02,0.0,0.0,12.0,10.0,10.0,4.269870758056641,1.2391692400368846,11.332539326036883,1.2026538242368732,1169.6,2270.7,1.0
81.0,26.0,25.0,74.0,22.0,21.0,67.0,18.0,18.0,69.0,20.0,19.0,0.47,4.82,53.1,5.0,7.0,7.0,9.525009155273438,0.4903185828999961,3.688363966900024,0.49142599489999433,291.5,666.9,1.0
93.0,32.0,33.0,86.0,28.0,29.0,79.0,24.0,25.0,67.0,21.0,21.0,0.08,16.0,0.0,17.0,13.0,16.0,801.9010009765625,0.00904511126500014,12.502568219265031,0.011680743264999804,291.5,666.9,1.0
85.0,86.0,87.0,77.0,78.0,78.0,69.0,70.0,68.0,70.0,70.0,69.0,0.0,0.0,0.0,5.0,5.0,4.0,565.421630859375,0.006743303617451781,0.08463141421744778,4.766628288617497,68.2,149.9,1.0
91.0,94.0,32.0,84.0,85.0,28.0,76.0,76.0,24.0,78.0,78.0,25.0,0.75,0.01,7.36,2.0,1.0,1.0,121.39364624023438,0.22355302268500551,9.748325196684974,1.0446712066850041,291.5,666.9,1.0
31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9,1.0
32.0,90.0,90.0,27.0,81.0,81.0,22.0,71.0,73.0,23.0,73.0,73.0,1.52,0.0,0.0,10.0,7.0,12.0,41.27574920654297,0.5452441536771552,3.891261649677162,0.9985673694771744,68.2,149.9,1.0
31.0,30.0,30.0,26.0,26.0,27.0,21.0,22.0,23.0,22.0,22.0,22.0,22.61,23.12,1.53,4.0,4.0,5.0,4.267838478088379,0.7128125416259993,1.753063233626001,0.4381529876259984,291.5,666.9,1.0
70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,189.27285766601562,0.03887515209999625,0.03887515209999625,0.02501948810000091,291.5,666.9,-1.0
53.94,59.879999999999995,43.84,47.28,53.879999999999995,35.22,40.620000000000005,48.22,27.6,42.64,45.94,28.6,1.0974,0.7142000000000001,6.642000000000001,6.96,8.280000000000001,8.98,25.192306518554688,0.6056328283792953,10.642842216379302,0.6216704617793007,291.5,666.9,1.0
31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,1514.53857421875,0.03855288582196949,0.19162355282197394,3.987740251021977,68.2,149.9,1.0
72.0,68.0,68.0,63.0,61.0,61.0,54.0,53.0,55.0,56.0,56.0,56.0,0.01,0.03,0.04,2.0,3.0,2.0,151.37063598632812,0.46852897069624594,0.8282169608962489,4.610497816896267,99.3,184.8,1.0
90.0,33.0,35.0,83.0,29.0,30.0,77.0,26.0,25.0,66.0,18.0,18.0,0.59,17.53,1.02,14.0,27.0,24.0,20.69994354248047,0.21875330680899774,9.940710862809023,0.2552640748089987,291.5,666.9,1.0
85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7,1.0
92.0,35.0,32.0,83.0,30.0,28.0,75.0,24.0,23.0,69.0,19.0,20.0,0.0,0.0,0.0,7.0,13.0,8.0,12.223987579345703,0.3866057317610001,9.56356415176105,0.37737406776099897,291.5,666.9,1.0
35.0,36.0,35.0,30.0,30.0,29.0,25.0,24.0,24.0,24.0,23.0,24.0,0.0,0.0,0.0,5.0,4.0,6.0,129.21084594726562,0.04493768644899926,14.186927628449,1.8363207504490202,291.5,666.9,1.0
78.0,26.0,27.0,71.0,22.0,22.0,64.0,18.0,18.0,66.0,19.0,19.0,0.73,7.87,6.1,4.0,8.0,8.0,309.883056640625,0.43965245190599844,3.9007218179060232,0.43205839190599715,291.5,666.9,1.0
37.0,36.0,37.0,30.0,30.0,29.0,24.0,25.0,24.0,20.0,21.0,21.0,0.0,0.0,0.0,8.0,14.0,7.0,19.993396759033203,0.23081443848999686,2.2416656164900193,8.587769400489954,54.3,91.1,1.0
73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,57.34016799926758,0.267334910477004,2.048946016476979,0.26160727647698984,291.5,666.9,1.0
24.0,21.0,23.0,19.0,18.0,19.0,14.0,13.0,14.0,14.0,15.0,14.0,2.28,30.23,5.59,8.0,4.0,6.0,174.8401336669922,0.20840915177299965,3.221760899772984,0.2251090497730005,291.5,666.9,1.0
73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,156.28073120117188,0.10510572724199707,3.388923693241959,0.11955656324199995,291.5,666.9,-1.0
42.050000000000004,50.599999999999994,50.8,35.1,44.599999999999994,40.150000000000006,28.15,38.65,30.5,29.299999999999997,34.050000000000004,31.5,1.2105000000000001,0.6765000000000001,1.1900000000000013,8.7,10.600000000000001,9.85,52.75319290161133,0.3081147706579975,9.925452382658026,0.14168383265800213,291.5,666.9,1.0
38.0,37.0,38.0,31.0,31.0,32.0,25.0,25.0,25.0,19.0,20.0,20.0,0.0,0.0,0.0,17.0,20.0,15.0,112.98785400390625,0.10032508393700505,36.18768488593704,0.09936277393699919,291.5,666.9,1.0
94.0,95.0,34.0,84.0,85.0,29.0,74.0,75.0,24.0,75.0,75.0,24.0,0.0,0.0,0.0,3.0,3.0,5.0,11.193903923034668,5.101735088692849,23.080505119092834,0.016896818292849943,1799.7,3224.4,1.0
35.0,34.0,34.0,28.0,21.0,27.0,22.0,8.0,19.0,22.0,23.0,23.0,0.0,0.0,0.0,9.0,8.0,8.0,327.19464111328125,0.13545681926728967,3.739931027267306,1.9982418836672988,63.8,126.2,1.0
92.0,95.0,33.0,85.0,88.0,29.0,78.0,81.0,25.0,76.0,76.0,25.0,0.0,0.0,2.04,8.0,0.0,13.0,153.46640014648438,0.10205521114100315,42.421600157141015,0.03874576114099877,291.5,666.9,1.0
72.0,75.0,23.0,65.0,66.0,18.0,57.0,57.0,13.0,58.0,57.0,13.0,0.28,0.37,8.13,3.0,4.0,5.0,141.2722625732422,0.06329719021000335,3.378947792209978,0.15341607820999859,291.5,666.9,1.0
35.0,35.0,34.0,29.0,29.0,29.0,23.0,25.0,24.0,19.0,22.0,21.0,0.0,0.0,0.0,17.0,17.0,19.0,53.17512512207031,1.321740218551871,17.600035768151905,0.5711487795518487,12.7,32.1,1.0
9.0,3.0,2.0,3.0,3.0,7.0,3.0,10.0,13.0,5.0,10.0,13.0,0.0,0.0,2.29,16.0,13.0,12.0,59.07201385498047,0.012673043913249658,0.09061109131324852,39.62316940711329,18120.7,18120.7,-1.0
80.0,81.0,26.0,73.0,74.0,22.0,67.0,67.0,18.0,68.0,69.0,20.0,0.05,0.47,4.82,5.0,5.0,7.0,23.925769805908203,0.07076205526100492,8.040808205261033,0.04900796926100143,291.5,666.9,1.0
70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,109.84715270996094,0.05217792022600005,0.05217792022600005,0.17204865422599824,291.5,666.9,-1.0
28.0,28.0,27.0,22.0,23.0,22.0,18.0,18.0,18.0,18.0,18.0,19.0,1.52,16.0,8.64,8.0,9.0,7.0,158.7386932373047,0.017094920740999837,2.205040322740971,0.12170560674100102,291.5,666.9,1.0
81.0,28.0,28.0,73.0,22.0,23.0,64.0,18.0,18.0,65.0,18.0,18.0,1.17,1.52,16.0,5.0,8.0,9.0,1749.240478515625,0.002458601863759403,2.3940926506637457,0.07777173026375986,291.5,666.9,1.0
68.0,62.0,60.0,55.0,54.0,52.0,43.0,47.0,44.0,49.0,48.0,47.0,0.02,0.02,0.03,3.0,5.0,6.0,81.20712280273438,0.06805238582600207,2.1440294838260225,0.540606541825983,291.5,666.9,-1.0
21.0,21.0,70.0,17.0,17.0,63.0,14.0,13.0,58.0,13.0,14.0,58.0,0.0,0.0,0.0,8.0,7.0,4.0,128.70855712890625,0.024999644499999304,2.279279124499987,0.24627394450000015,291.5,666.9,1.0
31.0,27.0,28.0,25.0,22.0,23.0,19.0,18.0,19.0,16.0,17.0,17.0,0.0,0.0,0.0,8.0,5.0,6.0,98.97640991210938,0.06832462644999923,5.529449286449953,0.03878636444999619,291.5,666.9,1.0
20.0,21.0,20.0,16.0,15.0,16.0,11.0,10.0,11.0,12.0,9.0,12.0,0.0,0.0,76.71,10.0,12.0,9.0,39.942626953125,0.18348702479998913,0.18348702479998913,0.059079984799999125,291.5,666.9,1.0
90.0,90.0,30.0,82.0,82.0,26.0,73.0,74.0,21.0,76.0,75.0,23.0,0.0,0.0,0.0,5.0,5.0,7.0,228.31173706054688,0.10182974585588578,1.8063495656558923,3.953645920655868,68.2,149.9,1.0
31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9,1.0
91.7,92.22,40.28,81.83,82.83,34.24,71.83,72.44,28.2,63.26,65.35,25.46,0.1391,0.0,0.0,5.74,3.26,5.61,12.674837112426758,0.4539937395999809,6.122359299600049,0.8610383396000195,291.5,666.9,-1.0
34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,4790.482421875,0.004861202837060124,0.020964121437059724,8.67469471423701,54.3,91.1,1.0
64.25,26.0,64.5,55.25,26.0,62.266666666666666,45.75,24.0,45.75,42.5,23.0,44.0,0.0,0.0,0.0,6.25,7.0,8.75,33.78831481933594,0.8430894719070079,4.817967551907027,0.7910477505070154,291.5,666.9,1.0
95.0,93.0,94.0,83.0,82.0,82.0,73.0,73.0,72.0,76.0,74.0,75.0,0.43,2.34,0.28,3.0,4.0,4.0,1.6441576480865479,4.2272361842,57.68302576420004,3.1710559441999933,291.5,666.9,-1.0
31.0,32.0,90.0,27.0,28.0,82.0,24.0,24.0,74.0,21.0,22.0,71.0,0.0,0.0,0.0,8.0,9.0,6.0,19.411598205566406,0.39636083722000276,9.466456453219985,0.38931190922000386,291.5,666.9,1.0
31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9,1.0
22.0,21.0,22.0,18.0,17.0,18.0,13.0,13.0,14.0,14.0,14.0,14.0,26.16,43.93,51.05,5.0,4.0,5.0,28.049304962158203,0.3558250708999998,4.3552563308999925,0.10022465090000185,291.5,666.9,1.0
68.0,62.0,60.0,55.0,54.0,52.0,43.0,47.0,44.0,49.0,48.0,47.0,0.02,0.02,0.03,3.0,5.0,6.0,96.82362365722656,0.013114828873000315,1.579040056873005,0.8256918088729918,291.5,666.9,-1.0
87.9,88.85,86.1,79.2,82.0,78.4,70.55,74.3,70.7,70.1,72.95,70.45,0.0,0.0,0.08549999999999999,8.0,8.95,9.05,21.32377815246582,0.17426432586600146,9.723410343865954,0.5314676298659914,291.5,666.9,1.0
73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,221.17884826660156,0.03523051278493289,3.506600960384904,0.10658220498492961,291.5,666.9,-1.0
94.0,35.0,35.0,85.0,30.0,30.0,77.0,24.0,24.0,71.0,22.0,23.0,2.14,0.0,1.02,8.0,12.0,7.0,112.98785400390625,0.10032508393700505,36.18768488593704,0.09936277393699919,291.5,666.9,1.0
84.93,85.19,34.86,77.54,77.8,30.34,70.02,69.28,25.82,67.67,67.93,24.69,0.0325,0.11700000000000002,0.10400000000000001,6.74,5.87,7.74,38.152618408203125,0.31776460746400004,17.64494145546399,2.4154403074639936,291.5,666.9,-1.0
87.68,88.52,79.72,79.64,82.0,72.68,71.76,74.96,65.64,70.32,72.84,64.84,0.0,0.0,0.0756,8.0,8.84,9.16,32.19977569580078,0.1467356590570014,11.448838445056976,0.9683248870569933,291.5,666.9,1.0
89.0,89.0,89.0,83.0,82.0,82.0,76.0,76.0,76.0,74.0,73.0,74.0,0.01,0.0,0.01,9.0,9.0,7.0,16.55914306640625,0.19737868422400487,6.292268956223976,0.13478050822399734,291.5,666.9,1.0
85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7,1.0
83.8,87.48,84.52000000000001,74.72,75.72,72.16,64.72,62.96,59.800000000000004,64.84,61.4,58.64,0.9844000000000002,0.0,0.0,4.16,4.84,3.24,2.031735897064209,0.45813566054581767,11.74877419994585,4.468543590545806,291.5,666.9,1.0
95.0,34.0,34.0,88.0,30.0,29.0,81.0,26.0,25.0,80.0,26.0,25.0,0.04,19.05,24.64,8.0,12.0,10.0,159.59335327148438,0.27037530436999985,21.97246946236995,0.05453206237000004,291.5,666.9,1.0
73.0,72.0,72.0,67.0,68.0,67.0,61.0,64.0,61.0,56.0,57.0,56.0,0.0,0.0,0.0,6.0,5.0,5.0,192.26358032226562,0.2104203002632073,2.9450797066631895,0.6572361382632124,291.5,666.9,-1.0
99.0,34.0,34.0,89.0,29.0,29.0,78.0,24.0,24.0,72.0,23.0,23.0,0.0,0.0,0.0,11.0,13.0,8.0,29.451332092285156,0.17356163470925104,38.12964361930927,0.03758338770925104,291.5,666.9,1.0
85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7,1.0
70.0,68.0,68.0,60.0,59.0,60.0,50.0,50.0,51.0,54.0,54.0,55.0,0.12,0.13,0.16,6.0,7.0,5.0,1025.641845703125,0.7273086912505732,0.7273086912505732,6.675127995450596,99.3,184.8,1.0
37.0,36.0,37.0,30.0,30.0,29.0,24.0,25.0,24.0,20.0,21.0,21.0,0.0,0.0,0.0,8.0,14.0,7.0,19.993396759033203,0.23081443848999686,2.2416656164900193,8.587769400489954,54.3,91.1,1.0
70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,50.04190444946289,0.09998601730000113,0.09998601730000113,0.40280858929999463,291.5,666.9,-1.0
18.0,14.0,24.0,13.0,10.0,16.0,8.0,5.0,8.0,9.0,3.0,5.0,0.0,5.08,0.0,10.0,14.0,10.0,3898.334716796875,0.015831215689567867,110.8555516932895,3.8781598940895674,642.5,883.9,1.0
27.0,27.0,31.0,22.0,22.0,25.0,18.0,18.0,19.0,17.0,17.0,16.0,0.0,0.0,0.0,5.0,6.0,8.0,99.99433898925781,0.440568118610003,3.5973992986099836,0.4506002806100037,291.5,666.9,1.0
23.0,23.0,23.0,18.0,18.0,18.0,13.0,13.0,13.0,13.0,13.0,14.0,0.0,15.75,45.21,6.0,5.0,4.0,47.22704315185547,0.30907490486500266,5.080472040864977,0.03662095886499909,291.5,666.9,1.0
85.4,88.44,75.56,76.16,77.16,64.47999999999999,66.16,64.88,53.400000000000006,64.52,62.2,51.92,0.8132000000000001,0.0,0.0,4.48,4.52,3.72,3.8252382278442383,0.08765354051599987,7.797560008516021,2.7553145125160103,291.5,666.9,1.0
76.0,76.0,76.0,67.0,66.0,67.0,59.0,55.0,58.0,56.0,54.0,56.0,1.25,0.71,1.13,6.0,8.0,6.0,9.017390251159668,0.09312425441293004,0.09312425441293004,10.857193347212917,18120.7,18120.7,-1.0
30.0,32.0,31.0,26.0,27.0,28.0,22.0,23.0,23.0,23.0,24.0,24.0,12.95,0.0,1.02,14.0,9.0,10.0,32.56488037109375,0.14709991298581288,4.6391052849858045,2.2245030501858087,63.8,126.2,1.0
